date,issue_hour,issue_time,slot_id,interval_start,interval_end,grid_original_kwh,grid_kwh,reserve_original_kwh,reserve_threshold_kwh,load_forecast_kwh,pv_forecast_kwh,pv_raw_forecast_kwh,price_forecast_yuan_per_kwh,selected_index
2025-03-20,0,2025-03-20 00:00:00,1,2025-03-20 00:00:00,2025-03-20 00:10:00,681.7280301582176,681.7280301582176,2431.87259463734,2431.87259463734,599.953889516172,0.0,0.0,0.44109192811233616,7
2025-03-20,0,2025-03-20 00:00:00,2,2025-03-20 00:10:00,2025-03-20 00:20:00,635.7578567197409,635.7578567197409,2399.629428765179,2399.629428765179,593.4156177461416,0.0,0.0,0.4468701808452708,7
2025-03-20,0,2025-03-20 00:00:00,3,2025-03-20 00:20:00,2025-03-20 00:30:00,652.5197818145521,652.5197818145521,2420.467264951204,2420.467264951204,580.4393460126182,0.0,0.0,0.4412459010148992,7
2025-03-20,0,2025-03-20 00:00:00,4,2025-03-20 00:30:00,2025-03-20 00:40:00,590.9943502693658,590.9943502693658,2399.9025079940134,2399.9025079940134,589.9157636485189,0.0,0.0,0.4552364034038514,7
2025-03-20,0,2025-03-20 00:00:00,5,2025-03-20 00:40:00,2025-03-20 00:50:00,601.6143465062917,601.6143465062917,2439.98089195793,2439.98089195793,585.7067371611821,0.0,0.0,0.4594131427633767,7
2025-03-20,0,2025-03-20 00:00:00,6,2025-03-20 00:50:00,2025-03-20 01:00:00,635.9477421748068,635.9477421748068,2400.693369077218,2400.693369077218,563.8726304229446,0.0,0.0,0.43608794032855774,7
2025-03-20,0,2025-03-20 00:00:00,7,2025-03-20 01:00:00,2025-03-20 01:10:00,1392.7403672973899,1392.7403672973899,3149.744521268379,3149.744521268379,557.0724677171621,0.0,0.0,0.4013626340689088,7
2025-03-20,0,2025-03-20 00:00:00,8,2025-03-20 01:10:00,2025-03-20 01:20:00,1374.9990696010607,1374.9990696010607,3899.744521268379,3899.744521268379,550.5681314738787,0.0,0.0,0.3963778583499994,7
2025-03-20,0,2025-03-20 00:00:00,9,2025-03-20 01:20:00,2025-03-20 01:30:00,1358.2979299119072,1358.2979299119072,4649.744521268379,4649.744521268379,543.8389841690238,0.0,0.0,0.4174456098900424,7
2025-03-20,0,2025-03-20 00:00:00,10,2025-03-20 01:30:00,2025-03-20 01:40:00,588.0556907931981,588.0556907931981,4660.814167871056,4660.814167871056,557.3656575097407,0.0,0.0,0.4255864729430572,7
2025-03-20,0,2025-03-20 00:00:00,11,2025-03-20 01:40:00,2025-03-20 01:50:00,616.2351735127479,616.2351735127479,4606.075781000903,4606.075781000903,588.2676114808643,0.0,0.0,0.44056935912422596,7
2025-03-20,0,2025-03-20 00:00:00,12,2025-03-20 01:50:00,2025-03-20 02:00:00,673.259493717322,673.259493717322,4663.770566250258,4663.770566250258,605.7743003520009,0.0,0.0,0.4428027262850763,7
2025-03-20,0,2025-03-20 00:00:00,13,2025-03-20 02:00:00,2025-03-20 02:10:00,1393.8630374651439,1393.8630374651439,5399.744521268379,5399.744521268379,579.812873446548,0.0,0.0,0.39692460667850704,7
2025-03-20,0,2025-03-20 00:00:00,14,2025-03-20 02:10:00,2025-03-20 02:20:00,1365.7063520017084,1365.7063520017084,6149.744521268379,6149.744521268379,567.2884952341019,0.0,0.0,0.4156145497632445,7
2025-03-20,0,2025-03-20 00:00:00,15,2025-03-20 02:20:00,2025-03-20 02:30:00,612.389355580845,612.389355580845,6134.8114406727545,6134.8114406727545,582.4368955126206,0.0,0.0,0.47806603835237477,7
2025-03-20,0,2025-03-20 00:00:00,16,2025-03-20 02:30:00,2025-03-20 02:40:00,640.2037423569017,640.2037423569017,6149.749413354938,6149.749413354938,588.9575058896943,0.0,0.0,0.44918678435941317,7
2025-03-20,0,2025-03-20 00:00:00,17,2025-03-20 02:40:00,2025-03-20 02:50:00,1419.3892332341934,1419.3892332341934,6899.744521268379,6899.744521268379,605.0273060057,0.0,0.0,0.41722025582910194,7
2025-03-20,0,2025-03-20 00:00:00,18,2025-03-20 02:50:00,2025-03-20 03:00:00,1410.2955218371712,1410.2955218371712,7649.744521268379,7649.744521268379,617.8962883585447,0.0,0.0,0.4202266009019405,7
2025-03-20,0,2025-03-20 00:00:00,19,2025-03-20 03:00:00,2025-03-20 03:10:00,1405.2905083678183,1405.2905083678183,8399.744521268378,8399.744521268378,590.9784768140113,0.0,0.0,0.4126641819686595,7
2025-03-20,0,2025-03-20 00:00:00,20,2025-03-20 03:10:00,2025-03-20 03:20:00,586.3466603282142,586.3466603282142,8390.893375294934,8390.893375294934,571.3753669727259,0.0,0.0,0.44239262867477097,7
2025-03-20,0,2025-03-20 00:00:00,21,2025-03-20 03:20:00,2025-03-20 03:30:00,575.7229098603634,575.7229098603634,8303.912590709977,8303.912590709977,582.1965844906113,0.0,0.0,0.4876703955116616,7
