date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,2876.5660613512177,385.72771590057334,240
2025-03-20,240,970.4231320603789,6001.376815713945,480
2025-03-20,480,3043.545621491595,2449.9586439971795,720
2025-03-20,720,6460.041509076249,254.72278333333327,960
2025-03-20,960,192.1656460698057,5324.084375904195,1200
2025-03-20,1200,7203.979955996037,2306.470880562529,1440
2025-06-21,0,208.23233533890112,3691.06303275306,240
2025-06-21,240,411.33657954386587,4812.9992818488845,480
2025-06-21,480,10260.289681730872,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,94.89691191930619,5677.567179817635,1200
2025-06-21,1200,10054.864929881147,2543.73991204073,1440
2025-09-23,0,4525.2124629148775,200.49179013872242,240
2025-09-23,240,1028.1860756753447,6695.03453679801,480
2025-09-23,480,5054.884447992539,1896.6157166666667,720
2025-09-23,720,5636.371445946205,549.1395697360878,960
2025-09-23,960,35.440790738576425,6051.239196585251,1200
2025-09-23,1200,5534.549126381374,2173.3459432614895,1440
2025-12-21,0,5240.143045657239,135.70893329029684,240
2025-12-21,240,1430.682134304492,1580.707082985345,480
2025-12-21,480,5171.428852158789,7806.666666666668,720
2025-12-21,720,8152.200155276198,2157.296048083019,960
2025-12-21,960,42.64042613101958,5805.588841873265,1200
2025-12-21,1200,5404.835221546884,2851.7333895145084,1440
