date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_tau,selected_terminal
2025-02-01,38746.43130586164,20795.620290031104,0.0,0.0,20795.620290031104,13012.658027946714,14999.33485401695,6354.932198598542,2583.5976985985412,3771.3345,7268.4231640740745,2313.8877736517325,0.7,1200.0
2025-02-02,90432.82457488368,57298.30159377861,0.0,0.0,57298.30159377861,22007.773513830696,17702.267151479347,7771.040262532335,7711.8661958656685,59.174066666666704,2313.8877736517325,2451.698212233418,0.7,1200.0
2025-02-03,88343.39387966238,55928.36387021499,0.0,0.0,55928.36387021499,22445.239889969867,18477.201180638687,4158.438670331199,4158.438670331199,0.0,2451.698212233418,2122.1905791633203,0.7,1200.0
2025-02-04,89562.81480847034,56687.929147734576,0.0,0.0,56687.929147734576,23834.650495395817,19290.661362685856,3823.961725760388,3823.961725760388,0.0,2122.1905791633203,2139.3078442574974,0.7,1200.0
2025-02-05,89720.87350998507,56748.167516878515,0.0,0.0,56748.167516878515,23240.23978413109,18834.173006338173,4566.379748858835,4566.379748858835,0.0,2139.3078442574974,2128.6647540441736,0.8,1200.0
2025-02-06,90771.02575218819,57770.542169822824,6.410854759157814,37.44900807562037,57807.99117789844,22278.187325085466,17905.879334209123,6134.071399404343,6132.670582737675,1.400816666666742,2128.6647540441736,2283.611864166518,0.8,1200.0
2025-02-07,41880.24120826146,21897.346811696218,0.0,0.0,21897.346811696218,18918.7454688369,16034.398737384305,7190.2148101422,2494.905400059894,4695.309410082306,2283.611864166518,1494.4841890260611,0.7,1200.0
2025-02-08,37591.03760821617,19590.451646862057,57.273818969003514,350.1148553575185,19940.566502219575,19159.899446528634,15543.236099463971,2454.4853634538426,383.629949170582,2070.8554142832604,1494.4841890260611,1468.131358164083,0.7,1200.0
2025-02-09,83504.792165199,52116.24295827583,1165.4947988017109,7531.34622895437,59647.589187230195,23538.31267220761,19151.11667418652,727.674999312959,727.674999312959,0.0,1468.131358164083,1373.594236277019,0.7,1200.0
2025-02-10,85261.9287364849,53495.965127918185,0.0,0.0,53495.965127918185,21303.8338634094,17316.04908374142,6947.506373483594,6447.843340150261,499.6630333333334,1373.594236277019,1306.9901758550016,0.7,1200.0
2025-02-11,83323.52906310635,52002.54113560825,97.28383693357489,570.292306103059,52572.83344171131,23026.690324563515,18573.060310896835,3746.5857530399203,3598.54745303992,148.03830000000016,1306.9901758550016,1394.2777891879011,0.7,1200.0
2025-02-12,82839.57471839525,51743.92447966348,0.0,0.0,51743.92447966348,22732.08252498761,18465.284070792877,3306.0401308671803,3142.655847533847,163.38428333333331,1394.2777891879011,1336.1697607957767,0.7,1200.0
2025-02-13,82223.54448598859,51329.90384674069,20.67777541068417,96.1149569662904,51426.01880370698,20508.931099603713,16501.009972046024,6906.82211717491,6348.1843338415765,558.6377833333337,1336.1697607957767,1459.752225943538,0.7,1200.0
2025-02-14,35433.17139959122,18629.930158441664,298.35610355665125,1419.853860937762,20049.784019379425,18444.4602665822,15173.78981928077,2659.0552391797755,518.4215891797769,2140.6336499999984,1459.752225943538,1200.0,0.7,1200.0
2025-02-15,35391.695426428065,18475.50543662176,347.23809903527473,1120.967489085129,19596.472925706887,18569.198734332378,15041.050974809224,2930.6946659401915,241.55879927352518,2689.135866666666,1200.0,1200.0,0.7,equal_initial
2025-02-16,80040.538447858,49456.8554868969,788.4636697086555,4584.010186978399,54040.8656738753,23706.77002418407,18983.099019023095,727.952012405672,727.952012405672,0.0,1200.0,1443.760778406665,0.7,equal_initial
2025-02-17,79265.93140414881,48896.57424469422,117.30119003938,745.1005489841889,49641.67479367841,21788.72171713989,17549.968784553872,3960.616494935508,3313.9174616021746,646.6990333333338,1443.760778406665,1553.6450076615952,0.7,equal_initial
