date,slot_id,issue_time,forecast_history_end,load_forecast_kwh,pv_forecast_kwh,plan_load_kwh,plan_pv_kwh,risk_delta_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan
2025-01-15,1,2025-01-15 00:00:00,2025-01-15 00:00:00,634.1137833333333,0.0,634.1137833333333,0.0,0.0,1467.4471166666667,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0
2025-01-15,2,2025-01-15 00:00:00,2025-01-15 00:00:00,652.5348833333334,0.0,652.5348833333334,0.0,0.0,1485.8682166666667,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0
2025-01-15,3,2025-01-15 00:00:00,2025-01-15 00:00:00,626.1716666666667,0.0,626.1716666666667,0.0,0.0,1459.505,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0
2025-01-15,4,2025-01-15 00:00:00,2025-01-15 00:00:00,566.1060166666667,0.0,566.1060166666667,0.0,0.0,1399.43935,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0
2025-01-15,5,2025-01-15 00:00:00,2025-01-15 00:00:00,567.17295,0.0,567.17295,0.0,0.0,1400.5062833333332,833.3333333333333,0.0,9000.0,9750.0,0.0,1.0
2025-01-15,6,2025-01-15 00:00:00,2025-01-15 00:00:00,619.8166666666667,0.0,619.8166666666667,0.0,0.0,619.8166666666667,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-15,7,2025-01-15 00:00:00,2025-01-15 00:00:00,621.4441333333333,0.0,621.4441333333333,0.0,0.0,621.4441333333333,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-15,8,2025-01-15 00:00:00,2025-01-15 00:00:00,597.452,0.0,597.452,0.0,0.0,597.452,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-15,9,2025-01-15 00:00:00,2025-01-15 00:00:00,602.7116666666667,0.0,602.7116666666667,0.0,0.0,936.0450000000001,333.3333333333333,0.0,9750.0,10050.0,0.0,0.9999999999999992
2025-01-15,10,2025-01-15 00:00:00,2025-01-15 00:00:00,655.6580666666667,0.0,655.6580666666667,0.0,0.0,655.6580666666667,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,11,2025-01-15 00:00:00,2025-01-15 00:00:00,651.8044166666667,0.0,651.8044166666667,0.0,0.0,651.8044166666667,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,12,2025-01-15 00:00:00,2025-01-15 00:00:00,620.58,0.0,620.58,0.0,0.0,620.58,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,13,2025-01-15 00:00:00,2025-01-15 00:00:00,684.2158333333333,0.0,684.2158333333333,0.0,0.0,684.2158333333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,14,2025-01-15 00:00:00,2025-01-15 00:00:00,687.6279,0.0,687.6279,0.0,0.0,687.6279,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,15,2025-01-15 00:00:00,2025-01-15 00:00:00,629.6633333333333,0.0,629.6633333333333,0.0,0.0,629.6633333333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,16,2025-01-15 00:00:00,2025-01-15 00:00:00,667.8491,0.0,667.8491,0.0,0.0,667.8491,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,17,2025-01-15 00:00:00,2025-01-15 00:00:00,699.57645,0.0,699.57645,0.0,0.0,699.57645,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,18,2025-01-15 00:00:00,2025-01-15 00:00:00,678.0283333333333,0.0,678.0283333333333,0.0,0.0,678.0283333333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,19,2025-01-15 00:00:00,2025-01-15 00:00:00,667.9764666666666,0.0,667.9764666666666,0.0,0.0,667.9764666666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,20,2025-01-15 00:00:00,2025-01-15 00:00:00,686.3080333333334,0.0,686.3080333333334,0.0,0.0,686.3080333333334,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,21,2025-01-15 00:00:00,2025-01-15 00:00:00,712.835,0.0,712.835,0.0,0.0,712.835,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,22,2025-01-15 00:00:00,2025-01-15 00:00:00,717.4963166666666,0.0,717.4963166666666,0.0,0.0,717.4963166666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,23,2025-01-15 00:00:00,2025-01-15 00:00:00,724.3644666666668,0.0,724.3644666666668,0.0,0.0,724.3644666666668,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,24,2025-01-15 00:00:00,2025-01-15 00:00:00,740.1066666666667,0.0,740.1066666666667,0.0,0.0,740.1066666666667,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,25,2025-01-15 00:00:00,2025-01-15 00:00:00,741.6282500000001,0.0,741.6282500000001,0.0,0.0,741.6282500000001,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,26,2025-01-15 00:00:00,2025-01-15 00:00:00,713.5997333333333,0.0,713.5997333333333,0.0,0.0,713.5997333333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,27,2025-01-15 00:00:00,2025-01-15 00:00:00,688.8083333333334,0.0,688.8083333333334,0.0,0.0,688.8083333333334,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,28,2025-01-15 00:00:00,2025-01-15 00:00:00,715.7632666666667,0.0,715.7632666666667,0.0,0.0,715.7632666666667,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,29,2025-01-15 00:00:00,2025-01-15 00:00:00,726.0193833333333,0.0,726.0193833333333,0.0,0.0,726.0193833333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,30,2025-01-15 00:00:00,2025-01-15 00:00:00,700.7333333333332,0.0,700.7333333333332,0.0,0.0,700.7333333333332,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,31,2025-01-15 00:00:00,2025-01-15 00:00:00,688.2134833333333,0.0,688.2134833333333,0.0,0.0,688.2134833333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,32,2025-01-15 00:00:00,2025-01-15 00:00:00,688.1272666666667,0.0,688.1272666666667,0.0,0.0,688.1272666666667,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,33,2025-01-15 00:00:00,2025-01-15 00:00:00,690.0316666666666,0.0,690.0316666666666,0.0,0.0,690.0316666666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,34,2025-01-15 00:00:00,2025-01-15 00:00:00,705.6226833333334,0.0,705.6226833333334,0.0,0.0,1538.9560166666665,833.3333333333333,0.0,10050.0,10800.0,0.0,1.0
2025-01-15,35,2025-01-15 00:00:00,2025-01-15 00:00:00,815.7728833333334,0.0,815.7728833333334,0.0,0.0,815.7728833333334,0.0,-0.0,10800.0,10800.0,0.0,0.0
2025-01-15,36,2025-01-15 00:00:00,2025-01-15 00:00:00,943.6016666666666,0.0,943.6016666666666,0.0,0.0,943.6016666666666,0.0,0.0,10800.0,10800.0,0.0,0.0
2025-01-15,37,2025-01-15 00:00:00,2025-01-15 00:00:00,920.9554833333333,0.00205,920.9554833333333,0.00205,0.0,245.95343333333324,0.0,675.0,10800.0,10050.0,0.0,0.0
2025-01-15,38,2025-01-15 00:00:00,2025-01-15 00:00:00,905.84575,0.0,905.84575,0.0,0.0,905.84575,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,39,2025-01-15 00:00:00,2025-01-15 00:00:00,939.4583333333334,0.0,939.4583333333334,0.0,0.0,939.4583333333334,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,40,2025-01-15 00:00:00,2025-01-15 00:00:00,911.0178666666667,0.028483333333333333,911.0178666666667,0.028483333333333333,0.0,910.9893833333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,41,2025-01-15 00:00:00,2025-01-15 00:00:00,898.1154166666666,0.4016166666666667,898.1154166666666,0.4016166666666667,0.0,897.7138,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,42,2025-01-15 00:00:00,2025-01-15 00:00:00,915.0500000000001,12.7875,915.0500000000001,12.7875,0.0,902.2625,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,43,2025-01-15 00:00:00,2025-01-15 00:00:00,897.4513166666667,51.26291666666666,897.4513166666667,51.26291666666666,0.0,846.1884,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,44,2025-01-15 00:00:00,2025-01-15 00:00:00,911.3311333333332,95.35843333333334,911.3311333333332,95.35843333333334,0.0,815.9726999999999,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,45,2025-01-15 00:00:00,2025-01-15 00:00:00,936.4366666666666,136.25,936.4366666666666,136.25,0.0,800.1866666666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,46,2025-01-15 00:00:00,2025-01-15 00:00:00,903.03415,183.5329833333333,903.03415,183.5329833333333,0.0,1552.8345,833.3333333333333,0.0,10050.0,10800.0,0.0,1.0
2025-01-15,47,2025-01-15 00:00:00,2025-01-15 00:00:00,1009.9657333333333,238.76118333333332,1009.9657333333333,238.76118333333332,0.0,771.20455,0.0,0.0,10800.0,10800.0,0.0,0.0
2025-01-15,48,2025-01-15 00:00:00,2025-01-15 00:00:00,1208.5516666666667,299.06874999999997,1208.5516666666667,299.06874999999997,0.0,76.14958333333357,0.0,833.3333333333333,10800.0,9874.074074074075,0.0,0.0
2025-01-15,49,2025-01-15 00:00:00,2025-01-15 00:00:00,1233.3754833333335,356.8407833333333,1233.3754833333335,356.8407833333333,0.0,43.2013666666669,0.0,833.3333333333333,9874.074074074075,8948.14814814815,0.0,0.0
2025-01-15,50,2025-01-15 00:00:00,2025-01-15 00:00:00,1209.5204666666666,395.36296666666664,1209.5204666666666,395.36296666666664,0.0,0.0,0.0,814.1575,8948.14814814815,8043.528703703705,0.0,0.0
2025-01-15,51,2025-01-15 00:00:00,2025-01-15 00:00:00,1215.3866666666665,421.9875,1215.3866666666665,421.9875,0.0,0.0,0.0,793.3991666666666,8043.528703703705,7161.974074074075,0.0,0.0
2025-01-15,52,2025-01-15 00:00:00,2025-01-15 00:00:00,1200.41325,463.08979999999997,1200.41325,463.08979999999997,0.0,0.0,0.0,737.3234500000001,7161.974074074075,6342.725796296298,0.0,0.0
2025-01-15,53,2025-01-15 00:00:00,2025-01-15 00:00:00,1188.2149333333334,515.3344833333333,1188.2149333333334,515.3344833333333,0.0,0.0,0.0,672.8804500000001,6342.725796296298,5595.080851851853,0.0,0.0
2025-01-15,54,2025-01-15 00:00:00,2025-01-15 00:00:00,1197.4750000000001,555.5124999999999,1197.4750000000001,555.5124999999999,0.0,0.0,0.0,641.9625000000002,5595.080851851853,4881.789185185186,0.0,0.0
2025-01-15,55,2025-01-15 00:00:00,2025-01-15 00:00:00,1214.1881166666667,567.4740333333333,1214.1881166666667,567.4740333333333,0.0,0.0,0.0,646.7140833333334,4881.789185185186,4163.217981481483,0.0,0.0
2025-01-15,56,2025-01-15 00:00:00,2025-01-15 00:00:00,1196.6387666666667,608.3691333333334,1196.6387666666667,608.3691333333334,0.0,0.0,0.0,588.2696333333333,4163.217981481483,3509.5850555555567,0.0,0.0
2025-01-15,57,2025-01-15 00:00:00,2025-01-15 00:00:00,1156.6816666666666,672.71875,1156.6816666666666,672.71875,0.0,0.0,0.0,483.9629166666666,3509.5850555555567,2971.848481481483,0.0,0.0
2025-01-15,58,2025-01-15 00:00:00,2025-01-15 00:00:00,1150.6689,699.59695,1150.6689,699.59695,0.0,451.0719499999999,0.0,0.0,2971.848481481483,2971.848481481483,0.0,0.0
2025-01-15,59,2025-01-15 00:00:00,2025-01-15 00:00:00,1171.6042333333332,728.7238000000001,1171.6042333333332,728.7238000000001,0.0,99.7447666666651,0.0,343.13566666666804,2971.848481481483,2590.5866296296294,0.0,0.0
2025-01-15,60,2025-01-15 00:00:00,2025-01-15 00:00:00,1185.7616666666665,782.2687500000001,1185.7616666666665,782.2687500000001,0.0,0.0,0.0,403.4929166666665,2590.5866296296294,2142.2611666666667,0.0,0.0
2025-01-15,61,2025-01-15 00:00:00,2025-01-15 00:00:00,1168.0045833333334,840.1320833333333,1168.0045833333334,840.1320833333333,0.0,0.0,0.0,327.87250000000006,2142.2611666666667,1777.958388888889,0.0,0.0
