date,grid_plan_kwh,emergency_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,47597.65856691486,0.0,24831.95558946708,0.0,24831.95558946708,19357.654884009615,14632.942666992925,8494.770416564836,4272.452316564836,4222.3181,7268.4231640740745,8431.487374135035
2025-02-02,93807.37186088762,0.0,59295.69353393905,0.0,59295.69353393905,22405.27451235417,17188.105416884027,10233.92481541748,10174.750748750814,59.174066666666704,8431.487374135035,9498.339527604867
2025-02-03,91607.22761127868,0.0,57810.59339368033,0.0,57810.59339368033,22822.693090523484,17852.275329879052,6419.893350634245,6419.893350634245,0.0,9498.339527604867,10202.901831432615
2025-02-04,92448.7121475852,0.0,58400.423925948366,0.0,58400.423925948366,23769.58754246791,18715.977557688366,6200.238212805659,6200.238212805659,0.0,10202.901831432615,10800.0
2025-02-05,90764.54889249342,0.0,57171.562640944525,0.0,57171.562640944525,23268.043293764073,18847.1150679489,5595.193683344906,5595.193683344906,0.0,10800.0,10800.0
2025-02-06,91802.87547890394,6.410854759157814,58188.83925367665,37.44900807562037,58226.28826175227,22133.475283205495,17928.114979396454,7332.868813187392,7331.467996520726,1.400816666666742,10800.0,10800.0
2025-02-07,44903.516183730506,0.0,23438.266422628174,0.0,23438.266422628174,18820.56574379157,15244.65825247117,9521.92902574344,4110.363425743439,5411.565600000001,10800.0,10800.0
2025-02-08,39936.40162988111,0.0,20761.73895260872,0.0,20761.73895260872,19253.63513832231,15595.444462041065,4701.0482369331985,1573.2427322749143,3127.8055046582845,10800.0,10800.0
2025-02-09,85801.71986372424,11.61712559737066,53597.178149374915,81.04106816725772,53678.219217542166,24488.070492099683,19835.33709860074,1605.1876291559988,1605.1876291559988,0.0,10800.0,10800.0
2025-02-10,87378.0596725136,0.0,54915.526255999335,0.0,54915.526255999335,20651.254087997808,16727.51581127822,9127.683812460686,8628.020779127351,499.6630333333334,10800.0,10800.0
2025-02-11,85415.58898234411,0.0,53400.38830054211,0.0,53400.38830054211,22578.26065690169,18288.391132090364,5905.122324199448,5726.2791128461395,178.8432113533088,10800.0,10800.0
2025-02-12,85000.5087601759,0.0,53160.08263745204,0.0,53160.08263745204,22277.56770285968,18044.82983931634,5501.034763299217,5337.650479965883,163.38428333333331,10800.0,10800.0
2025-02-13,84313.71375098758,0.0,52719.04913881772,0.0,52719.04913881772,20025.26448324649,16220.464231429656,9179.43448250408,8620.796699170747,558.6377833333339,10800.0,10800.0
2025-02-14,37316.36977990071,0.0,19588.89095782699,0.0,19588.89095782699,20895.029131900763,16924.973596839616,3544.512428172898,952.7564499876228,2591.755978185275,10800.0,10800.0
