date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,3044.847770928908,299.4760125596739,240
2025-03-20,240,153.93601305818788,6079.509439347713,480
2025-03-20,480,5238.268162772036,2449.9586439971795,720
2025-03-20,720,5742.871075911093,254.72278333333327,960
2025-03-20,960,53.55229909820673,7148.761873588971,1200
2025-03-20,1200,7815.378702107809,1541.0406993938095,1440
2025-06-21,0,190.27052120133806,6400.294875946937,240
2025-06-21,240,1240.7217128053742,1831.611868854782,480
2025-06-21,480,10216.750549050415,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,100.52294889521318,5769.702532112324,1200
2025-06-21,1200,9608.630877519765,2543.73991204073,1440
2025-09-23,0,5116.996541342398,154.51883479100616,240
2025-09-23,240,131.95660966748065,6648.394087748743,480
2025-09-23,480,5604.737749688813,1896.6157166666667,720
2025-09-23,720,5334.371533657001,443.57747812649245,960
2025-09-23,960,27.129877008427684,6492.83528036833,1200
2025-09-23,1200,5822.061930865355,2184.370640502978,1440
2025-12-21,0,4820.673117694514,135.70893329029684,240
2025-12-21,240,198.16939403822778,907.8804117744493,480
2025-12-21,480,5690.025171892217,7343.4478601665905,720
2025-12-21,720,7755.991567706256,2731.8738251805626,960
2025-12-21,960,35.277110681653426,5787.399648814231,1200
2025-12-21,1200,6212.760265216389,2842.5257666666666,1440
