charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,date,slot_id,interval_start,interval_end,active_issue_hour,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,grid_original_kwh,grid_effective_kwh,price_yuan_per_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan
385.3614673273283,0.0,0.0,0.0,0.0,0.0,7268.4231640740745,7615.24848466867,2025-02-01,1,2025-02-01 00:00:00,2025-02-01 00:10:00,0,422.0303666666667,0.0,446.62184779000137,0.30050290088415643,807.391833993995,807.391833993995,0.3281,264.90526073342977,0.0,-0.0,264.90526073342977,0.0,264.90526073342977
96.70768369738187,0.0,0.0,0.0,0.0,0.0,7615.24848466867,7702.285399996314,2025-02-01,2,2025-02-01 00:10:00,2025-02-01 00:20:00,0,415.4073166666667,0.0,441.33740164805374,0.6505706636568043,512.1150003640486,512.1150003640486,0.3257,166.7958556185706,0.0,-0.0,166.7958556185706,0.0,166.7958556185706
773.6992365957822,0.0,0.0,0.0,0.0,0.0,7702.285399996314,8398.614712932518,2025-02-01,3,2025-02-01 00:20:00,2025-02-01 00:30:00,0,410.7166666666667,0.0,439.3940358801821,1.0403089385468585,1184.4159032624489,1184.4159032624489,0.3041,360.1808761821107,0.0,-0.0,360.1808761821107,0.0,360.1808761821107
822.8363623032149,0.0,0.0,0.0,0.0,0.0,8398.614712932518,9139.167439005412,2025-02-01,4,2025-02-01 00:30:00,2025-02-01 00:40:00,0,430.29479999999995,0.0,467.9889913571435,1.4534183399936076,1253.1311623032148,1253.1311623032148,0.3126,391.72880133598494,0.0,-0.0,391.72880133598494,0.0,391.72880133598494
214.81287586020767,0.0,0.0,0.0,0.0,0.0,9139.167439005412,9332.499027279599,2025-02-01,5,2025-02-01 00:40:00,2025-02-01 00:50:00,0,424.4105833333333,0.0,473.85663408715675,1.8677750793967487,639.223459193541,639.223459193541,0.3286,210.04882869099757,0.0,-0.0,210.04882869099757,0.0,210.04882869099757
100.23687628338678,0.0,0.0,0.0,0.0,0.0,9332.499027279599,9422.712215934647,2025-02-01,6,2025-02-01 00:50:00,2025-02-01 01:00:00,0,406.0516666666667,0.0,460.54400507294906,2.256230205727409,506.28854295005345,506.28854295005345,0.3438,174.06200106622836,0.0,-0.0,174.06200106622836,0.0,174.06200106622836
104.0467842208742,0.0,0.0,0.0,0.0,0.0,9422.712215934647,9516.354321733434,2025-02-01,7,2025-02-01 01:00:00,2025-02-01 01:10:00,0,436.7501833333333,0.0,480.5570409484658,2.587610135119509,540.7969675542075,540.7969675542075,0.3704,200.31119678207847,0.0,-0.0,200.31119678207847,0.0,200.31119678207847
102.25690942809291,0.0,0.0,0.0,0.0,0.0,9516.354321733434,9608.385540218716,2025-02-01,8,2025-02-01 01:10:00,2025-02-01 01:20:00,0,451.7976833333333,0.0,476.8780047104005,2.8278966757510466,554.0545927614262,554.0545927614262,0.3746,207.54885044843024,0.0,-0.0,207.54885044843024,0.0,207.54885044843024
70.11066908454421,0.0,0.0,0.0,0.0,0.0,9608.385540218716,9671.485142394806,2025-02-01,9,2025-02-01 01:20:00,2025-02-01 01:30:00,0,446.08,0.0,456.92792090405095,2.941560689388316,516.1906690845442,516.1906690845442,0.3606,186.13835527188664,0.0,-0.0,186.13835527188664,0.0,186.13835527188664
0.0,9.85114647694428,0.0,0.0,0.0,0.0,9671.485142394806,9660.53942408709,2025-02-01,10,2025-02-01 01:30:00,2025-02-01 01:40:00,0,471.7663333333333,0.0,486.37817986200923,2.8930199532897416,461.915186856389,461.915186856389,0.3582,165.45801993195855,0.0,-0.0,165.45801993195855,0.0,165.45801993195855
97.7996061622751,0.0,0.0,0.0,0.0,0.0,9660.53942408709,9748.559069633138,2025-02-01,11,2025-02-01 01:40:00,2025-02-01 01:50:00,0,448.02596666666665,0.0,497.2715434162344,2.6481887644671853,545.8255728289417,545.8255728289417,0.3041,165.98555669728117,0.0,-0.0,165.98555669728117,0.0,165.98555669728117
594.2671948056939,0.0,0.0,0.0,0.0,0.0,9748.559069633138,10283.399544958264,2025-02-01,12,2025-02-01 01:50:00,2025-02-01 02:00:00,0,397.40333333333336,0.0,479.3258722264782,2.176084421374876,991.6705281390273,991.6705281390273,0.2537,251.5868129888712,0.0,-0.0,251.5868129888712,0.0,251.5868129888712
574.0005056019294,0.0,0.0,284.4087143691364,284.4087143691364,0.0,10283.399544958264,10800.0,2025-02-01,13,2025-02-01 02:00:00,2025-02-01 02:10:00,0,434.0906333333333,0.0,491.73279970503086,1.450453973760852,1292.499853304399,1292.499853304399,0.3346,432.47045091565195,0.0,-0.0,432.47045091565195,0.0,432.47045091565195
0.0,0.0,0.0,29.576018991034573,29.576018991034573,0.0,10800.0,10800.0,2025-02-01,14,2025-02-01 02:10:00,2025-02-01 02:20:00,0,490.5609166666666,0.0,504.6851195553068,0.45138358565362546,520.1369356577012,520.1369356577012,0.3971,206.54637714967316,0.0,-0.0,206.54637714967316,0.0,206.54637714967316
0.0,12.659092792055958,0.0,0.0,0.0,0.0,10800.0,10785.93434134216,2025-02-01,15,2025-02-01 02:20:00,2025-02-01 02:30:00,0,503.22,0.0,499.43117337786794,0.0,490.56090720794407,490.56090720794407,0.367,180.03585294531547,0.0,-0.0,180.03585294531547,0.0,180.03585294531547
15.628509619822983,0.0,0.0,7.1763231442417865,7.1763231442417865,0.0,10785.93434134216,10800.0,2025-02-01,16,2025-02-01 02:30:00,2025-02-01 02:40:00,0,474.0728166666667,0.0,491.44378426330286,0.0,496.8776494307315,496.8776494307315,0.3185,158.25553134368798,0.0,-0.0,158.25553134368798,0.0,158.25553134368798
0.0,0.0,0.0,50.039302188686406,50.039302188686406,0.0,10800.0,10800.0,2025-02-01,17,2025-02-01 02:40:00,2025-02-01 02:50:00,0,461.38439999999997,0.0,495.12806839393573,0.0,511.4237021886864,511.4237021886864,0.3285,168.00268616898347,0.0,-0.0,168.00268616898347,0.0,168.00268616898347
0.0,51.19113569436638,0.0,0.0,0.0,0.0,10800.0,10743.120960339593,2025-02-01,18,2025-02-01 02:50:00,2025-02-01 03:00:00,0,476.94166666666666,0.0,508.40612383770815,0.0,425.7505309723003,425.7505309723003,0.3772,160.59310028275166,0.0,-0.0,160.59310028275166,0.0,160.59310028275166
0.0,95.14473658414204,0.0,0.0,0.0,0.0,10743.120960339593,10637.404586357212,2025-02-01,19,2025-02-01 03:00:00,2025-02-01 03:10:00,0,483.39955000000003,0.0,516.1661777369932,0.0,388.254813415858,388.254813415858,0.3815,148.11921131814984,0.0,-0.0,148.11921131814984,0.0,148.11921131814984
9.442032709944328,0.0,0.0,0.0,0.0,0.0,10637.404586357212,10645.902415796161,2025-02-01,20,2025-02-01 03:10:00,2025-02-01 03:20:00,0,486.6019166666667,0.0,514.6678857186517,0.0,496.043949376611,496.043949376611,0.3822,189.58799745174073,0.0,-0.0,189.58799745174073,0.0,189.58799745174073
0.0,18.353559932978442,0.0,0.0,0.0,0.0,10645.902415796161,10625.509571426184,2025-02-01,21,2025-02-01 03:20:00,2025-02-01 03:30:00,0,498.84833333333336,0.0,506.6315144561578,0.0,480.4947734003549,480.4947734003549,0.3962,190.37202922122063,0.0,-0.0,190.37202922122063,0.0,190.37202922122063
0.0,44.35740822617157,0.0,0.0,0.0,0.0,10625.509571426184,10576.223562285993,2025-02-01,22,2025-02-01 03:30:00,2025-02-01 03:40:00,0,518.3097333333334,0.0,499.91753426103463,0.0,473.9523251071618,473.9523251071618,0.3879,183.84610690906808,0.0,-0.0,183.84610690906808,0.0,183.84610690906808
1.887212314937301,0.0,0.0,0.0,0.0,0.0,10576.223562285993,10577.922053369437,2025-02-01,23,2025-02-01 03:40:00,2025-02-01 03:50:00,0,509.13346666666666,0.0,508.1103918160785,0.0,511.02067898160396,511.02067898160396,0.3405,174.00254119323617,0.0,-0.0,174.00254119323617,0.0,174.00254119323617
69.86772085977617,0.0,0.0,0.0,0.0,0.0,10577.922053369437,10640.803002143235,2025-02-01,24,2025-02-01 03:50:00,2025-02-01 04:00:00,0,483.6166666666666,0.0,522.0263828279076,0.0,553.4843875264428,553.4843875264428,0.3164,175.1224602133665,0.0,-0.0,175.1224602133665,0.0,175.1224602133665
46.41351329825778,0.0,0.0,0.0,0.0,0.0,10640.803002143235,10682.575164111668,2025-02-01,25,2025-02-01 04:00:00,2025-02-01 04:10:00,0,491.1868,0.0,519.2095965273193,0.0,537.6003132982578,537.6003132982578,0.3916,210.52428268759775,0.0,-0.0,210.52428268759775,0.0,210.52428268759775
3.299336403698078,0.0,0.0,0.0,0.0,0.0,10682.575164111668,10685.544566874996,2025-02-01,26,2025-02-01 04:10:00,2025-02-01 04:20:00,0,504.64528333333334,0.0,519.7225439469096,0.0,507.9446197370314,507.9446197370314,0.4109,208.7144442499462,0.0,-0.0,208.7144442499462,0.0,208.7144442499462
95.88593638184642,0.0,0.0,0.0,0.0,0.0,10685.544566874996,10771.841909618657,2025-02-01,27,2025-02-01 04:20:00,2025-02-01 04:30:00,0,505.5783333333333,0.0,530.8990721753073,0.0,601.4642697151797,601.4642697151797,0.361,217.12860136717987,0.0,-0.0,217.12860136717987,0.0,217.12860136717987
31.286767090380938,0.0,0.0,101.32432863313691,101.32432863313691,0.0,10771.841909618657,10800.0,2025-02-01,28,2025-02-01 04:30:00,2025-02-01 04:40:00,0,503.2309666666667,0.0,539.8937964848142,0.0,635.8420623901845,635.8420623901845,0.3799,241.55639950203113,0.0,-0.0,241.55639950203113,0.0,241.55639950203113
0.0,0.0,0.0,74.63418624646692,74.63418624646692,0.0,10800.0,10800.0,2025-02-01,29,2025-02-01 04:40:00,2025-02-01 04:50:00,0,502.84698333333336,0.00023333333333333333,547.2005995210218,0.0,577.480936246467,577.480936246467,0.4094,236.42069529930356,0.0,-0.0,236.42069529930356,0.0,236.42069529930356
0.0,0.0,0.0,33.28364644480132,33.28364644480132,0.0,10800.0,10800.0,2025-02-01,30,2025-02-01 04:50:00,2025-02-01 05:00:00,0,499.64166666666665,0.0,546.9281626425844,0.0,532.925313111468,532.925313111468,0.4052,215.9413368727668,0.0,-0.0,215.9413368727668,0.0,215.9413368727668
