date,issue_hour,issue_time,slot_id,interval_start,interval_end,grid_original_kwh,grid_kwh,load_forecast_kwh,pv_forecast_kwh,pv_raw_forecast_kwh,price_forecast_yuan_per_kwh,selected_index
2025-02-01,0,2025-02-01 00:00:00,1,2025-02-01 00:00:00,2025-02-01 00:10:00,807.391833993995,807.391833993995,446.62184779000137,0.30050290088415643,0.30050290088415643,0.3397085923058723,1
2025-02-01,0,2025-02-01 00:00:00,2,2025-02-01 00:10:00,2025-02-01 00:20:00,512.1150003640486,512.1150003640486,441.33740164805374,0.6505706636568043,0.6505706636568043,0.3565991922513303,1
2025-02-01,0,2025-02-01 00:00:00,3,2025-02-01 00:20:00,2025-02-01 00:30:00,1184.4159032624489,1184.4159032624489,439.3940358801821,1.0403089385468585,1.0403089385468585,0.3178313965956786,1
2025-02-01,0,2025-02-01 00:00:00,4,2025-02-01 00:30:00,2025-02-01 00:40:00,1253.1311623032148,1253.1311623032148,467.9889913571435,1.4534183399936076,1.4534183399936076,0.31695486451740185,1
2025-02-01,0,2025-02-01 00:00:00,5,2025-02-01 00:40:00,2025-02-01 00:50:00,639.223459193541,639.223459193541,473.85663408715675,1.8677750793967487,1.8677750793967487,0.34065855792802924,1
2025-02-01,0,2025-02-01 00:00:00,6,2025-02-01 00:50:00,2025-02-01 01:00:00,506.28854295005345,506.28854295005345,460.54400507294906,2.256230205727409,2.256230205727409,0.3584844767163285,1
2025-02-01,0,2025-02-01 00:00:00,7,2025-02-01 01:00:00,2025-02-01 01:10:00,540.7969675542075,540.7969675542075,480.5570409484658,2.587610135119509,2.587610135119509,0.35751427322798024,1
2025-02-01,0,2025-02-01 00:00:00,8,2025-02-01 01:10:00,2025-02-01 01:20:00,554.0545927614262,554.0545927614262,476.8780047104005,2.8278966757510466,2.8278966757510466,0.349688093099145,1
2025-02-01,0,2025-02-01 00:00:00,9,2025-02-01 01:20:00,2025-02-01 01:30:00,516.1906690845442,516.1906690845442,456.92792090405095,2.941560689388316,2.941560689388316,0.35645837136923,1
2025-02-01,0,2025-02-01 00:00:00,10,2025-02-01 01:30:00,2025-02-01 01:40:00,461.915186856389,461.915186856389,486.37817986200923,2.8930199532897416,2.8930199532897416,0.3832502003885034,1
