date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-06-21,0,208.23233533890112,3905.2461280344965,240
2025-06-21,240,398.3125825980781,4746.396420177964,480
2025-06-21,480,10312.905099834856,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,98.2419711411447,5650.188155893502,1200
2025-06-21,1200,10017.718606555438,2543.73991204073,1440
2025-09-23,0,4528.352906179477,200.49179013872242,240
2025-09-23,240,1022.5361292821602,6755.983073878583,480
2025-09-23,480,5012.0540273728575,1892.4703171777783,720
2025-09-23,720,5773.335220344199,547.2038033199939,960
2025-09-23,960,36.40867394662337,6068.827370790132,1200
2025-09-23,1200,5531.408683116775,2173.3459432614895,1440
2025-12-21,0,5227.580061728862,135.70893329029684,240
2025-12-21,240,1430.6821343044917,1580.707082985345,480
2025-12-21,480,5162.79522720868,7806.666666666668,720
2025-12-21,720,8162.11002177655,2159.3331777218746,960
2025-12-21,960,40.633678164698836,5802.960002037383,1200
2025-12-21,1200,5417.39820547526,2851.7333895145084,1440
