date,block_start_hour,charge_actual_kwh,discharge_actual_kwh
2025-03-20,0,7546.710003496828,87.16430200937998
2025-03-20,4,1930.4181123255307,5036.975744006213
2025-03-20,8,6056.728631999724,2777.3772166666668
2025-03-20,12,3567.514443667123,461.4450820392408
2025-03-20,16,290.02747105669584,5258.458757935983
2025-03-20,20,746.7037583065633,2950.821055673109
2025-06-21,0,1019.2275927352995,6.160726345257899
2025-06-21,4,556.9254744091318,2271.69485421592
2025-06-21,8,8552.13940217527,0.0
2025-06-21,12,0.0,0.0
2025-06-21,16,0.0,4546.937854619426
2025-06-21,20,2271.8744197192495,2485.896583333333
2025-09-23,0,9032.439766353722,8.769190633760331
2025-09-23,4,1335.336373281001,5754.548400162242
2025-09-23,8,5240.5877742965995,1896.6157166666667
2025-09-23,12,4199.711115374969,641.5818512716326
2025-09-23,16,381.17236067622605,5857.537942789624
2025-09-23,20,1070.7500506831716,2612.0522607039575
2025-12-21,0,8468.58651903492,17.233948858870008
2025-12-21,4,1455.8412680025403,1362.652644212075
2025-12-21,8,5990.807326885042,6649.3053585557445
2025-12-21,12,5973.623529605617,2277.588317032033
2025-12-21,16,191.8374321014829,5350.09314834467
2025-12-21,20,1199.3141344716737,2842.5257666666666
