date,slot_id,issue_time,forecast_history_end,load_forecast_kwh,pv_forecast_kwh,risk_delta_kwh,plan_load_kwh,plan_pv_kwh,selected_index,selected_tau,selected_terminal,selected_terminal_energy_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan
2025-01-24,1,2025-01-24 00:00:00,2025-01-24 00:00:00,364.8331256277157,0.09863773620576857,13.800088797896635,378.6332144256123,0.09863773620576857,7,0.7,1200.0,1200.0,1211.8679100227398,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0
2025-01-24,2,2025-01-24 00:00:00,2025-01-24 00:00:00,386.25626117631026,0.3633251256183183,13.800088797896635,400.0563499742069,0.3633251256183183,7,0.7,1200.0,1200.0,1233.0263581819218,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0
2025-01-24,3,2025-01-24 00:00:00,2025-01-24 00:00:00,450.1290119811034,0.7809283067332312,13.800088797896635,463.92910077900007,0.7809283067332312,7,0.7,1200.0,1200.0,1296.4815058056001,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0
2025-01-24,4,2025-01-24 00:00:00,2025-01-24 00:00:00,472.3553626435992,1.3300803799677872,13.800088797896635,486.15545144149587,1.3300803799677872,7,0.7,1200.0,1200.0,1318.1587043948614,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0
2025-01-24,5,2025-01-24 00:00:00,2025-01-24 00:00:00,440.6535371995405,1.9818428152590795,13.800088797896635,454.45362599743714,1.9818428152590795,7,0.7,1200.0,1200.0,1285.8051165155114,833.3333333333333,0.0,9000.0,9750.0,0.0,1.0
2025-01-24,6,2025-01-24 00:00:00,2025-01-24 00:00:00,407.36622335525476,2.70061099385335,13.800088797896635,421.1663121531514,2.70061099385335,7,0.7,1200.0,1200.0,418.4657011592981,0.0,0.0,9750.0,9750.0,0.0,-0.0
2025-01-24,7,2025-01-24 00:00:00,2025-01-24 00:00:00,434.8804923953798,3.445244772951057,25.07794279095235,459.95843518633217,3.445244772951057,7,0.7,1200.0,1200.0,456.5131904133811,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-24,8,2025-01-24 00:00:00,2025-01-24 00:00:00,446.2478219025699,4.170400126898761,25.07794279095235,471.3257646935223,4.170400126898761,7,0.7,1200.0,1200.0,467.1553645666235,0.0,0.0,9750.0,9750.0,0.0,-0.0
2025-01-24,9,2025-01-24 00:00:00,2025-01-24 00:00:00,431.59004468751533,4.8280335296093035,25.07794279095235,456.6679874784677,4.8280335296093035,7,0.7,1200.0,1200.0,785.1732872821917,333.3333333333333,0.0,9750.0,10050.0,0.0,0.9999999999999999
2025-01-24,10,2025-01-24 00:00:00,2025-01-24 00:00:00,454.1731454657523,5.369046882431862,25.07794279095235,479.2510882567047,5.369046882431862,7,0.7,1200.0,1200.0,473.88204137427283,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,11,2025-01-24 00:00:00,2025-01-24 00:00:00,463.43828865003985,5.745037532978908,25.07794279095235,488.5162314409922,5.745037532978908,7,0.7,1200.0,1200.0,482.7711939080133,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,12,2025-01-24 00:00:00,2025-01-24 00:00:00,452.8988398427091,5.910115335972038,25.07794279095235,477.97678263366146,5.910115335972038,7,0.7,1200.0,1200.0,472.06666729768943,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,13,2025-01-24 00:00:00,2025-01-24 00:00:00,467.9351850535983,5.822746827686159,17.348833716915784,485.2840187705141,5.822746827686159,7,0.7,1200.0,1200.0,479.4612719428279,0.0,0.0,10050.0,10050.0,0.0,-0.0
2025-01-24,14,2025-01-24 00:00:00,2025-01-24 00:00:00,469.546626583901,5.447585459048031,17.348833716915784,486.8954603008168,5.447585459048031,7,0.7,1200.0,1200.0,481.4478748417688,0.0,0.0,10050.0,10050.0,0.0,0.0
