date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_tau,selected_terminal
2025-02-01,45489.12371038839,23610.27947212423,0.0,0.0,23610.27947212423,19423.379317421604,14971.545177406166,6659.113637039619,2887.779137039619,3771.3345,7268.4231640740745,8114.414352635559,0.7,equal_initial
2025-02-02,91670.47765671894,57749.25353720164,0.0,0.0,57749.25353720164,22768.146875503233,17702.267151479347,8248.319982695055,8189.145916028388,59.174066666666704,8114.414352635559,8936.560816722533,0.7,equal_initial
2025-02-03,89734.16967103284,56444.91519151753,0.0,0.0,56444.91519151753,23408.77548527154,18479.119657981646,4587.597343742947,4587.597343742947,0.0,8936.560816722533,9472.103577931763,0.7,equal_initial
2025-02-04,90587.4710075407,57048.08456970002,0.0,0.0,57048.08456970002,24396.097573665378,19211.522503621174,4208.031987496499,4208.031987496499,0.0,9472.103577931763,10082.45527909597,0.7,equal_initial
2025-02-05,88899.54229869007,55788.06587150923,0.0,0.0,55788.06587150923,24250.642672959664,19310.971032715748,3211.4436751128155,3211.4436751128155,0.0,10082.45527909597,10451.399203964387,0.7,equal_initial
2025-02-06,89918.94778412151,56830.04863613507,20.942181271759296,122.33375189898193,56952.38238803406,22974.575982578404,18295.665829456462,4989.922595604656,4989.922595604656,0.0,10451.399203964387,10800.0,0.7,equal_initial
2025-02-07,43084.254390668706,22389.863561298647,0.0,0.0,22389.863561298647,19725.892204932745,15977.972685995524,7530.655205064818,2835.3457949825115,4695.309410082306,10800.0,10800.0,0.7,equal_initial
2025-02-08,38197.428825386836,19816.843645608817,57.273818969003514,350.1148553575185,20166.958500966335,20661.786582334527,16736.047131690957,2751.8004770456014,830.7355499838714,1921.06492706173,10800.0,10800.0,0.7,equal_initial
2025-02-09,83802.71589649243,52218.144545503084,1165.4947988017109,7531.34622895437,59749.49077445746,23664.914688564608,19168.58089773733,916.460937800194,916.460937800194,0.0,10800.0,10800.0,0.7,equal_initial
2025-02-10,87378.0596725136,54915.526255999335,0.0,0.0,54915.526255999335,20651.254087997808,16727.51581127822,9127.683812460686,8628.020779127351,499.6630333333334,10800.0,10800.0,0.8,equal_initial
2025-02-11,83442.40703627859,52027.25609650946,97.28383693357489,570.292306103059,52597.54840261252,22870.960750557304,18525.478207951415,3973.611197272935,3825.572897272935,148.03830000000016,10800.0,10800.0,0.7,equal_initial
2025-02-12,85000.5087601759,53160.08263745204,0.0,0.0,53160.08263745204,22277.56770285968,18044.82983931634,5501.034763299217,5337.650479965883,163.38428333333331,10800.0,10800.0,0.8,equal_initial
