date,interval_start,interval_end,emergency_kwh
2025-02-01,2025-02-01 20:40:00,2025-02-01 20:50:00,55.34420707452557
2025-02-01,2025-02-01 21:10:00,2025-02-01 21:20:00,2.3294172667184156
2025-02-01,2025-02-01 21:20:00,2025-02-01 21:30:00,21.18565273823816
2025-02-01,2025-02-01 21:30:00,2025-02-01 21:40:00,4.445408183911013
2025-02-02,2025-02-02 20:30:00,2025-02-02 20:40:00,164.77252824356572
2025-02-03,2025-02-03 20:30:00,2025-02-03 20:40:00,516.3713980510875
2025-02-04,2025-02-04 20:30:00,2025-02-04 20:40:00,35.644211695266335
2025-02-04,2025-02-04 20:40:00,2025-02-04 20:50:00,7.507025116517298
2025-02-05,2025-02-05 20:30:00,2025-02-05 20:40:00,546.6503496225079
2025-02-06,2025-02-06 20:30:00,2025-02-06 20:40:00,27.81403469210227
2025-02-06,2025-02-06 21:10:00,2025-02-06 21:20:00,21.086153844159707
2025-02-07,2025-02-07 20:40:00,2025-02-07 20:50:00,37.160564599849806
2025-02-07,2025-02-07 20:50:00,2025-02-07 21:00:00,42.9545245863942
2025-02-07,2025-02-07 21:00:00,2025-02-07 21:10:00,19.536025698672745
2025-02-07,2025-02-07 21:30:00,2025-02-07 21:40:00,90.98577008352436
2025-02-07,2025-02-07 21:40:00,2025-02-07 21:50:00,1.1473360479653252
2025-02-08,2025-02-08 20:40:00,2025-02-08 20:50:00,453.0185973621342
2025-02-08,2025-02-08 21:30:00,2025-02-08 21:40:00,199.58731534232948
2025-02-09,2025-02-09 06:00:00,2025-02-09 06:10:00,35.33936666666659
2025-02-09,2025-02-09 10:20:00,2025-02-09 10:30:00,132.6939776401432
2025-02-09,2025-02-09 10:30:00,2025-02-09 10:40:00,191.1025166666667
2025-02-09,2025-02-09 10:40:00,2025-02-09 10:50:00,148.09407508342758
2025-02-09,2025-02-09 20:10:00,2025-02-09 20:20:00,421.51428029912273
2025-02-09,2025-02-09 20:20:00,2025-02-09 20:30:00,686.5883333333333
2025-02-09,2025-02-09 20:30:00,2025-02-09 20:40:00,697.1692833333333
2025-02-09,2025-02-09 20:40:00,2025-02-09 20:50:00,2.5139324485887755
2025-02-09,2025-02-09 20:50:00,2025-02-09 21:00:00,33.95390911647792
2025-02-09,2025-02-09 21:00:00,2025-02-09 21:10:00,4.443552301596469
2025-02-09,2025-02-09 21:20:00,2025-02-09 21:30:00,22.642045817891336
2025-02-09,2025-02-09 21:30:00,2025-02-09 21:40:00,20.620632139405643
2025-02-10,2025-02-10 06:00:00,2025-02-10 06:10:00,21.504783333333307
2025-02-10,2025-02-10 20:30:00,2025-02-10 20:40:00,295.7576880440204
2025-02-10,2025-02-10 20:40:00,2025-02-10 20:50:00,21.87915780173023
2025-02-10,2025-02-10 20:50:00,2025-02-10 21:00:00,20.751255450350186
2025-02-10,2025-02-10 21:20:00,2025-02-10 21:30:00,28.778164104521988
