date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,8848.476585616358,218.6337963502492,240
2025-03-20,240,1811.6865070400995,5824.708030712704,480
2025-03-20,480,5831.060912734699,2610.4307008451997,720
2025-03-20,720,5150.078325948427,301.92806124205424,960
2025-03-20,960,0.0,6334.616653876189,1200
2025-03-20,1200,217.4813463297413,2434.337958742183,1440
2025-06-21,0,244.8207111911022,338.9522503479814,240
2025-06-21,240,360.1126688990699,2251.797827449924,480
2025-06-21,480,10322.212416666667,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,59.311454244728566,5996.677637690129,1200
2025-06-21,1200,3387.600366912885,2560.554768848926,1440
2025-09-23,0,7016.919875281692,128.75480647561778,240
2025-09-23,240,1736.0593088745263,7224.1409369739795,480
2025-09-23,480,3761.8951485404473,1334.4723475441876,720
2025-09-23,720,5596.451881001265,633.0783094054339,960
2025-09-23,960,0.0,6943.793817856687,1200
2025-09-23,1200,2016.8356223685294,87.82725190941676,1440
2025-12-21,0,9108.590272049518,147.2943640368935,240
2025-12-21,240,2396.641392179432,1816.243823406754,480
2025-12-21,480,5096.482733092504,7434.825311059016,720
2025-12-21,720,7954.561634498624,2391.5761366540464,960
2025-12-21,960,34.69582285070487,6416.057699903193,1200
2025-12-21,1200,617.1997693186205,1867.775533535116,1440
