date,slot_id,issue_time,forecast_history_end,load_forecast_kwh,pv_forecast_kwh,risk_delta_kwh,plan_load_kwh,plan_pv_kwh,selected_index,selected_tau,selected_terminal,selected_terminal_energy_kwh,selected_profile,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan
2025-01-24,1,2025-01-24 00:00:00,2025-01-24 00:00:00,364.8331256277157,0.09863773620576857,27.280378734877683,392.11350436259335,0.09863773620576857,0,0.8,1200.0,1200.0,evening_hedge,1225.348199959721,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0
2025-01-24,2,2025-01-24 00:00:00,2025-01-24 00:00:00,386.25626117631026,0.3633251256183183,27.280378734877683,413.53663991118793,0.3633251256183183,0,0.8,1200.0,1200.0,evening_hedge,1246.5066481189028,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0
2025-01-24,3,2025-01-24 00:00:00,2025-01-24 00:00:00,450.1290119811034,0.7809283067332312,27.280378734877683,477.4093907159811,0.7809283067332312,0,0.8,1200.0,1200.0,evening_hedge,1309.9617957425812,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0
2025-01-24,4,2025-01-24 00:00:00,2025-01-24 00:00:00,472.3553626435992,1.3300803799677872,27.280378734877683,499.6357413784769,1.3300803799677872,0,0.8,1200.0,1200.0,evening_hedge,1331.6389943318422,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0
2025-01-24,5,2025-01-24 00:00:00,2025-01-24 00:00:00,440.6535371995405,1.9818428152590795,27.280378734877683,467.93391593441817,1.9818428152590795,0,0.8,1200.0,1200.0,evening_hedge,1299.2854064524922,833.3333333333333,0.0,9000.0,9750.0,0.0,1.0
2025-01-24,6,2025-01-24 00:00:00,2025-01-24 00:00:00,407.36622335525476,2.70061099385335,27.280378734877683,434.64660209013243,2.70061099385335,0,0.8,1200.0,1200.0,evening_hedge,431.9459910962791,0.0,0.0,9750.0,9750.0,0.0,-0.0
2025-01-24,7,2025-01-24 00:00:00,2025-01-24 00:00:00,434.8804923953798,3.445244772951057,35.880152311859355,470.7606447072392,3.445244772951057,0,0.8,1200.0,1200.0,evening_hedge,467.3153999342881,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-24,8,2025-01-24 00:00:00,2025-01-24 00:00:00,446.2478219025699,4.170400126898761,35.880152311859355,482.1279742144293,4.170400126898761,0,0.8,1200.0,1200.0,evening_hedge,477.95757408753053,0.0,0.0,9750.0,9750.0,0.0,-0.0
2025-01-24,9,2025-01-24 00:00:00,2025-01-24 00:00:00,431.59004468751533,4.8280335296093035,35.880152311859355,467.4701969993747,4.8280335296093035,0,0.8,1200.0,1200.0,evening_hedge,795.9754968030987,333.3333333333333,0.0,9750.0,10050.0,0.0,0.999999999999999
2025-01-24,10,2025-01-24 00:00:00,2025-01-24 00:00:00,454.1731454657523,5.369046882431862,35.880152311859355,490.0532977776117,5.369046882431862,0,0.8,1200.0,1200.0,evening_hedge,484.68425089517984,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,11,2025-01-24 00:00:00,2025-01-24 00:00:00,463.43828865003985,5.745037532978908,35.880152311859355,499.3184409618992,5.745037532978908,0,0.8,1200.0,1200.0,evening_hedge,493.5734034289203,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,12,2025-01-24 00:00:00,2025-01-24 00:00:00,452.8988398427091,5.910115335972038,35.880152311859355,488.77899215456847,5.910115335972038,0,0.8,1200.0,1200.0,evening_hedge,482.86887681859645,0.0,0.0,10050.0,10050.0,0.0,-0.0
2025-01-24,13,2025-01-24 00:00:00,2025-01-24 00:00:00,467.9351850535983,5.822746827686159,28.913712388967923,496.8488974425662,5.822746827686159,0,0.8,1200.0,1200.0,evening_hedge,491.02615061488007,0.0,0.0,10050.0,10050.0,0.0,-0.0
2025-01-24,14,2025-01-24 00:00:00,2025-01-24 00:00:00,469.546626583901,5.447585459048031,28.913712388967923,498.46033897286895,5.447585459048031,0,0.8,1200.0,1200.0,evening_hedge,493.01275351382094,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,15,2025-01-24 00:00:00,2025-01-24 00:00:00,459.7433614267102,4.75724648343453,28.913712388967923,488.65707381567813,4.75724648343453,0,0.8,1200.0,1200.0,evening_hedge,483.8998273322436,0.0,0.0,10050.0,10050.0,0.0,9.714451465470155e-16
2025-01-24,16,2025-01-24 00:00:00,2025-01-24 00:00:00,481.18143773613787,3.733985534404695,28.913712388967923,510.09515012510576,3.733985534404695,0,0.8,1200.0,1200.0,evening_hedge,506.3611645907011,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,17,2025-01-24 00:00:00,2025-01-24 00:00:00,490.07942354686577,2.371241152573848,28.913712388967923,518.9931359358337,2.371241152573848,0,0.8,1200.0,1200.0,evening_hedge,516.6218947832599,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,18,2025-01-24 00:00:00,2025-01-24 00:00:00,480.45378313594796,0.6750035121063512,28.913712388967923,509.36749552491585,0.6750035121063512,0,0.8,1200.0,1200.0,evening_hedge,508.6924920128095,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,19,2025-01-24 00:00:00,2025-01-24 00:00:00,493.0575253621851,0.0,29.83681761070172,522.8943429728869,0.0,0,0.8,1200.0,1200.0,evening_hedge,522.8943429728869,0.0,0.0,10050.0,10050.0,0.0,0.0
