date,interval_start,interval_end,intervals,emergency_kwh
2025-02-05,2025-02-05T20:30:00,2025-02-05T20:40:00,1,54.130662396002776
2025-02-07,2025-02-07T20:50:00,2025-02-07T21:10:00,2,44.89061695173494
2025-02-07,2025-02-07T21:30:00,2025-02-07T21:40:00,1,54.24337893856659
2025-02-08,2025-02-08T20:30:00,2025-02-08T20:50:00,2,248.81567698740525
2025-02-09,2025-02-09T20:50:00,2025-02-09T21:10:00,2,28.97790849091966
2025-02-09,2025-02-09T21:20:00,2025-02-09T21:40:00,2,36.952298756941374
2025-02-10,2025-02-10T05:50:00,2025-02-10T06:00:00,1,23.44464797936098
2025-02-10,2025-02-10T21:30:00,2025-02-10T21:50:00,2,22.302046576832208
2025-02-11,2025-02-11T06:00:00,2025-02-11T06:10:00,1,24.39388950604814
2025-02-11,2025-02-11T10:20:00,2025-02-11T10:40:00,2,70.82517119773327
2025-02-11,2025-02-11T20:30:00,2025-02-11T21:40:00,7,353.0472283028424
2025-02-12,2025-02-12T06:00:00,2025-02-12T06:10:00,1,5.3520333848880455
2025-02-12,2025-02-12T20:30:00,2025-02-12T21:50:00,8,210.45367198020392
2025-02-13,2025-02-13T06:20:00,2025-02-13T06:30:00,1,45.156666666666524
2025-02-13,2025-02-13T20:30:00,2025-02-13T21:10:00,4,180.02558783538223
2025-02-13,2025-02-13T21:30:00,2025-02-13T21:40:00,1,17.913921874438756
2025-02-14,2025-02-14T08:00:00,2025-02-14T08:30:00,3,174.36604876158307
2025-02-14,2025-02-14T20:40:00,2025-02-14T20:50:00,1,68.53056103359611
2025-02-14,2025-02-14T21:20:00,2025-02-14T21:40:00,2,24.83617056077055
2025-02-15,2025-02-15T08:10:00,2025-02-15T08:20:00,1,13.443541683618989
2025-02-15,2025-02-15T20:40:00,2025-02-15T21:50:00,7,351.7667513101543
2025-02-16,2025-02-16T05:50:00,2025-02-16T06:10:00,2,62.646638581022216
2025-02-16,2025-02-16T20:30:00,2025-02-16T20:40:00,1,34.14660500142611
2025-02-16,2025-02-16T21:40:00,2025-02-16T21:50:00,1,14.13125972154271
2025-02-17,2025-02-17T05:50:00,2025-02-17T06:10:00,2,27.79534979245102
2025-02-17,2025-02-17T20:30:00,2025-02-17T20:40:00,1,201.33476264219826
2025-02-17,2025-02-17T21:30:00,2025-02-17T21:40:00,1,12.904839922944824
2025-02-18,2025-02-18T05:50:00,2025-02-18T06:10:00,2,48.951647966386076
2025-02-18,2025-02-18T06:20:00,2025-02-18T06:30:00,1,10.793333333333294
2025-02-18,2025-02-18T20:30:00,2025-02-18T20:40:00,1,24.808601719207786
2025-02-19,2025-02-19T05:50:00,2025-02-19T06:10:00,2,36.80268304140941
2025-02-19,2025-02-19T06:20:00,2025-02-19T06:30:00,1,77.96624999999995
2025-02-19,2025-02-19T09:50:00,2025-02-19T10:40:00,5,287.0281474890488
2025-02-19,2025-02-19T20:30:00,2025-02-19T21:50:00,8,222.3690695773746
2025-02-20,2025-02-20T05:50:00,2025-02-20T06:10:00,2,68.22754869606433
2025-02-20,2025-02-20T20:50:00,2025-02-20T21:20:00,3,49.52138861615051
2025-02-21,2025-02-21T21:00:00,2025-02-21T21:20:00,2,45.95283866617838
2025-02-21,2025-02-21T21:40:00,2025-02-21T21:50:00,1,2.708638491405793
2025-02-22,2025-02-22T08:10:00,2025-02-22T08:20:00,1,39.61914078891857
2025-02-23,2025-02-23T06:00:00,2025-02-23T06:20:00,2,43.72907086525413
2025-02-23,2025-02-23T20:30:00,2025-02-23T20:40:00,1,19.705086660003985
2025-02-23,2025-02-23T21:00:00,2025-02-23T21:30:00,3,54.7538902534116
2025-02-23,2025-02-23T21:40:00,2025-02-23T21:50:00,1,4.591248589473503
2025-02-24,2025-02-24T06:00:00,2025-02-24T06:20:00,2,75.6442428956451
2025-02-24,2025-02-24T21:40:00,2025-02-24T21:50:00,1,23.181280321811073
2025-02-25,2025-02-25T05:50:00,2025-02-25T06:30:00,4,79.34482841014835
2025-02-25,2025-02-25T20:50:00,2025-02-25T21:50:00,6,106.18077292664407
2025-02-26,2025-02-26T06:00:00,2025-02-26T06:30:00,3,58.473773111275136
2025-02-27,2025-02-27T05:50:00,2025-02-27T06:20:00,3,46.53028519716554
2025-02-27,2025-02-27T10:00:00,2025-02-27T10:20:00,2,69.71619361870498
2025-02-27,2025-02-27T20:30:00,2025-02-27T20:50:00,2,126.4305251495224
2025-02-27,2025-02-27T21:20:00,2025-02-27T21:40:00,2,46.16766572718211
2025-02-28,2025-02-28T20:40:00,2025-02-28T21:50:00,7,272.4121802730177
2025-03-01,2025-03-01T20:40:00,2025-03-01T21:20:00,4,247.81233307162267
2025-03-02,2025-03-02T20:50:00,2025-03-02T21:10:00,2,7.55320392651101
2025-03-02,2025-03-02T21:20:00,2025-03-02T21:40:00,2,69.76767191359765
2025-03-03,2025-03-03T20:40:00,2025-03-03T21:40:00,6,172.66234937173334
2025-03-04,2025-03-04T06:00:00,2025-03-04T06:10:00,1,0.6247333333333245
2025-03-04,2025-03-04T21:40:00,2025-03-04T21:50:00,1,2.05607662481882
2025-03-05,2025-03-05T05:50:00,2025-03-05T06:10:00,2,6.6182999999999765
2025-03-05,2025-03-05T20:30:00,2025-03-05T20:50:00,2,85.97825318100672
2025-03-05,2025-03-05T21:10:00,2025-03-05T21:30:00,2,16.20895850266497
2025-03-07,2025-03-07T21:30:00,2025-03-07T21:50:00,2,18.522075652537666
2025-03-08,2025-03-08T07:00:00,2025-03-08T08:00:00,6,123.41348311429059
2025-03-10,2025-03-10T09:40:00,2025-03-10T10:20:00,4,208.38352046991986
2025-03-10,2025-03-10T20:30:00,2025-03-10T20:40:00,1,76.92493426690066
2025-03-12,2025-03-12T21:00:00,2025-03-12T21:10:00,1,7.837325729443614
2025-03-13,2025-03-13T20:30:00,2025-03-13T20:50:00,2,259.1969391345338
2025-03-14,2025-03-14T06:50:00,2025-03-14T07:10:00,2,57.88069270779221
2025-03-14,2025-03-14T20:40:00,2025-03-14T20:50:00,1,153.6008024285295
2025-03-15,2025-03-15T07:20:00,2025-03-15T07:30:00,1,29.393160108964025
2025-03-15,2025-03-15T07:40:00,2025-03-15T07:50:00,1,20.30522056367166
2025-03-15,2025-03-15T20:40:00,2025-03-15T21:50:00,7,314.9861803376942
2025-03-16,2025-03-16T05:50:00,2025-03-16T06:00:00,1,1.6399999999999864
2025-03-17,2025-03-17T08:50:00,2025-03-17T09:20:00,3,88.96118732828714
2025-03-20,2025-03-20T09:10:00,2025-03-20T10:00:00,5,327.41857266948693
2025-03-21,2025-03-21T06:30:00,2025-03-21T07:00:00,3,81.75447568978495
2025-03-21,2025-03-21T07:20:00,2025-03-21T07:40:00,2,21.37215980651256
2025-03-21,2025-03-21T20:40:00,2025-03-21T20:50:00,1,62.41415568385543
2025-03-21,2025-03-21T21:00:00,2025-03-21T21:50:00,5,238.3022565037761
2025-03-23,2025-03-23T20:30:00,2025-03-23T20:40:00,1,127.78682298409478
2025-03-23,2025-03-23T20:50:00,2025-03-23T21:10:00,2,27.141139484239467
2025-03-25,2025-03-25T20:30:00,2025-03-25T20:40:00,1,119.42561029556566
2025-03-25,2025-03-25T20:50:00,2025-03-25T21:30:00,4,131.46308642859972
2025-03-26,2025-03-26T20:30:00,2025-03-26T20:40:00,1,109.42326178869325
2025-03-28,2025-03-28T21:30:00,2025-03-28T21:40:00,1,1.7905896959178662
2025-03-29,2025-03-29T20:40:00,2025-03-29T21:30:00,5,271.81284550743914
2025-03-31,2025-03-31T20:30:00,2025-03-31T20:40:00,1,35.069200817301635
2025-03-31,2025-03-31T20:50:00,2025-03-31T21:10:00,2,31.72471085283523
2025-03-31,2025-03-31T21:20:00,2025-03-31T21:50:00,3,51.07706014429575
2025-04-01,2025-04-01T20:30:00,2025-04-01T20:50:00,2,104.78084600104262
2025-04-01,2025-04-01T21:40:00,2025-04-01T21:50:00,1,31.096016967467676
2025-04-02,2025-04-02T20:30:00,2025-04-02T21:50:00,8,306.11468641654835
2025-04-03,2025-04-03T20:30:00,2025-04-03T20:40:00,1,193.10665693469264
2025-04-03,2025-04-03T21:00:00,2025-04-03T21:20:00,2,9.272606223242724
2025-04-04,2025-04-04T06:50:00,2025-04-04T07:00:00,1,76.81193615208795
2025-04-04,2025-04-04T20:50:00,2025-04-04T21:00:00,1,31.5875864900373
2025-04-04,2025-04-04T21:30:00,2025-04-04T21:50:00,2,278.29586603219803
2025-04-05,2025-04-05T20:40:00,2025-04-05T21:10:00,3,168.09447182158326
2025-04-05,2025-04-05T21:40:00,2025-04-05T21:50:00,1,0.5876379067432147
2025-04-06,2025-04-06T20:30:00,2025-04-06T21:00:00,3,147.5571321684489
2025-04-06,2025-04-06T21:30:00,2025-04-06T21:50:00,2,40.94132518169592
2025-04-07,2025-04-07T20:30:00,2025-04-07T20:40:00,1,124.36039911543685
2025-04-07,2025-04-07T21:00:00,2025-04-07T21:20:00,2,13.725102354983505
2025-04-08,2025-04-08T20:30:00,2025-04-08T20:40:00,1,193.03612183049177
2025-04-08,2025-04-08T21:00:00,2025-04-08T21:30:00,3,77.22341815095338
2025-04-09,2025-04-09T20:30:00,2025-04-09T21:00:00,3,127.58945290175518
2025-04-10,2025-04-10T20:30:00,2025-04-10T21:00:00,3,129.88375844663608
2025-04-10,2025-04-10T21:30:00,2025-04-10T21:50:00,2,63.86901473036314
2025-04-11,2025-04-11T06:20:00,2025-04-11T06:40:00,2,95.77660867089651
2025-04-11,2025-04-11T20:40:00,2025-04-11T20:50:00,1,255.40220103266762
2025-04-11,2025-04-11T21:20:00,2025-04-11T21:30:00,1,8.032943309078155
2025-04-13,2025-04-13T20:30:00,2025-04-13T21:20:00,5,122.31607074590045
2025-04-14,2025-04-14T20:30:00,2025-04-14T20:50:00,2,375.74644429295114
2025-04-14,2025-04-14T21:30:00,2025-04-14T21:40:00,1,8.000117632303976
2025-04-15,2025-04-15T20:30:00,2025-04-15T21:10:00,4,211.28707024899234
2025-04-15,2025-04-15T21:40:00,2025-04-15T21:50:00,1,24.679609430081175
2025-04-16,2025-04-16T20:30:00,2025-04-16T20:40:00,1,99.91802591395674
2025-04-16,2025-04-16T21:00:00,2025-04-16T21:50:00,5,108.47056114378918
2025-04-17,2025-04-17T20:30:00,2025-04-17T20:40:00,1,261.14390265558364
2025-04-17,2025-04-17T21:20:00,2025-04-17T21:30:00,1,9.291219624056158
2025-04-18,2025-04-18T21:30:00,2025-04-18T21:50:00,2,236.2679331152669
2025-04-19,2025-04-19T21:30:00,2025-04-19T21:40:00,1,258.9662483630788
2025-04-20,2025-04-20T20:30:00,2025-04-20T20:40:00,1,18.586396777946106
2025-04-21,2025-04-21T20:30:00,2025-04-21T21:30:00,6,266.88929394589763
2025-04-22,2025-04-22T20:30:00,2025-04-22T20:40:00,1,61.265596495156046
2025-04-22,2025-04-22T21:20:00,2025-04-22T21:40:00,2,70.58876877688037
2025-04-23,2025-04-23T20:30:00,2025-04-23T20:40:00,1,104.3210961580337
2025-04-23,2025-04-23T21:40:00,2025-04-23T21:50:00,1,20.172442287042124
2025-04-24,2025-04-24T20:30:00,2025-04-24T20:40:00,1,150.97757844797354
2025-04-24,2025-04-24T21:10:00,2025-04-24T21:50:00,4,99.67801638367094
2025-04-25,2025-04-25T06:30:00,2025-04-25T06:50:00,2,31.152405799731426
2025-04-25,2025-04-25T21:30:00,2025-04-25T21:50:00,2,452.1639754046417
2025-04-26,2025-04-26T20:40:00,2025-04-26T21:10:00,3,74.34545944906228
2025-04-26,2025-04-26T21:30:00,2025-04-26T21:50:00,2,359.7701505881731
2025-04-27,2025-04-27T20:30:00,2025-04-27T20:40:00,1,314.9274786482433
2025-04-27,2025-04-27T21:00:00,2025-04-27T21:20:00,2,39.88019824902938
2025-04-27,2025-04-27T21:30:00,2025-04-27T21:50:00,2,15.824194170750639
2025-04-28,2025-04-28T20:30:00,2025-04-28T21:00:00,3,135.30005350220483
2025-04-29,2025-04-29T20:30:00,2025-04-29T20:40:00,1,369.2121924788961
2025-04-30,2025-04-30T20:30:00,2025-04-30T21:20:00,5,392.62575253334217
2025-05-01,2025-05-01T20:20:00,2025-05-01T21:50:00,9,1814.3803230384524
2025-05-02,2025-05-02T20:30:00,2025-05-02T21:50:00,8,1513.1034899760507
2025-05-03,2025-05-03T20:20:00,2025-05-03T21:50:00,9,1792.4498508435381
2025-05-04,2025-05-04T20:20:00,2025-05-04T21:50:00,9,1708.6158228151812
2025-05-05,2025-05-05T20:20:00,2025-05-05T21:50:00,9,1448.1386658470828
