path,bytes,sha256
configs/q2_cost_aware_v2/experiments.json,2779,4476b105ef6b3309a5859298d24cedf1c64535b316c4ac59888cd2504e5e713a
configs/q2_cost_aware_v2/extension.json,809,0aa46c1bbe20619c67e7b349c46391d8cb3be856e1f3287444de4602ae2eda64
papers/q2_cost_aware_v2/paper_supplement.md,12675,91b3bfb484b9d0b3679f3534560ac8810b00d62e0d523695ddd02963867327da
reports/q2_cost_aware_v2/README.md,8089,da6aeb3fc5b9a42afd731917018d945b7ec0d90e780bf8edcde5119d021a032f
reports/q2_cost_aware_v2/acceptance.md,3144,4c3b2e497801dd3ef664b89df9db880f6d08de742e1c6249666302bdec4ec236
reports/q2_cost_aware_v2/analysis_run.log,1815,c76de874ff98beba0159a5b7523c8f67f7c2012e8e2c027964249574bff82374
reports/q2_cost_aware_v2/annual_ablation.log,2095,2564037ec81a589a58aa304884ae48e78b233a4d3ef1c2f46a40a21946a6019b
reports/q2_cost_aware_v2/annual_extension.log,1392,67e51236c4e623f517ca2ce734fa3bb7e5fd86553c612cb95a25d678b769572e
reports/q2_cost_aware_v2/annual_joint.log,699,d9784c521bedd81a985fcfe590b73695ab60836d3239f2664eb2f72accc6c474
reports/q2_cost_aware_v2/annual_sensitivity.log,2122,d758d3a1b3187fd477536188bf6d73f52d13d6256347d14131b0430faa15fb8e
reports/q2_cost_aware_v2/bzd_saa_record.json,2833,3c38d52b1c29fc39413c57ecd80011e977d54b958466424c39c63189e537cb51
reports/q2_cost_aware_v2/bzd_stochastic_record.json,2817,7b5304241872f686b55d6bfc74aae9428a66927e843564083cfe7fcd3d63f309
reports/q2_cost_aware_v2/causality_extension_recheck.log,464,b44d9635acdb2a05d9798c553e6186009a7b1d56fac87453332dc0a4c78a22bf
reports/q2_cost_aware_v2/causality_extension_run.log,951,2a5654b36fbbdb9d49524f7b34fb4e198004a1bf942ba1be1d4d7e4eafa3dccb
reports/q2_cost_aware_v2/causality_extension_validation.json,1174,3db5e53423fbbe05d484b9d551d446a2c2cbc4318809dfde272a2a976ee9a7e5
reports/q2_cost_aware_v2/causality_final_recheck.log,1620,1a5f618314016d0957db53f1cd226f9cfc8cb91cf70ebc52db8bd819723788f2
reports/q2_cost_aware_v2/causality_partial_dtype.log,1117,5339cb4cf46e1a4ca3cd368217313bd3c20f0d53c63a28dc710d2a1282bd10c3
reports/q2_cost_aware_v2/causality_run.log,2845,c2b4da72b9c8c13b03e244820c014d494deafe3d23c71382ecf00f2724aabc9d
reports/q2_cost_aware_v2/causality_validation.json,2595,90a45fb410f2a1c57a6a50954021f339cb10b662269b539ac929ced9c0e877fc
reports/q2_cost_aware_v2/causality_validation_before_extension.json,2603,0b4f55bd1bfb54839a83d42e739401814431202876f60c43a3782acd32a63580
reports/q2_cost_aware_v2/change_log.md,2206,8acf056f8ce9433fc9ef23aadddf548ad1644238ca9ea2c59b2ac7a6a5c9cd06
reports/q2_cost_aware_v2/code_and_input_hashes.json,3567,9326383e9d6bd98883c81fa91156c37b7c085a94126a52125e4105a8b85b8bba
reports/q2_cost_aware_v2/environment.json,652,561f055f18989ce7f2423f06bed133406915c2b578175cec8b325c957207008b
reports/q2_cost_aware_v2/extension_freeze.json,232,60f84890e8dbb4fb5576c0926c0ca216ccbc79b2ef61d513d183361b4951722a
reports/q2_cost_aware_v2/extension_protocol.md,1437,533ca231e5b603dd8e51158a0aca026be3f6ab8e5b6c5b65148b33b6fa4d906d
reports/q2_cost_aware_v2/figure_candidates.log,1686,57c7d9b03aeb8b0f3af8ab50cd1f0786ca9e5f3bf4f61cb8578765129d4ad3d0
reports/q2_cost_aware_v2/figure_candidates_retry.log,12499,e1fc201b03614b8851c48867f3b23c6f3f5103aca946ebc8e126ddef195a11af
reports/q2_cost_aware_v2/figure_quality.log,45,62a08e4abab1e1dfd8062eb922fbe4bc2f0edc01ae61de65b10ac601aa7f57c3
reports/q2_cost_aware_v2/figure_render.log,33,4a49655b482203d11d1c46c5e81c8e4bbfa9400817ec9dcb96b7d68a85f29a2c
reports/q2_cost_aware_v2/figure_repair.log,17,ff866fbf788394f90ee64443a8edbbe251b46ede810cec9be3c5c4d16fd7e7dc
reports/q2_cost_aware_v2/figures/annual/data.csv,814,14b721702c4575b2a68404cfa885bb37e1c4cd522bce3e1900d554505cf2f8ae
reports/q2_cost_aware_v2/figures/annual/docs/package_name_mapping.yaml,511,9f513ab97fb69fa3b9d7f1d6d9d03cfa90bc16e1eeab84540d55586852a43a89
reports/q2_cost_aware_v2/figures/annual/docs/template_catalog.yaml,86332,e77e85c0aebe6f54ae93c425cba4f8955783a4154147b633055e53ff90b20a7d
reports/q2_cost_aware_v2/figures/annual/outputs/chart.png,241952,6617ad93730e03bb3edcc1c7d8d7992d99bff741c7b686f83b71d44f017f36f0
reports/q2_cost_aware_v2/figures/annual/outputs/chart.svg,19767,3dbdde295daf603f8870c2474620a38f57e7a44b4c649d3624e8fa389f990d30
reports/q2_cost_aware_v2/figures/annual/workspace/adaptation_execution.json,6615,1bb861064db027bd28779f4b8cb8fe28b1d3c3f6adf26bc1e36770b509195812
reports/q2_cost_aware_v2/figures/annual/workspace/adaptation_plan.json,2360,84ea1578cb89ba58a7eb43804625c5b8126dd8fb94f223f3171fcc37ea379300
reports/q2_cost_aware_v2/figures/annual/workspace/adaptation_result.json,3473,e1d26a2f5bac2e50ebd329c1d1987cbff16682d20789d9ce4c1790a2328ec6ab
reports/q2_cost_aware_v2/figures/annual/workspace/adapted_plot.py,2439,2064df486dd1c48a077449ca097b16ebaa7d6e6835d92f181277675862729831
reports/q2_cost_aware_v2/figures/annual/workspace/adapter_dependency_preflight.json,747,8b62792c2c15898601b3a3064e56217e2bfbe15382a38e8f6fc42c422ed74239
reports/q2_cost_aware_v2/figures/annual/workspace/assistant_decisions.json,7260,711080242304d03b0f718f3b914fa413d2ece7513e7dba375974207f04f8a702
reports/q2_cost_aware_v2/figures/annual/workspace/assistant_visual_assessment.json,1287,e2ee0db8d0560e8c4f73cb42d7878ef0e029391d5cd2233f433c0503be0e204d
reports/q2_cost_aware_v2/figures/annual/workspace/candidate_templates.json,6259,2455105cf317928f4f8ecb57a77c2f589fb67321d0612365ce9a00a58f778615
reports/q2_cost_aware_v2/figures/annual/workspace/data_lineage.json,406,85435d42d6bef05ef3c2c415dc91fcf955c2654e23b1d9c853258c640bf05727
reports/q2_cost_aware_v2/figures/annual/workspace/dataset_context.json,4580,c5647ccabd0386914f8fe567dfe6475c7313ddc9894d67a0d9256904e80ae2a4
reports/q2_cost_aware_v2/figures/annual/workspace/dependency_report.json,895,24a4c12d0b8da513887b4186754789589286e5ab60324bdc83044b56af2bdf2b
reports/q2_cost_aware_v2/figures/annual/workspace/execution_result.json,373,0f87812c8174683d00c00d900a6b12b4b69fc69e9c2f4f8dab2bcbdf7eefeda4
reports/q2_cost_aware_v2/figures/annual/workspace/final_quality_report.json,627,d8846cce20f6373843e936c4f3309ffca678f85955382c3a974df985926b6e25
reports/q2_cost_aware_v2/figures/annual/workspace/final_template_selection.json,4133,05389bec2cf3a6144ef22ed05238e3218d3162a2a7cb783bd0d3fa0f5ee825cd
reports/q2_cost_aware_v2/figures/annual/workspace/quality_execution.json,704,af0daec3308d98deeadd0aa59013441c0f11c8dc5d26aea332a7d0604fff67e4
reports/q2_cost_aware_v2/figures/annual/workspace/repair_history.json,18,0343639fac1511a32a4c9a92c7655a6e9f9ad3a600fc6f30b5bdad6806160a97
reports/q2_cost_aware_v2/figures/annual/workspace/response_provenance.json,243,4b805707e69d1148347a76e1e0faa0cd427caa03bb5b3bd0e2847046b0f8482e
reports/q2_cost_aware_v2/figures/annual/workspace/technical_quality_report.json,429,d0fdf0e8883742ccedcb32264b01844317eb41c3817e48fb223bde2aaf7790e2
reports/q2_cost_aware_v2/figures/annual/workspace/template_provenance.json,867,ae8cc3c07f1cbfbbc04e3af0bed3474e6b8e5933495111160c20ecce9328b558
reports/q2_cost_aware_v2/figures/annual/workspace/user_requirement.json,650,5ccd808b85ac3054ef1715a316268786b5ff3c76df4f7a0a87c88687ae64d4aa
reports/q2_cost_aware_v2/figures/annual/workspace/visual_quality_report.json,974,7c92cc7752866f405800f876ef08a2f7a200004e017b19a0541a4c931a4ecaf5
reports/q2_cost_aware_v2/figures/monthly/data.csv,729,ff9a4ef9232c090164a8295b40c4355170031a0df1165cc58676e9c5fa6acaa5
reports/q2_cost_aware_v2/figures/monthly/docs/package_name_mapping.yaml,511,9f513ab97fb69fa3b9d7f1d6d9d03cfa90bc16e1eeab84540d55586852a43a89
reports/q2_cost_aware_v2/figures/monthly/docs/template_catalog.yaml,86342,abb13c5a6fdd004d7bbd2e31b7adc2b671932ac26b3e95190db7c3156eac1eff
reports/q2_cost_aware_v2/figures/monthly/outputs/chart.png,379800,b0c1709732960cee97b7536702d19b76146613cabc58d4dbd100f5f4c73c0640
reports/q2_cost_aware_v2/figures/monthly/outputs/chart.svg,36813,27c4a8264dcc4e4669432a2391e4e9ea26b889bd4ceb6ecd2e26c985565bbe44
reports/q2_cost_aware_v2/figures/monthly/workspace/adaptation_execution.json,6383,6cc91520cdb400e28575b73351fe9aa49e22411be2527e31d256fc5234159fbc
reports/q2_cost_aware_v2/figures/monthly/workspace/adaptation_plan.json,2166,3e1495160115f37b5c58593b3d878ba50d09522abfde0252d13298aea02f7c8a
reports/q2_cost_aware_v2/figures/monthly/workspace/adaptation_result.json,3511,b1080c579f1b37450e4b1264c6134b37a81da6b8d27722c5b74950ff222d8c24
reports/q2_cost_aware_v2/figures/monthly/workspace/adapted_plot.py,2539,7635055507af361e00ac6252b67305647100e242c6d3e55b68d777743a2d82b1
reports/q2_cost_aware_v2/figures/monthly/workspace/adapter_dependency_preflight.json,747,8b62792c2c15898601b3a3064e56217e2bfbe15382a38e8f6fc42c422ed74239
reports/q2_cost_aware_v2/figures/monthly/workspace/assistant_decisions.json,6978,db68bd987b39688f8909c3482771942b5f32a44bdb13f53b03026825bc1a2793
reports/q2_cost_aware_v2/figures/monthly/workspace/assistant_visual_assessment.json,1287,9fc1158fdec5b0bbf594e9e29a627a36bdb8eb914f749a64f4253987eb57b159
reports/q2_cost_aware_v2/figures/monthly/workspace/candidate_templates.json,6223,44ef6eb3896cdc479163e1c18b3f88c65e4f0da417708d223475f34394635825
reports/q2_cost_aware_v2/figures/monthly/workspace/data_lineage.json,422,00b8b4e432102f14a21aebb7c7ba62e6029be20e7e7f02518576e5dd3a9d80de
reports/q2_cost_aware_v2/figures/monthly/workspace/dataset_context.json,3490,b567cbc780ef4d59be75efdcee7a58a99feee9f5833ae0afa062df8b9fd4b695
reports/q2_cost_aware_v2/figures/monthly/workspace/dependency_report.json,1043,a40137b2216f0200c3bc8dcbbfbdd7f65a5865e1d76e2a270a8ebf0a15fccd8a
reports/q2_cost_aware_v2/figures/monthly/workspace/execution_result.json,375,1dc3052726a411ddd79ce46f40cd350214f5ede166be2b441331492b863ab26f
reports/q2_cost_aware_v2/figures/monthly/workspace/final_quality_report.json,630,c60932d5c1acab764907b6b2a6905c69c3d815a6740ead78a3608107fb639855
reports/q2_cost_aware_v2/figures/monthly/workspace/final_template_selection.json,4096,5733d52f9239a56e9e0bca2ef5a24dff3fdb8da09b8fe713afdaa5080a0fa34f
reports/q2_cost_aware_v2/figures/monthly/workspace/quality_execution.json,707,c76ea3fa7010758618bbf13f503dcaefc59d1d3914e806e8b0f33229d532f248
reports/q2_cost_aware_v2/figures/monthly/workspace/repair_history.json,18,0343639fac1511a32a4c9a92c7655a6e9f9ad3a600fc6f30b5bdad6806160a97
reports/q2_cost_aware_v2/figures/monthly/workspace/repair_versions/adapted_plot_v0.py,2527,f20e4eaaa6c7e304d434d0880c5bd412bc001c4804f78df475f7dc62db5f05bb
reports/q2_cost_aware_v2/figures/monthly/workspace/repair_versions/chart_v0.png,385618,02e097bfbd19c95bb26521b46f03328900fe8a7936b63953fc6e4056f6583cf6
reports/q2_cost_aware_v2/figures/monthly/workspace/repair_versions/visual_issue_v0.json,212,d64ec3f6c18b143617c15025eceddd0e95cd05d543e0f2f7289e3a10d5b5a369
reports/q2_cost_aware_v2/figures/monthly/workspace/response_provenance.json,243,4b805707e69d1148347a76e1e0faa0cd427caa03bb5b3bd0e2847046b0f8482e
reports/q2_cost_aware_v2/figures/monthly/workspace/technical_quality_report.json,429,99105f7bda502ea982371f6f0abdd6fc010cd8996ab250a2cab8f2347dc77a73
reports/q2_cost_aware_v2/figures/monthly/workspace/template_provenance.json,890,dab4264e0cdfdf0a5c06d47c93759f12aff59db61741d1de626e1c2bb8b68a31
reports/q2_cost_aware_v2/figures/monthly/workspace/user_requirement.json,667,c47336d8a63a1d2e74115c5e76ff68ddca42ce7babc259313cb0c1f27137442c
reports/q2_cost_aware_v2/figures/monthly/workspace/visual_quality_report.json,974,7c92cc7752866f405800f876ef08a2f7a200004e017b19a0541a4c931a4ecaf5
reports/q2_cost_aware_v2/final_bound_tests.log,316,a64ec8d0067ea884ad23624bb1f1193eb99be8dad590b30943bf7de5f868e4ce
reports/q2_cost_aware_v2/final_policy_tests.log,910,a926a41a8ab8e6796d786ba66e03e07473aa2cf35f452b9386110f385f03bb69
reports/q2_cost_aware_v2/git_status_after.txt,2914,16f0d2663d5ae2ab37b44c0320811d8fdf90c9ace68f5a95d01ec465480b0d6e
reports/q2_cost_aware_v2/git_status_before.txt,2753,b99196229973a2e51515988bc451322a1f792890e24bdf21878e41ddeeca83bd
reports/q2_cost_aware_v2/independent_bzd_review.md,12157,1b2345ff99cefb426d1aea143460e8780abc5c06782666355b0a9fcf30cdd482
reports/q2_cost_aware_v2/independent_design_review.md,4868,659e1e8c007e8563204a3db652e1a58ad1c81b574eeb51fc8e10e22117491258
reports/q2_cost_aware_v2/independent_figure_review.json,1372,723725a8f9362b7295b369beba799b5f9eb15d8cab0f27aa640a0ebae5ec6c18
reports/q2_cost_aware_v2/independent_numeric_review.md,4729,a0909ed08e3235ee7b0bf8475a3724113965e2d7ace1b65cf3f99b020d47c3ba
reports/q2_cost_aware_v2/independent_primary_validator_snapshot.json,65787,8c5a0308cd00c48e1b3d718b08767b04826d53675142f6b8aa7a0e71cdc52609
reports/q2_cost_aware_v2/independent_text_review.json,2573,0fb065dafd910de7b11d474dd1903ff21da597cf34d944961e294266c70f2003
reports/q2_cost_aware_v2/independent_validation.json,174678,5f8fcb651e96b2600bdcc8c99a5b98d8f04121a0b9894bc3278b26ddbce1f625
reports/q2_cost_aware_v2/independent_validation_causality.json,80848,3bb8841876584c28aa8f01ae00a86c9aa0caa4bdc8df6d62e354746933056e55
reports/q2_cost_aware_v2/independent_validation_causality_extension.json,46287,75bd3ee2a8511317f76f4ddc8ac0776ef920dd0e772f542eba5dbc6679358c08
reports/q2_cost_aware_v2/independent_validation_followup.json,42542,ffb6d762fc88f4522ba0f953e4e07c4884fdf7330c97ecb7b6b4035e5a663715
reports/q2_cost_aware_v2/independent_validation_january.json,19931,f916a2ab0d5e6e6a6ad358a42583e3f1fc685708cc23501b35d0245ab87fbf9b
reports/q2_cost_aware_v2/independent_validation_january_extension.json,21727,ebd82c2c4bdcd083eea5a042791920ca90bd288f07ce1a736bf2008c5013a9d8
reports/q2_cost_aware_v2/independent_validation_lower_bound.json,19120,7ad8ffe1118ad61907314690dd9b5cd3c9a3ec8b8f7d8e3314a65866d2b06217
reports/q2_cost_aware_v2/independent_validation_references.json,23530,acf4cf1ee16055867a59e9a631d957beba0eeafb4346ccdd94ecec06f4e6ff28
reports/q2_cost_aware_v2/january_extension.log,223,290c6163514ac415244218eda3d291eb61e5fa1be42448da936ac290dff17a58
reports/q2_cost_aware_v2/january_failed_schema.log,703,08e4a16d35d71f33c749ac2c38cb40cce1be6aa4387d4da28b225c0bef624aa2
reports/q2_cost_aware_v2/january_run.log,447,534c623c74dcb2f5adda690353944e60e8834982b633d17e0fc4b9f0b8a4831f
reports/q2_cost_aware_v2/lower_bound_green.log,316,c0dfe625d127cc6ba1257bb1357688ebb57ac20f602249895b725375b8198e3a
reports/q2_cost_aware_v2/lower_bound_red.log,253,f16afd1a576b6ac3c8932677496aa443771e9d069c7c362fd34732ac0ed9d423
reports/q2_cost_aware_v2/lower_bound_run.log,779,7026da30dc78cfff482e288ad48efd9f55efc7e2e0364b9cbcf6cab7d5749c34
reports/q2_cost_aware_v2/method_fit_and_workflow.md,7369,b68974471304cd88b3a7a9f3ecda94b4fea24b8ff28308c2d27d4655114b3503
reports/q2_cost_aware_v2/portability_run.log,222,8a74b7ac9569580e9b364ff75f57fb83246a0fdf7a8648b1c712d8158edf15ba
reports/q2_cost_aware_v2/portability_validation.json,2752,694aaac3a7cc4b1fd0c1287b997939fef542e5cb9927b421a64f86e8236f61a7
reports/q2_cost_aware_v2/preservation_validation.json,172,3ad7aa251a0cfac67e277ff7b4b5908b3649f8b796c5b53e922d998f729bd451
reports/q2_cost_aware_v2/protected_hashes_before.json,461388,81931db347a5f1b47b07246325aa652117f843fafabd1725f9c4f6fb7259b844
reports/q2_cost_aware_v2/protocol.md,5874,69cb5affb1bc6dfed881a85609d04aa3bb5788d5a04dd81766836e519766c33b
reports/q2_cost_aware_v2/protocol_freeze.json,232,c3882e37f23c3ac532934858917d91b435e806cd854788aa317c624810f08123
reports/q2_cost_aware_v2/requirements.lock.txt,144,a428f8ad70a2c76b82ec3ea207b59171743068175f8594a01d9d098137dfb229
reports/q2_cost_aware_v2/research_report.md,10444,42fc86f74da381dddcebeb566e3d883fdfbc6104a8fff682fae3846d7e601fac
reports/q2_cost_aware_v2/test_green.log,820,b5b9b64db765e50d86e3c74dc5dfc9f67de9c4f9f7d5e38af269247511804cbc
reports/q2_cost_aware_v2/test_green_final.log,910,e7b13c78841aaf6e99785e30324656f7e16307cd48028859f344c74e37f028fe
reports/q2_cost_aware_v2/test_integration_red.log,1806,eb5404ce71901fffdae1ce82291a0cd0d0fec74a960c278e7ba97616d74717b9
reports/q2_cost_aware_v2/test_red.log,259,3dc66532a7ceb67798b6968006eed34654d198cb117d16ead82cafd020b91c13
results/q2_cost_aware_v2/ablation.json,546,8705e5e85cfa2895dc02942ca6ce95a3237e9ed6fb06bbe94de508b227dea23f
results/q2_cost_aware_v2/block_bootstrap.csv,3329,15fded7f7fb68655388928e897162f0f9bd34a3f08a27d2b6f2b1818b670145a
results/q2_cost_aware_v2/causality_extension_inputs/future_mutated_actual.csv,11134263,69917e7eb017518fc703642f12399700e7b248d2eefb2e7bd789ad9ca241a55a
results/q2_cost_aware_v2/causality_extension_inputs/future_mutated_forecasts.csv,1109063,195a3b97130385a7ce5f13f0d1c41783439647f1ce63fa5fff758703a19ac09b
results/q2_cost_aware_v2/causality_extension_inputs/original_forecasts.csv,1099859,8eb24e4db08ba7694add23bf0276ce90da74f36fa9c21482d7fa70b0b8e95326
results/q2_cost_aware_v2/causality_extension_inputs/scenario_prefix_evidence.npz,28046,8f968ca10bb83a71a8170b5ce895fd6ab118d6f12fb4c21d751343a104a2cc44
results/q2_cost_aware_v2/causality_inputs/future_mutated_actual.csv,11134263,69917e7eb017518fc703642f12399700e7b248d2eefb2e7bd789ad9ca241a55a
results/q2_cost_aware_v2/causality_inputs/future_mutated_forecasts.csv,1130962,71cda60effbe5354edb7be57828bc3493f3dd3684026a99e20689692489c909c
results/q2_cost_aware_v2/causality_inputs/original_forecasts.csv,1121717,1de6fb63fa33efae4c281fd1ee729da05d4b067d34c267325aeb51ac95c162cb
results/q2_cost_aware_v2/causality_inputs/scenario_prefix_evidence.npz,28046,8f968ca10bb83a71a8170b5ce895fd6ab118d6f12fb4c21d751343a104a2cc44
results/q2_cost_aware_v2/causality_mutated/P_B1/config.json,265,0efd7b5de8d179538b5f01082486c12aafef9ae67b0c41724f54dea2432d12dd
results/q2_cost_aware_v2/causality_mutated/P_B1/daily.csv,870,8cc0e7d85bbfa8645b1180f37be3e02c955f2790550b6e423b6f316b5a1101b8
results/q2_cost_aware_v2/causality_mutated/P_B1/decision_evidence.npz,68779,44b0d3c05f57180e41f63c2de9b12fa9910d679163c63f7c55fb76761c0b1edd
results/q2_cost_aware_v2/causality_mutated/P_B1/decisions.json,4616,046d0f5edc72fc31cb6976f5f305513eb86d5fd3285edfc8c8c374ebbfa0c93c
results/q2_cost_aware_v2/causality_mutated/P_B1/ledger.csv,242137,aef4811570c914a7c2740291a93ef6d94504bfe466dc7422580e2a9d88c12520
results/q2_cost_aware_v2/causality_mutated/P_B1/plans.csv,93348,ddd9bd07fb5a34ef7cab0999d7fc7488db26de0ac43ad30e0c07d9a78e0f54e5
results/q2_cost_aware_v2/causality_mutated/P_B1/summary.json,842,afeb85d042c9d5688d93c71dab74da4568ce17451748f87a87b0d829d89f05a8
results/q2_cost_aware_v2/causality_mutated/P_B1_floor/config.json,262,f698dbb8dd21c73647c219a88d121e88870499e019296a73508b87f3946bbed9
results/q2_cost_aware_v2/causality_mutated/P_B1_floor/daily.csv,847,11d1fa06469e534f6265953ddfc09ec050a3fbeed8599b87b1ea39f0e1579a3c
results/q2_cost_aware_v2/causality_mutated/P_B1_floor/decision_evidence.npz,68748,70934db31c65c65b7fc410d39fbaaf8822dd9f680bbeb9a955660b0846e3ca87
results/q2_cost_aware_v2/causality_mutated/P_B1_floor/decisions.json,4595,ce7494e1a0c5dc9e7de6c93bb674ede689a6f7686c75f848153b2db86a559d8a
results/q2_cost_aware_v2/causality_mutated/P_B1_floor/ledger.csv,237302,1285d66dedfe1954b870ab0ec954f2b0942eabfeee00c8c800cf2ef30952e69e
results/q2_cost_aware_v2/causality_mutated/P_B1_floor/plans.csv,88622,c2d8c824e5e32dff68ba584e7e0877754b1f379dbe3f33e2accbe03af1ca1c55
results/q2_cost_aware_v2/causality_mutated/P_B1_floor/summary.json,845,61ba0c0953632172f24b0b3f872d8d8c48c73bbf510faa969a18dfc59d7c8522
results/q2_cost_aware_v2/causality_mutated/P_floor/config.json,227,a7196711b17d54480ead1dd851aec2422f221c8b33e1e1150b0a4acc84b74cea
results/q2_cost_aware_v2/causality_mutated/P_floor/daily.csv,848,a3478c901c32632861e310fa70905c3df444b9ee46c7f17178c388fc8971c908
results/q2_cost_aware_v2/causality_mutated/P_floor/decision_evidence.npz,84384,498562423177413c72dbb6fe7205020061fe8a2154b3cf84998f377304cf577e
results/q2_cost_aware_v2/causality_mutated/P_floor/decisions.json,4579,6758e2ea9ba3b38da07389e97f4ad6f2b61dbb6ddd514822921dbb3b9d6fe800
results/q2_cost_aware_v2/causality_mutated/P_floor/ledger.csv,244330,d6776275cc178860f262087d838275888b31712c98d5b06ecb5d06b301d390f3
results/q2_cost_aware_v2/causality_mutated/P_floor/plans.csv,95209,51402ce43fcf14c33c76c94b9e5c59e01fc2220219416b47adf7ef7b7bf1d840
results/q2_cost_aware_v2/causality_mutated/P_floor/summary.json,828,f132e08b5d3eb37f17e8d61ff74d757dfa02439dfdab8c8456d3f756ecdf2b32
results/q2_cost_aware_v2/causality_mutated/S_joint/config.json,296,a9c6bf353f45ac9b1432b66d3d9965e2bd96998816a74380ee79958b32e9c194
results/q2_cost_aware_v2/causality_mutated/S_joint/daily.csv,856,6ec5a9c1337bf62afb8a5c5986d036bcf0c436cb7e8d5a530baeb7af9b8aaa53
results/q2_cost_aware_v2/causality_mutated/S_joint/decision_evidence.npz,124342,b1a5b833ede3daba7b9af0ec05e349b8071334732cf05cdf56c4c647203b1fe9
results/q2_cost_aware_v2/causality_mutated/S_joint/decisions.json,35701,5d8151638aab5caf3e150616f8225230e61024e9b09c4b798d031e5ced5ebab5
results/q2_cost_aware_v2/causality_mutated/S_joint/ledger.csv,247460,fb96daa6ecb346357475fd4f85d8e09b43733b79b4ed0c1bfca435bc636100ed
results/q2_cost_aware_v2/causality_mutated/S_joint/plans.csv,98383,c97f5857424d0a328b9ab2c602e47fe117fa4cee714e01c202a6d0683902e1a7
results/q2_cost_aware_v2/causality_mutated/S_joint/summary.json,843,ed6d666e570d48c9c8a5039887148d58522e1abbb60b94da2d4e52fb260e860e
results/q2_cost_aware_v2/causality_mutated/S_no_inventory/config.json,299,2ff17caef614c2e8c52b4bc49c9e31a3bedc990b8dfb9c74615758352134da62
results/q2_cost_aware_v2/causality_mutated/S_no_inventory/daily.csv,854,b9d4cd08e4f0be323154ab163e1d60ffe6261d6bf86fc478040c9295e58d49e2
results/q2_cost_aware_v2/causality_mutated/S_no_inventory/decision_evidence.npz,124341,527bcd0cde24a7706bc640e92b944df321ca162b99137bbda4df9a831637ea75
results/q2_cost_aware_v2/causality_mutated/S_no_inventory/decisions.json,35709,80e2c905298d8f1544e0383de30b005a64a4cf5349cbcf377aac34a54aadcdcb
results/q2_cost_aware_v2/causality_mutated/S_no_inventory/ledger.csv,245223,dffa042b57454ffc70702650705f5cb18d40f24074d4309de575607adf96bd16
results/q2_cost_aware_v2/causality_mutated/S_no_inventory/plans.csv,96220,eb704a089d12c15b247b78b7c7b04d9905599800bebfe0660c09e2588369868b
results/q2_cost_aware_v2/causality_mutated/S_no_inventory/summary.json,853,30036cba77a192800072c65e92e778ed0939ff1e4a0f3b3db7275ee90ff91313
results/q2_cost_aware_v2/causality_mutated/S_tau/config.json,270,4daee9bc4c06737536bdcebfa86e0746b3b16f26acb02ed237f62aefe5c2ea2a
results/q2_cost_aware_v2/causality_mutated/S_tau/daily.csv,861,44c0d48d7275cc69a0d2d07942ca46af09bb902aec48f4833a8889c980c7900e
results/q2_cost_aware_v2/causality_mutated/S_tau/decision_evidence.npz,113276,6dfe8712e2d7e10294de8509cfe8ffb2e9760649095df65be33d5af9012b9390
results/q2_cost_aware_v2/causality_mutated/S_tau/decisions.json,13600,653891801715c74a75a1479baa2097e8beef1ed2f2118462e099c977857318fa
results/q2_cost_aware_v2/causality_mutated/S_tau/ledger.csv,248987,d57a25d63aeca26a2357a5c7438232d5e5fa8d129b3af89d03b3d595bc6a98bc
results/q2_cost_aware_v2/causality_mutated/S_tau/plans.csv,99797,648b1fad018573ee705855937c893d8c09c0882ab18b7d5575e49761dbb65144
results/q2_cost_aware_v2/causality_mutated/S_tau/summary.json,823,c6333f41d0bebbb757eb2b7e90f06e72834fcd149bdd81da3867fac0b51b259b
results/q2_cost_aware_v2/causality_mutated/S_terminal/config.json,263,31fc8a5fc96a23578bbc543acf1659c0eec887cc60430127fb1a2fc4c906d335
