date,slot_id,issue_time,forecast_history_end,load_forecast_kwh,pv_forecast_kwh,grid_plan_kwh,risk_delta_kwh,selected_index,selected_candidate
2025-01-15,1,2025-01-15 00:00:00,2025-01-15 00:00:00,630.0752870030816,0.0,841.4341679784529,26.338168883891864,1,profile_incumbent
2025-01-15,2,2025-01-15 00:00:00,2025-01-15 00:00:00,647.1065007593129,0.040865291902777656,861.5345709737567,26.338168883891864,1,profile_incumbent
2025-01-15,3,2025-01-15 00:00:00,2025-01-15 00:00:00,622.8566449032713,0.41045542219734843,812.0346887392211,26.338168883891864,1,profile_incumbent
2025-01-15,4,2025-01-15 00:00:00,2025-01-15 00:00:00,569.7139183371559,0.984059359146559,756.0069451425156,26.338168883891864,1,profile_incumbent
2025-01-15,5,2025-01-15 00:00:00,2025-01-15 00:00:00,570.8342660767677,1.7290185455478815,757.3013307866537,26.338168883891864,1,profile_incumbent
2025-01-15,6,2025-01-15 00:00:00,2025-01-15 00:00:00,618.2787886482676,2.604893897504132,776.7469955719697,26.338168883891864,1,profile_incumbent
2025-01-15,7,2025-01-15 00:00:00,2025-01-15 00:00:00,622.4263619024687,3.564662058493034,757.9173931270552,40.43412651353932,1,profile_incumbent
2025-01-15,8,2025-01-15 00:00:00,2025-01-15 00:00:00,601.1626183292444,4.556129421635546,753.5307599139647,40.43412651353932,1,profile_incumbent
2025-01-15,9,2025-01-15 00:00:00,2025-01-15 00:00:00,604.0383747809832,5.523534239114844,526.1943880091727,40.43412651353932,1,profile_incumbent
2025-01-15,10,2025-01-15 00:00:00,2025-01-15 00:00:00,652.9862389252431,6.409303034574347,793.033506738689,40.43412651353932,1,profile_incumbent
2025-01-15,11,2025-01-15 00:00:00,2025-01-15 00:00:00,651.6859621541051,7.155924059093872,776.9581711719427,40.43412651353932,1,profile_incumbent
2025-01-15,12,2025-01-15 00:00:00,2025-01-15 00:00:00,624.4484190023111,7.7078977500974695,795.7622254253862,40.43412651353932,1,profile_incumbent
2025-01-15,13,2025-01-15 00:00:00,2025-01-15 00:00:00,681.4600964834445,8.013722119053563,881.1744103382352,30.97751069366557,1,profile_incumbent
2025-01-15,14,2025-01-15 00:00:00,2025-01-15 00:00:00,684.3332571459677,8.027869748597816,860.3187456345589,30.97751069366557,1,profile_incumbent
