date,slot_id,load_actual_kw,interval_end,interval_start,load_raw_time_label,load_source_row,load_source_column,pv_actual_kw,pv_raw_time_label,pv_source_row,pv_source_column,actual_price_yuan_per_kwh,price_raw_time_label,price_source_row,price_source_column,fixed_price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,net_load_actual_kw,net_load_actual_kwh,available_time,issue_time,forecast_history_end,dispatch_time,decision_input_cutoff,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,grid_plan_kwh,selected_index,selected_candidate,risk_delta_kwh,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,forecast_emergency_kwh,forecast_charge_kwh,forecast_discharge_kwh,forecast_energy_start_kwh,forecast_energy_end_kwh,forecast_surplus_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-01-15,1,3620.6386,2025-01-15T00:10:00,2025-01-15T00:00:00,00:10:00,16,B,0.0,00:10:00,16,B,0.4662,00:10:00,16,B,0.4248,603.4397666666667,0.0,3620.6386,603.4397666666667,2025-01-15T00:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:10:00,2025-01-15T00:10:00,0.4248,630.0752870030816,0.0,1504.2419871392715,1,profile_incumbent,26.338168883891864,833.3333333333334,0.0,0.0,67.46888713927137,67.46888713927137,0.0,6000.0,6750.0,0.0,833.3333333333334,0.0,6000.0,6750.0,40.83336680285652,639.0019961367625,0.0,639.0019961367625
2025-01-15,2,3708.3377,2025-01-15T00:20:00,2025-01-15T00:10:00,00:20:00,16,C,0.0,00:20:00,16,C,0.4762,00:20:00,16,C,0.4245,618.0562833333333,0.0,3708.3377,618.0562833333333,2025-01-15T00:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:20:00,2025-01-15T00:20:00,0.4245,647.1065007593129,0.040865291902777656,1521.80153052753,1,profile_incumbent,26.338168883891864,833.3333333333334,0.0,0.0,70.41191386086336,70.41191386086336,0.0,6750.0,7500.0,0.0,833.3333333333334,0.0,6750.0,7500.0,41.40256172678653,646.0047497089365,0.0,646.0047497089365
2025-01-15,3,3838.32,2025-01-15T00:30:00,2025-01-15T00:20:00,00:30:00,16,D,0.0,00:30:00,16,D,0.4606,00:30:00,16,D,0.4269,639.72,0.0,3838.32,639.72,2025-01-15T00:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:30:00,2025-01-15T00:30:00,0.4269,622.8566449032713,0.41045542219734843,1492.6285251497745,1,profile_incumbent,26.338168883891864,833.3333333333334,0.0,0.0,19.575191816441134,19.575191816441134,0.0,7500.0,8250.0,0.0,833.3333333333334,0.0,7500.0,8250.0,36.84900233536723,637.2031173864387,0.0,637.2031173864387
2025-01-15,4,3697.5425,2025-01-15T00:40:00,2025-01-15T00:30:00,00:40:00,16,E,0.0,00:40:00,16,E,0.4507,00:40:00,16,E,0.4272,616.2570833333333,0.0,3697.5425,616.2570833333333,2025-01-15T00:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:40:00,2025-01-15T00:40:00,0.4272,569.7139183371559,0.984059359146559,1438.3429997227818,1,profile_incumbent,26.338168883891864,822.0859163894485,0.0,0.0,0.0,0.0,0.0,8250.0,8989.877324750503,0.0,833.3333333333334,0.0,8250.0,9000.0,36.27980741143915,614.4601294815724,0.0,614.4601294815724
2025-01-15,5,3616.2551,2025-01-15T00:50:00,2025-01-15T00:40:00,00:50:00,16,F,0.0,00:50:00,16,F,0.4401,00:50:00,16,F,0.4271,602.7091833333333,0.0,3616.2551,602.7091833333333,2025-01-15T00:50:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:50:00,2025-01-15T00:50:00,0.4271,570.8342660767677,1.7290185455478815,1438.908119917308,1,profile_incumbent,26.338168883891864,833.3333333333334,0.0,0.0,2.8656032506414704,2.8656032506414704,0.0,8989.877324750503,9739.877324750503,0.0,833.3333333333334,0.0,9000.0,9750.0,36.46953905275495,614.5576580166822,0.0,614.5576580166822
2025-01-15,6,3730.26,2025-01-15T01:00:00,2025-01-15T00:50:00,01:00:00,16,G,0.0,01:00:00,16,G,0.4398,01:00:00,16,G,0.4285,621.71,0.0,3730.26,621.71,2025-01-15T01:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:00:00,2025-01-15T01:00:00,0.4285,618.2787886482676,2.604893897504132,783.9266980582449,1,profile_incumbent,26.338168883891864,162.2166980582449,0.0,0.0,0.0,0.0,0.0,9739.877324750503,9885.872353002924,0.0,168.25280330748149,0.0,9750.0,9901.427522976734,0.0,335.91259011795796,0.0,335.91259011795796
2025-01-15,7,3846.9076,2025-01-15T01:10:00,2025-01-15T01:00:00,01:10:00,16,H,0.0,01:10:00,16,H,0.4682,01:10:00,16,H,0.4311,641.1512666666666,0.0,3846.9076,641.1512666666666,2025-01-15T01:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:10:00,2025-01-15T01:10:00,0.4311,622.4263619024687,3.564662058493034,765.9844261343168,1,profile_incumbent,40.43412651353932,124.83315946765015,0.0,0.0,0.0,0.0,0.0,9885.872353002924,9998.22219652381,0.0,147.12272629034112,0.0,9901.427522976734,10033.83797663804,0.0,330.21588610650394,0.0,330.21588610650394
2025-01-15,8,3898.524,2025-01-15T01:20:00,2025-01-15T01:10:00,01:20:00,16,I,0.0,01:20:00,16,I,0.4659,01:20:00,16,I,0.4302,649.754,0.0,3898.524,649.754,2025-01-15T01:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:20:00,2025-01-15T01:20:00,0.4302,601.1626183292444,4.556129421635546,763.0521650869024,1,profile_incumbent,40.43412651353932,113.29816508690237,0.0,0.0,0.0,0.0,0.0,9998.22219652381,10100.190545102021,0.0,166.4456761792935,0.0,10033.83797663804,10183.639085199404,0.0,328.26504142038544,0.0,328.26504142038544
2025-01-15,9,3875.21,2025-01-15T01:30:00,2025-01-15T01:20:00,01:30:00,16,J,0.0,01:30:00,16,J,0.4332,01:30:00,16,J,0.4279,645.8683333333333,0.0,3875.21,645.8683333333333,2025-01-15T01:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:30:00,2025-01-15T01:30:00,0.4279,604.0383747809832,5.523534239114844,980.8958174271318,1,profile_incumbent,40.43412651353932,335.0274840937984,0.0,0.0,0.0,0.0,0.0,10100.190545102021,10401.71528078644,0.0,382.3809768852634,0.0,10183.639085199404,10527.781964396141,0.0,419.72532027706967,0.0,419.72532027706967
2025-01-15,10,3815.078,2025-01-15T01:40:00,2025-01-15T01:30:00,01:40:00,16,K,0.0,01:40:00,16,K,0.4363,01:40:00,16,K,0.4312,635.8463333333333,0.0,3815.078,635.8463333333333,2025-01-15T01:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:40:00,2025-01-15T01:40:00,0.4312,652.9862389252431,6.409303034574347,793.5099305396999,1,profile_incumbent,40.43412651353932,157.6635972063666,0.0,0.0,0.0,0.0,0.0,10401.71528078644,10543.61251827217,0.0,146.93299464903112,0.0,10527.781964396141,10660.021659580269,0.0,342.1614820487186,0.0,342.1614820487186
2025-01-15,11,3850.0953,2025-01-15T01:50:00,2025-01-15T01:40:00,01:50:00,16,L,0.0,01:50:00,16,L,0.4842,01:50:00,16,L,0.4333,641.68255,0.0,3850.0953,641.68255,2025-01-15T01:50:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:50:00,2025-01-15T01:50:00,0.4333,651.6859621541051,7.155924059093872,787.4786682765523,1,profile_incumbent,40.43412651353932,145.7961182765523,0.0,0.0,0.0,0.0,0.0,10543.61251827217,10674.829024721066,0.0,142.94863018154103,0.0,10660.021659580269,10788.675426743655,0.0,341.2145069642301,0.0,341.2145069642301
2025-01-15,12,3956.44,2025-01-15T02:00:00,2025-01-15T01:50:00,02:00:00,16,M,0.0,02:00:00,16,M,0.5165,02:00:00,16,M,0.4311,659.4066666666666,0.0,3956.44,659.4066666666666,2025-01-15T02:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T02:00:00,2025-01-15T02:00:00,0.4311,624.4484190023111,7.7078977500974695,795.6821062662528,1,profile_incumbent,40.43412651353932,136.2754395995862,0.0,0.0,0.0,0.0,0.0,10674.829024721066,10797.476920360694,0.0,12.582859173716214,0.0,10788.675426743655,10800.0,166.35872584032302,343.0185560113816,0.0,343.0185560113816
2025-01-15,13,3969.5136,2025-01-15T02:10:00,2025-01-15T02:00:00,02:10:00,16,N,0.0,02:10:00,16,N,0.465,02:10:00,16,N,0.4293,661.5856,0.0,3969.5136,661.5856,2025-01-15T02:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T02:10:00,2025-01-15T02:10:00,0.4293,681.4600964834445,8.013722119053563,885.1588110602758,1,profile_incumbent,30.97751069366557,2.80342182145129,0.0,0.0,220.76978923882447,220.76978923882447,0.0,10797.476920360694,10800.0,0.0,0.0,0.0,10800.0,10800.0,211.71243669588478,379.9986775881764,0.0,379.9986775881764
2025-01-15,14,3881.7966,2025-01-15T02:20:00,2025-01-15T02:10:00,02:20:00,16,O,0.0,02:20:00,16,O,0.442,02:20:00,16,O,0.4324,646.9661,0.0,3881.7966,646.9661,2025-01-15T02:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T02:20:00,2025-01-15T02:20:00,0.4324,684.3332571459677,8.027869748597816,884.548771833124,1,profile_incumbent,30.97751069366557,0.0,0.0,0.0,237.58267183312398,237.58267183312398,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,208.24338443575414,382.47888894064283,0.0,382.47888894064283
2025-01-15,15,3821.77,2025-01-15T02:30:00,2025-01-15T02:20:00,02:30:00,16,P,0.0,02:30:00,16,P,0.4677,02:30:00,16,P,0.4367,636.9616666666667,0.0,3821.77,636.9616666666667,2025-01-15T02:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T02:30:00,2025-01-15T02:30:00,0.4367,632.4299327794276,7.712712649222018,822.6982708279095,1,profile_incumbent,30.97751069366557,0.0,0.0,0.0,185.73660416124278,185.73660416124278,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,197.98105069770384,359.27233487054804,0.0,359.27233487054804
2025-01-15,16,3913.8305,2025-01-15T02:40:00,2025-01-15T02:30:00,02:40:00,16,Q,0.0,02:40:00,16,Q,0.4595,02:40:00,16,Q,0.4348,652.3050833333333,0.0,3913.8305,652.3050833333333,2025-01-15T02:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T02:40:00,2025-01-15T02:40:00,0.4348,667.0804190979807,7.040351621911905,866.8489713439561,1,profile_incumbent,30.97751069366557,0.0,0.0,0.0,214.54388801062282,214.54388801062282,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,206.80890386788735,376.9059327403521,0.0,376.9059327403521
2025-01-15,17,3904.4889,2025-01-15T02:50:00,2025-01-15T02:40:00,02:50:00,16,R,0.0,02:50:00,16,R,0.4706,02:50:00,16,R,0.4335,650.74815,0.0,3904.4889,650.74815,2025-01-15T02:50:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T02:50:00,2025-01-15T02:50:00,0.4335,696.1711908705863,5.994307993319011,894.2293460968639,1,profile_incumbent,30.97751069366557,0.0,0.0,0.0,243.48119609686387,243.48119609686387,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,204.05246321959658,387.6484215329905,0.0,387.6484215329905
2025-01-15,18,3843.04,2025-01-15T03:00:00,2025-01-15T02:50:00,03:00:00,16,S,0.0,03:00:00,16,S,0.4948,03:00:00,16,S,0.4357,640.5066666666667,0.0,3843.04,640.5066666666667,2025-01-15T03:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T03:00:00,2025-01-15T03:00:00,0.4357,677.5761181193602,4.571037616717261,839.1505191854335,1,profile_incumbent,30.97751069366557,0.0,0.0,0.0,198.64385251876683,198.64385251876683,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,166.14543868279054,365.61788120909335,0.0,365.61788120909335
2025-01-15,19,4037.7965,2025-01-15T03:10:00,2025-01-15T03:00:00,03:10:00,16,T,0.0,03:10:00,16,T,0.4707,03:10:00,16,T,0.4374,672.9660833333334,0.0,4037.7965,672.9660833333334,2025-01-15T03:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T03:10:00,2025-01-15T03:10:00,0.4374,669.4333048764702,2.7812298331761354,812.6623822625528,1,profile_incumbent,33.557190000000105,0.0,0.0,0.0,139.69629892921944,139.69629892921944,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,146.01030721925872,355.4585260016406,0.0,355.4585260016406
2025-01-15,20,4247.0307,2025-01-15T03:20:00,2025-01-15T03:10:00,03:20:00,16,U,0.0,03:20:00,16,U,0.4893,03:20:00,16,U,0.4371,707.8384500000001,0.0,4247.0307,707.8384500000001,2025-01-15T03:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T03:20:00,2025-01-15T03:20:00,0.4371,687.6619323954565,0.6508576171888999,833.4883311936986,1,profile_incumbent,33.557190000000105,0.0,0.0,0.0,125.64988119369855,125.64988119369855,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,146.47725641543104,364.3177495647657,0.0,364.3177495647657
2025-01-15,21,4248.04,2025-01-15T03:30:00,2025-01-15T03:20:00,03:30:00,16,V,0.0,03:30:00,16,V,0.5374,03:30:00,16,V,0.4356,708.0066666666667,0.0,4248.04,708.0066666666667,2025-01-15T03:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T03:30:00,2025-01-15T03:30:00,0.4356,713.1305048997435,0.0,864.4436619382226,1,profile_incumbent,33.557190000000105,0.0,0.0,0.0,156.43699527155593,156.43699527155593,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,151.31315703847906,376.55165914028976,0.0,376.55165914028976
2025-01-15,22,4069.9033,2025-01-15T03:40:00,2025-01-15T03:30:00,03:40:00,16,W,0.0,03:40:00,16,W,0.5061,03:40:00,16,W,0.4353,678.3172166666667,0.0,4069.9033,678.3172166666667,2025-01-15T03:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T03:40:00,2025-01-15T03:40:00,0.4353,716.9774424428987,0.0,871.8149878903222,1,profile_incumbent,33.557190000000105,0.0,0.0,0.0,193.4977712236555,193.4977712236555,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,154.8375454474235,379.50106422865724,0.0,379.50106422865724
2025-01-15,23,4083.9377,2025-01-15T03:50:00,2025-01-15T03:40:00,03:50:00,16,X,0.0,03:50:00,16,X,0.4709,03:50:00,16,X,0.436,680.6562833333334,0.0,4083.9377,680.6562833333334,2025-01-15T03:50:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T03:50:00,2025-01-15T03:50:00,0.436,723.194959889401,0.0,875.824526270288,1,profile_incumbent,33.557190000000105,0.0,0.0,0.0,195.16824293695458,195.16824293695458,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,152.6295663808869,381.8594934538455,0.0,381.8594934538455
2025-01-15,24,4262.08,2025-01-15T04:00:00,2025-01-15T03:50:00,04:00:00,16,Y,0.0,04:00:00,16,Y,0.4698,04:00:00,16,Y,0.4378,710.3466666666667,0.0,4262.08,710.3466666666667,2025-01-15T04:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T04:00:00,2025-01-15T04:00:00,0.4378,738.5302121648973,0.0,903.2709656865345,1,profile_incumbent,33.557190000000105,0.0,0.0,0.0,192.92429901986782,192.92429901986782,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,164.7407535216372,395.4520287775648,0.0,395.4520287775648
2025-01-15,25,4230.8738,2025-01-15T04:10:00,2025-01-15T04:00:00,04:10:00,16,Z,0.0,04:10:00,16,Z,0.4661,04:10:00,16,Z,0.4401,705.1456333333334,0.0,4230.8738,705.1456333333334,2025-01-15T04:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T04:10:00,2025-01-15T04:10:00,0.4401,740.4159956553312,0.0,946.1862721685269,1,profile_incumbent,32.64107666666662,0.0,0.0,0.0,241.04063883519348,241.04063883519348,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,205.77027651319565,416.41657838136865,0.0,416.41657838136865
2025-01-15,26,4159.0828,2025-01-15T04:20:00,2025-01-15T04:10:00,04:20:00,16,AA,0.0,04:20:00,16,AA,0.4634,04:20:00,16,AA,0.4389,693.1804666666667,0.0,4159.0828,693.1804666666667,2025-01-15T04:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T04:20:00,2025-01-15T04:20:00,0.4389,713.8402557408727,0.0,900.1733099776256,1,profile_incumbent,32.64107666666662,0.0,0.0,0.0,206.99284331095896,206.99284331095896,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,186.3330542367529,395.0860657491799,0.0,395.0860657491799
2025-01-15,27,4154.0,2025-01-15T04:30:00,2025-01-15T04:20:00,04:30:00,16,AB,0.0,04:30:00,16,AB,0.473,04:30:00,16,AB,0.4364,692.3333333333334,0.0,4154.0,692.3333333333334,2025-01-15T04:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T04:30:00,2025-01-15T04:30:00,0.4364,690.5069283622396,0.0,819.7808278163267,1,profile_incumbent,32.64107666666662,0.0,0.0,0.0,127.4474944829933,127.4474944829933,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,129.2738994540871,357.752353259045,0.0,357.752353259045
2025-01-15,28,4149.3712,2025-01-15T04:40:00,2025-01-15T04:30:00,04:40:00,16,AC,0.0,04:40:00,16,AC,0.4946,04:40:00,16,AC,0.4393,691.5618666666666,0.0,4149.3712,691.5618666666666,2025-01-15T04:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T04:40:00,2025-01-15T04:40:00,0.4393,717.675825852214,0.0,913.3048174194536,1,profile_incumbent,32.64107666666662,0.0,0.0,0.0,221.742950752787,221.742950752787,0.0,10800.0,10800.0,0.0,0.0,0.0,10800.0,10800.0,195.6289915672396,401.21480629236595,0.0,401.21480629236595
