date,slot_id,interval_end,interval_start,load_actual_kwh,pv_actual_kwh,available_time,issue_time,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-03-20,1,2025-03-20 00:10:00,2025-03-20 00:00:00,549.8448166666667,0.0,2025-03-20T00:10:00,2025-03-20 00:00:00,0.4248,599.953889516172,0.6881231779921642,1432.5990996715132,833.3333333333333,0.0,1221.1560253960204,1971.1560253960204,0.0,1.0000000000000002,833.3333333333334,0.0,0.0,49.420949671513085,49.420949671513085,0.0,1221.1560253960204,1971.1560253960204,608.5680975404588,0.0,608.5680975404588
2025-03-20,2,2025-03-20 00:20:00,2025-03-20 00:10:00,570.3135,0.0,2025-03-20T00:20:00,2025-03-20 00:00:00,0.4245,593.4156177461416,0.7635675828808566,1425.9853834965938,833.3333333333333,0.0,1971.1560253960204,2721.15602539602,0.0,1.0,833.3333333333334,0.0,0.0,22.338550163260493,22.338550163260493,0.0,1971.1560253960204,2721.1560253960206,605.330795294304,0.0,605.330795294304
2025-03-20,3,2025-03-20 00:30:00,2025-03-20 00:20:00,613.8516666666667,0.0,2025-03-20T00:30:00,2025-03-20 00:00:00,0.4269,580.4393460126182,0.23923107243809127,1413.5334482735134,833.3333333333333,0.0,2721.15602539602,3471.15602539602,0.0,1.0,799.6817816068467,0.0,0.0,0.0,0.0,0.0,2721.1560253960206,3440.8696288421825,603.4374290679629,0.0,603.4374290679629
2025-03-20,4,2025-03-20 00:40:00,2025-03-20 00:30:00,579.4561666666667,0.0,2025-03-20T00:40:00,2025-03-20 00:00:00,0.4272,589.9157636485189,0.0,1423.2490969818523,833.3333333333333,0.0,3471.15602539602,4221.15602539602,0.0,1.0,833.3333333333334,0.0,0.0,10.4595969818522,10.4595969818522,0.0,3440.8696288421825,4190.8696288421825,608.0120142306473,0.0,608.0120142306473
2025-03-20,5,2025-03-20 00:50:00,2025-03-20 00:40:00,550.4449166666667,0.0,2025-03-20T00:50:00,2025-03-20 00:00:00,0.4271,585.7067371611821,0.0,1419.0400704945155,833.3333333333333,0.0,4221.15602539602,4971.15602539602,0.0,1.0,833.3333333333334,0.0,0.0,35.261820494515405,35.261820494515405,0.0,4190.8696288421825,4940.8696288421825,606.0720141082076,0.0,606.0720141082076
2025-03-20,6,2025-03-20 01:00:00,2025-03-20 00:50:00,571.1566666666666,0.0,2025-03-20T01:00:00,2025-03-20 00:00:00,0.4285,563.8726304229446,0.0,1397.205963756278,833.3333333333333,0.0,4971.15602539602,5721.15602539602,0.0,1.0,826.0492970896113,0.0,0.0,0.0,0.0,0.0,4940.8696288421825,5684.313996222832,598.7027554695651,0.0,598.7027554695651
2025-03-20,7,2025-03-20 01:10:00,2025-03-20 01:00:00,601.5890499999999,0.0,2025-03-20T01:10:00,2025-03-20 00:00:00,0.4311,557.0724677171621,0.0,1200.2324394993625,643.1599717822004,0.0,5721.15602539602,6300.0,0.0,1.0000000000000002,598.6433894993626,0.0,0.0,0.0,0.0,0.0,5684.313996222832,6223.093046772259,517.4202046681752,0.0,517.4202046681752
2025-03-20,8,2025-03-20 01:20:00,2025-03-20 01:10:00,611.48375,0.0,2025-03-20T01:20:00,2025-03-20 00:00:00,0.4302,550.5681314738787,0.0,1383.901464807212,833.3333333333333,0.0,6300.0,7050.0,0.0,1.0,772.4177148072121,0.0,0.0,0.0,0.0,0.0,6223.093046772259,6918.26899009875,595.3544101600627,0.0,595.3544101600627
2025-03-20,9,2025-03-20 01:30:00,2025-03-20 01:20:00,598.2166666666667,0.0,2025-03-20T01:30:00,2025-03-20 00:00:00,0.4279,543.8389841690238,0.0,1377.1723175023571,833.3333333333333,0.0,7050.0,7800.0,0.0,1.0,778.9556508356904,0.0,0.0,0.0,0.0,0.0,6918.26899009875,7619.329075850871,589.2920346592587,0.0,589.2920346592587
2025-03-20,10,2025-03-20 01:40:00,2025-03-20 01:30:00,583.9359499999999,0.0,2025-03-20T01:40:00,2025-03-20 00:00:00,0.4312,557.3656575097407,0.0,557.3656575097407,0.0,0.0,7800.0,7800.0,0.0,-0.0,0.0,26.57029249025925,0.0,0.0,0.0,0.0,7619.329075850871,7589.806528639472,240.33607151820019,0.0,240.33607151820019
2025-03-20,11,2025-03-20 01:50:00,2025-03-20 01:40:00,590.99505,0.0,2025-03-20T01:50:00,2025-03-20 00:00:00,0.4333,588.2676114808643,0.0,588.2676114808643,0.0,0.0,7800.0,7800.0,0.0,-0.0,0.0,2.727438519135717,0.0,0.0,0.0,0.0,7589.806528639472,7586.776041395988,254.8963560546585,0.0,254.8963560546585
2025-03-20,12,2025-03-20 02:00:00,2025-03-20 01:50:00,598.4433333333333,0.0,2025-03-20T02:00:00,2025-03-20 00:00:00,0.4311,605.7743003520009,0.0,1439.1076336853341,833.3333333333333,0.0,7800.0,8550.0,0.0,1.0,833.3333333333334,0.0,0.0,7.330967018667479,7.330967018667479,0.0,7586.776041395988,8336.776041395988,620.3993008817475,0.0,620.3993008817475
2025-03-20,13,2025-03-20 02:10:00,2025-03-20 02:00:00,565.9836166666666,0.0,2025-03-20T02:10:00,2025-03-20 00:00:00,0.4293,579.812873446548,0.0,1413.1462067798811,833.3333333333333,0.0,8550.0,9300.0,0.0,1.0,833.3333333333334,0.0,0.0,13.82925677988112,13.82925677988112,0.0,8336.776041395988,9086.776041395988,606.663666570603,0.0,606.663666570603
