date,slot_id,load_actual_kw,interval_end,interval_start,load_raw_time_label,load_source_row,load_source_column,pv_actual_kw,pv_raw_time_label,pv_source_row,pv_source_column,actual_price_yuan_per_kwh,price_raw_time_label,price_source_row,price_source_column,fixed_price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,net_load_actual_kw,net_load_actual_kwh,available_time,issue_time,forecast_history_end,dispatch_time,decision_input_cutoff,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,grid_plan_kwh,selected_index,selected_candidate,risk_delta_kwh,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,forecast_emergency_kwh,forecast_charge_kwh,forecast_discharge_kwh,forecast_energy_start_kwh,forecast_energy_end_kwh,forecast_surplus_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-07-14,1,4604.889,2025-07-14T00:10:00,2025-07-14T00:00:00,00:10:00,196,B,0.0,00:10:00,196,B,0.5394,00:10:00,196,B,0.4248,767.4815,0.0,4604.889,767.4815,2025-07-14T00:10:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T00:10:00,2025-07-14T00:10:00,0.4248,777.8154928939874,0.8279444805358622,1188.415153479355,1,profile_incumbent,61.634024429862905,420.93365347935503,0.0,0.0,0.0,0.0,0.0,6000.0,6378.84028813142,0.0,411.42760506590355,0.0,6000.0,6370.284844559314,0.0,504.83875719803,0.0,504.83875719803
2025-07-14,2,4638.4815,2025-07-14T00:20:00,2025-07-14T00:10:00,00:20:00,196,C,0.0,00:20:00,196,C,0.5333,00:20:00,196,C,0.4245,773.08025,0.0,4638.4815,773.08025,2025-07-14T00:20:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T00:20:00,2025-07-14T00:20:00,0.4245,775.8176345715227,0.7984528719706177,1206.3305606836318,1,profile_incumbent,61.634024429862905,433.2503106836318,0.0,0.0,0.0,0.0,0.0,6378.84028813142,6768.765567746688,0.0,431.3113789840796,0.0,6370.284844559314,6758.465085644985,0.0,512.0873230102017,0.0,512.0873230102017
2025-07-14,3,4635.57,2025-07-14T00:30:00,2025-07-14T00:20:00,00:30:00,196,D,0.0,00:30:00,196,D,0.5036,00:30:00,196,D,0.4269,772.5949999999999,0.0,4635.57,772.5949999999999,2025-07-14T00:30:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T00:30:00,2025-07-14T00:30:00,0.4269,817.7512089706448,0.0,1171.0644986987845,1,profile_incumbent,61.634024429862905,398.4694986987846,0.0,0.0,0.0,0.0,0.0,6768.765567746688,7127.388116575595,0.0,353.3132897281397,0.0,6758.465085644985,7076.447046400311,0.0,499.9274344945111,0.0,499.9274344945111
2025-07-14,4,4766.6931,2025-07-14T00:40:00,2025-07-14T00:30:00,00:40:00,196,E,0.0,00:40:00,196,E,0.5117,00:40:00,196,E,0.4272,794.4488500000001,0.0,4766.6931,794.4488500000001,2025-07-14T00:40:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T00:40:00,2025-07-14T00:40:00,0.4272,821.5218742288185,0.0,1171.6638442926364,1,profile_incumbent,61.634024429862905,377.21499429263633,0.0,0.0,0.0,0.0,0.0,7127.388116575595,7466.881611438967,0.0,350.1419700638179,0.0,7076.447046400311,7391.574819457746,0.0,500.5347942818143,0.0,500.5347942818143
2025-07-14,5,4744.0484,2025-07-14T00:50:00,2025-07-14T00:40:00,00:50:00,196,F,0.0,00:50:00,196,F,0.5478,00:50:00,196,F,0.4271,790.6747333333333,0.0,4744.0484,790.6747333333333,2025-07-14T00:50:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T00:50:00,2025-07-14T00:50:00,0.4271,816.2021625638577,0.0,1163.919280607176,1,profile_incumbent,61.634024429862905,373.2445472738427,0.0,0.0,0.0,0.0,0.0,7466.881611438967,7802.801703985426,0.0,347.71711804331835,0.0,7391.574819457746,7704.520225696733,0.0,497.10992474732484,0.0,497.10992474732484
2025-07-14,6,4621.41,2025-07-14T01:00:00,2025-07-14T00:50:00,01:00:00,196,G,0.0,01:00:00,196,G,0.5989,01:00:00,196,G,0.4285,770.235,0.0,4621.41,770.235,2025-07-14T01:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T01:00:00,2025-07-14T01:00:00,0.4285,817.7622323862405,0.0,1028.2780935327578,1,profile_incumbent,61.634024429862905,258.0430935327578,0.0,0.0,0.0,0.0,0.0,7802.801703985426,8035.040488164907,0.0,210.5158611465173,0.0,7704.520225696733,7893.9845007285985,0.0,440.6171630787867,0.0,440.6171630787867
2025-07-14,7,4705.7241,2025-07-14T01:10:00,2025-07-14T01:00:00,01:10:00,196,H,0.0,01:10:00,196,H,0.6458,01:10:00,196,H,0.4311,784.2873500000001,0.0,4705.7241,784.2873500000001,2025-07-14T01:10:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T01:10:00,2025-07-14T01:10:00,0.4311,803.5769700719188,0.0,998.3811592714627,1,profile_incumbent,60.10709198272169,214.09380927146265,0.0,0.0,0.0,0.0,0.0,8035.040488164907,8227.724916509223,0.0,194.80418919954388,0.0,7893.9845007285985,8069.308271008188,0.0,430.40211776192757,0.0,430.40211776192757
2025-07-14,8,4515.3881,2025-07-14T01:20:00,2025-07-14T01:10:00,01:20:00,196,I,0.0,01:20:00,196,I,0.5903,01:20:00,196,I,0.4302,752.5646833333334,0.0,4515.3881,752.5646833333334,2025-07-14T01:20:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T01:20:00,2025-07-14T01:20:00,0.4302,767.4450736690117,0.0,918.757968663645,1,profile_incumbent,60.10709198272169,166.1932853303116,0.0,0.0,0.0,0.0,0.0,8227.724916509223,8377.298873306503,0.0,151.31289499463333,0.0,8069.308271008188,8205.489876503358,0.0,395.2496781191001,0.0,395.2496781191001
2025-07-14,9,4252.05,2025-07-14T01:30:00,2025-07-14T01:20:00,01:30:00,196,J,0.0,01:30:00,196,J,0.507,01:30:00,196,J,0.4279,708.6750000000001,0.0,4252.05,708.6750000000001,2025-07-14T01:30:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T01:30:00,2025-07-14T01:30:00,0.4279,743.8840576702806,0.0,872.7008292574286,1,profile_incumbent,60.10709198272169,164.02582925742854,0.0,0.0,0.0,0.0,0.0,8377.298873306503,8524.92211963819,0.0,128.81677158714797,0.0,8205.489876503358,8321.42497093179,0.0,373.4286848392537,0.0,373.4286848392537
2025-07-14,10,4598.8884,2025-07-14T01:40:00,2025-07-14T01:30:00,01:40:00,196,K,0.0,01:40:00,196,K,0.5715,01:40:00,196,K,0.4312,766.4814,0.0,4598.8884,766.4814,2025-07-14T01:40:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T01:40:00,2025-07-14T01:40:00,0.4312,773.7231952113423,0.0,929.5794815184305,1,profile_incumbent,60.10709198272169,163.0980815184305,0.0,0.0,0.0,0.0,0.0,8524.92211963819,8671.710393004778,0.0,155.85628630708823,0.0,8321.42497093179,8461.69562860817,0.0,400.8346724307473,0.0,400.8346724307473
2025-07-14,11,4672.632,2025-07-14T01:50:00,2025-07-14T01:40:00,01:50:00,196,L,0.0,01:50:00,196,L,0.6014,01:50:00,196,L,0.4333,778.7719999999999,0.0,4672.632,778.7719999999999,2025-07-14T01:50:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14T01:50:00,2025-07-14T01:50:00,0.4333,782.8917901866723,0.0,928.6447280129044,1,profile_incumbent,60.10709198272169,149.87272801290442,0.0,0.0,0.0,0.0,0.0,8671.710393004778,8806.595848216391,0.0,145.75293782623203,0.0,8461.69562860817,8592.87327265178,0.0,402.3817606479915,0.0,402.3817606479915
