date,grid_plan_kwh,emergency_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-01-15,99208.58975845091,4.897965925496123,63580.69024863957,28.611467953785606,63609.301716593356,25404.43724001151,20185.2922423585,3923.999793390065,3923.999793390065,0.0,6000.0,6435.891024500913
2025-01-16,99674.15051375405,130.83747313945037,64030.69845058714,737.9387158887408,64768.63716647588,24858.706736383043,19530.516036837194,5402.645837347645,5402.645837347645,0.0,6435.891024500913,7108.153712982107
2025-01-17,53114.21392981558,0.0,28471.768870665197,0.0,28471.768870665197,19409.932421933634,15370.48884964994,6385.6568908652225,3474.717097847658,2910.9397930175646,7108.153712982107,7498.771948666889
2025-01-18,52944.94651855902,0.0,28090.492144349246,0.0,28090.492144349246,19919.064241272437,15382.713349692767,5166.086610312691,2656.612610312691,2509.474,7498.771948666889,8334.026043931228
2025-01-19,97495.29489750111,4.8118134073139345,62085.96199688227,28.10820801882435,62114.0702049011,25477.930000682027,20060.116038566917,3399.1532821266533,3399.1532821266533,0.0,8334.026043931228,8975.145223915148
2025-01-20,99137.51459860902,44.903146289475444,63556.62182693517,259.11044744163746,63815.73227437681,24915.398460682194,19474.32401065647,5674.266744872774,5674.266744872774,0.0,8975.145223915148,9760.866048910832
2025-01-21,99225.04080637256,0.0,63629.02052112303,0.0,63629.02052112303,22695.117339102617,17504.78396438529,10558.80274832191,10463.634114988576,95.16863333333299,9760.866048910832,10736.711693675083
2025-01-22,97851.66529663745,0.0,62862.57564706031,0.0,62862.57564706031,24235.422862209933,19573.73304269762,4291.211110458481,4291.211110458481,0.0,10736.711693675083,10800.0
2025-01-23,97433.46772066952,0.0,62511.58890165737,0.0,62511.58890165737,24323.658751595,19702.16358879195,3246.0469578664724,3246.0469578664724,0.0,10800.0,10800.0
2025-01-24,50920.06077924373,0.0,26954.5477938506,0.0,26954.5477938506,19693.616387581416,15951.829273940946,7348.860515603257,4436.709289392868,2912.151226210389,10800.0,10800.0
2025-01-25,50968.198053917564,0.0,26905.2708243056,0.0,26905.2708243056,19694.168942315293,15952.276843275382,8786.730488210987,4808.38847154432,3978.3420166666665,10800.0,10800.0
2025-01-26,95509.98453219458,4.412158716811632,60841.399211638935,25.77362514425515,60867.17283678319,24221.941814444133,19619.772869699747,3213.237712833672,3213.237712833672,0.0,10800.0,10800.0
2025-01-27,96441.8141380887,0.0,61637.03572059804,0.0,61637.03572059804,22030.451721733014,17844.665894603742,8061.111527626087,8061.111527626087,0.0,10800.0,10800.0
2025-01-28,94635.86496540894,1.3163313583130503,60147.12053978194,7.689349629585683,60154.80988941153,24867.428005481655,20142.616684440145,2931.970609059069,2931.970609059069,0.0,10800.0,10800.0
2025-01-29,96533.40711826301,0.0,61593.82605969356,0.0,61593.82605969356,20965.61670104335,16982.149527845115,11164.738895064775,11164.738895064775,0.0,10800.0,10800.0
2025-01-30,94866.02036392796,0.0,60263.34992280576,0.0,60263.34992280576,23760.96736634651,19246.38356674067,6608.853780988785,6608.853780988785,0.0,10800.0,10800.0
2025-01-31,47086.83884016242,0.0,24605.015487340206,0.0,24605.015487340206,20084.290850304038,16268.27558874627,4506.500528604652,2633.737240785801,1872.7632878188506,10800.0,10800.0
