date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_profile,selected_terminal
2025-02-01,40527.14065300497,21924.9669245387,0.0,0.0,21924.9669245387,13081.501577782132,14552.299252840205,7619.762394729709,3544.3358992526537,4075.4264954770556,7268.4231640740745,2872.553192033321,soft,1200.0
2025-02-02,91608.94944590439,58399.96428165677,0.0,0.0,58399.96428165677,21250.95598806501,17166.870524586728,9168.586032426116,9109.41196575945,59.174066666666704,2872.553192033321,2924.1129984176873,soft,1200.0
2025-02-03,89498.9400629898,56989.28325120924,0.0,0.0,56989.28325120924,21653.779903051793,17869.470323579255,5497.713983517257,5497.713983517257,0.0,2924.1129984176873,2557.547884965132,soft,1200.0
2025-02-04,90711.73943074579,57719.28210611895,0.0,0.0,57719.28210611895,23176.387513280606,18771.910621382453,5112.39858884764,5112.39858884764,0.0,2557.547884965132,2558.618178714955,soft,1200.0
2025-02-05,88989.93286426076,56434.503492776545,0.0,0.0,56434.503492776545,22866.0831451284,18776.433830980583,4151.8565667796065,4151.8565667796065,0.0,2558.618178714955,2275.3887526854223,soft,1200.0
2025-02-06,90396.02148859637,57614.655722051364,6.410854759157814,37.44900807562037,57652.10473012698,22183.667300739246,17822.168557071596,5769.8763830212,5768.475566354533,1.400816666666742,2275.3887526854223,2438.2798154934194,soft,1200.0
2025-02-07,43342.24470198849,22821.90768982566,0.0,0.0,22821.90768982566,18274.004417953623,15213.379193706322,8475.93981107452,3197.480222060309,5278.459589014211,2438.2798154934194,1981.1291319779916,soft,1200.0
2025-02-08,38728.48712150219,20294.898969469847,0.0,0.0,20294.898969469847,18677.174599281625,15213.768534848456,3687.9183404023543,481.55655253159557,3206.3617878707587,1981.1291319779916,1886.3990103887245,soft,1200.0
2025-02-09,84769.45143847262,53145.810756436156,231.24814802441563,1613.1870806183233,54758.99783705448,23892.885703323176,19624.354003953842,1176.75192046103,1176.75192046103,0.0,1886.3990103887245,1585.158361208642,soft,1200.0
2025-02-10,86689.99489010981,54615.994161269795,0.0,0.0,54615.994161269795,20821.471914250506,16768.1316506333,8310.01704315928,7810.354009825946,499.6630333333336,1585.158361208642,1693.2256944415437,soft,1200.0
2025-02-11,84602.59001575467,53040.15659668316,0.0,0.0,53040.15659668316,22497.776550949166,18281.700977678807,5165.91730915098,4987.074097797671,178.8432113533088,1693.2256944415437,1628.2235039860077,soft,1200.0
2025-02-12,84257.82816248821,52831.48431531805,0.0,0.0,52831.48431531805,22392.531901857572,18073.85563031812,4672.415757615423,4509.031474282089,163.38428333333331,1628.2235039860077,1699.4404041932403,soft,1200.0
