date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_tau,selected_terminal
2025-02-01,38746.43130586164,20795.620290031104,0.0,0.0,20795.620290031104,13012.658027946714,14999.33485401695,6354.932198598542,2583.5976985985412,3771.3345,7268.4231640740745,2313.8877736517325,0.7,1200.0
2025-02-02,90432.82457488368,57298.30159377861,0.0,0.0,57298.30159377861,22007.773513830696,17702.267151479347,7771.040262532335,7711.8661958656685,59.174066666666704,2313.8877736517325,2451.698212233418,0.7,1200.0
2025-02-03,88343.39387966238,55928.36387021499,0.0,0.0,55928.36387021499,22445.239889969867,18477.201180638687,4158.438670331199,4158.438670331199,0.0,2451.698212233418,2122.1905791633203,0.7,1200.0
2025-02-04,89562.81480847034,56687.929147734576,0.0,0.0,56687.929147734576,23834.650495395817,19290.661362685856,3823.961725760388,3823.961725760388,0.0,2122.1905791633203,2139.3078442574974,0.7,1200.0
2025-02-05,87855.86691618174,55415.69048942866,0.0,0.0,55415.69048942866,23491.343991620237,19290.28916074458,2906.3851019727445,2906.3851019727445,0.0,2139.3078442574974,1847.8628136661748,0.7,1200.0
2025-02-06,89199.10021338132,56571.62607298935,20.942181271759296,122.33375189898193,56693.95982488833,22746.88463646837,18285.509406181653,4487.609947699687,4487.609947699687,0.0,1847.8628136661748,2002.826312952543,0.7,1200.0
2025-02-07,42192.225154054766,22031.84309072771,0.0,0.0,22031.84309072771,19230.729414630205,16034.398737384305,7190.2148101422,2494.905400059894,4695.309410082306,2002.826312952543,1494.4841890260611,0.7,1200.0
2025-02-08,37591.03760821617,19590.451646862057,57.273818969003514,350.1148553575185,19940.566502219575,19159.899446528634,15543.236099463971,2454.4853634538426,383.629949170582,2070.8554142832604,1494.4841890260611,1468.131358164083,0.7,1200.0
2025-02-09,83504.792165199,52116.24295827583,1165.4947988017109,7531.34622895437,59647.589187230195,23538.31267220761,19151.11667418652,727.674999312959,727.674999312959,0.0,1468.131358164083,1373.594236277019,0.7,1200.0
2025-02-10,87185.17718776136,54858.90795015598,0.0,0.0,54858.90795015598,21014.976813268666,16835.457784062688,8679.020575222052,8179.357541888718,499.6630333333334,1373.594236277019,1581.0091637047221,0.8,1200.0
2025-02-11,83019.06352105111,51871.28604042823,97.28383693357489,570.292306103059,52441.57834653129,22722.22478250827,18573.060310896835,3746.5857530399203,3598.54745303992,148.03830000000016,1581.0091637047221,1394.2777891879011,0.7,1200.0
2025-02-12,84784.64454996711,53093.55690976437,0.0,0.0,53093.55690976437,22563.287408181117,18085.471933275774,5040.092941728437,4876.708658395103,163.38428333333331,1394.2777891879011,1606.2676418000447,0.8,1200.0
2025-02-13,83862.30526009864,52550.98027172883,0.0,0.0,52550.98027172883,20036.6156380149,16157.24834867775,8653.458954094825,8094.821170761492,558.6377833333339,1606.2676418000447,1686.7235508159565,0.8,1200.0
2025-02-14,35180.98103862187,18521.548869148017,301.55673576740577,1438.5503539968845,19960.0992231449,18209.115338301028,15187.434619758196,2659.0552391797755,518.4215891797769,2140.6336499999984,1686.7235508159565,1200.0,0.7,1200.0
2025-02-15,35391.695426428065,18475.50543662176,347.23809903527473,1120.967489085129,19596.472925706887,18569.198734332378,15041.050974809224,2930.6946659401915,241.55879927352518,2689.135866666666,1200.0,1200.0,0.7,equal_initial
2025-02-16,80040.538447858,49456.8554868969,788.4636697086555,4584.010186978399,54040.8656738753,23706.77002418407,18983.099019023095,727.952012405672,727.952012405672,0.0,1200.0,1443.760778406665,0.7,equal_initial
2025-02-17,78995.08609480807,48792.05503981963,117.30119003938,745.1005489841889,49537.15558880381,21517.87640779915,17549.968784553872,3960.616494935508,3313.9174616021746,646.6990333333338,1443.760778406665,1309.8842292549302,0.7,1200.0
