date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_profile,selected_terminal
2025-02-01,40349.52678114129,21944.60830834257,0.0,0.0,21944.60830834257,13189.029238909798,14431.211250290848,7213.532859189013,3241.832862865991,3971.699996323022,7268.4231640740745,3103.870312103062,rebalance,1200.0
2025-02-02,91122.1178142211,58215.82857315252,0.0,0.0,58215.82857315252,21165.270140091732,17136.53408181898,8737.103805948347,8677.92973928168,59.174066666666704,3103.870312103062,3112.0200139423155,rebalance,1200.0
2025-02-03,88990.29182060824,56757.690584002725,0.0,0.0,56757.690584002725,21670.668404221004,17933.91210252107,5036.619018908307,5036.619018908307,0.0,3112.0200139423155,2689.052574940037,rebalance,1200.0
2025-02-04,90312.06280281674,57559.200035608905,0.0,0.0,57559.200035608905,23149.838089792833,18748.94593157443,4716.306694598341,4716.306694598341,0.0,2689.052574940037,2691.7447095597836,rebalance,1200.0
2025-02-05,88660.34758563088,56324.748843989095,0.0,0.0,56324.748843989095,22793.51770085158,18703.842580856897,3822.245482302874,3822.245482302874,0.0,2691.7447095597836,2423.8633282629808,rebalance,1200.0
2025-02-06,89978.3783646367,57456.76566818831,6.410854759157814,37.44900807562037,57494.21467626393,22091.0585722503,17749.07574375069,5371.749174229579,5370.3483575629125,1.400816666666742,2423.8633282629808,2584.62077245416,rebalance,1200.0
2025-02-07,43012.493724987595,22730.19446407977,0.0,0.0,22730.19446407977,18420.908908174057,15354.977073386166,8140.882223533039,3125.009349090041,5015.872874442998,2584.62077245416,2102.3531527150703,rebalance,1200.0
2025-02-08,38430.32795504919,20256.148529431004,0.0,0.0,20256.148529431004,18586.171747196146,15082.42605482006,3349.4195460064434,433.3785263801673,2916.041019626276,2102.3531527150703,2071.6565531693054,rebalance,1200.0
2025-02-09,84292.52917460828,52951.46684266265,478.18861422812586,3335.843772855406,56287.31061551806,23412.49758292739,19352.264959943204,1155.0691991855595,1155.0691991855595,0.0,2071.6565531693054,1640.3877556448324,rebalance,1200.0
2025-02-10,86382.65475938233,54507.62470123403,0.0,0.0,54507.62470123403,20825.244186648557,16685.240342156372,7916.01333155682,7416.350298223487,499.6630333333334,1640.3877556448324,1843.9515878992322,rebalance,1200.0
2025-02-11,84180.47301099211,52883.1738824337,0.0,0.0,52883.1738824337,22405.343915677586,18207.234622722848,4761.766584704041,4582.923373350732,178.8432113533088,1843.9515878992322,1778.5004200947853,rebalance,1200.0
2025-02-12,83818.716779987,52669.35160811561,0.0,0.0,52669.35160811561,22352.487232285264,18031.499294346817,4230.992708715219,4067.6084253818854,163.38428333333331,1778.5004200947853,1860.7397132106103,rebalance,1200.0
2025-02-13,83032.20007310658,52173.83462981641,0.0,0.0,52173.83462981641,19845.01471690435,16026.871860273955,7884.578199809515,7325.940416476182,558.6377833333337,1860.7397132106103,1913.6175581201328,rebalance,1200.0
