date,grid_plan_kwh,emergency_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,load_mae_kwh,pv_mae_kwh,emergency_intervals
2025-01-15,93619.80734567902,1804.7303066666677,59486.865005120904,11652.478102460174,71139.34310758108,25228.567453086416,20514.06367666667,639.6909425925944,639.6909425925944,0.0,6841.831117592594,6754.137740185186,26.541584375,10.847918402777774,7
2025-01-16,94968.4211755144,877.0493923333297,60572.69089525745,4756.7946664913125,65329.48556174876,25126.20313106996,20420.12450766667,2065.2404944444443,2065.2404944444443,0.0,6754.137740185186,6678.693327407409,23.326289930555568,17.07412638888889,8
2025-01-17,47806.35901666667,49.517049999999834,25044.344123534218,225.65657894999927,25270.00070248422,20488.10875082305,16761.18588333333,1439.8397325102837,650.7319008230425,789.1078316872413,6678.693327407409,6494.451332777778,23.49774965277778,18.36617199074074,2
2025-01-18,47371.073356172834,169.9518156666693,24640.748501234568,955.5119862036825,25596.26048743825,20889.60576728395,17054.067200999998,462.9775888888873,462.9775888888873,0.0,6494.451332777778,6346.132966666663,22.397451157407414,11.147679513888887,3
2025-01-19,93272.11181666667,1362.9760516666681,59023.166031879075,9212.686431682509,68235.85246356158,25509.07160432099,20667.154665,1110.031462345673,1110.031462345673,0.0,6346.132966666663,6340.7922272222195,24.86164016203704,17.577225462962964,5
2025-01-20,94269.49704670781,642.7342821666631,60047.11633995455,3427.260268785811,63474.37660874036,25603.009403909466,20584.10616783334,1826.2515427983535,1826.2515427983535,0.0,6340.7922272222195,6512.271615370367,23.41011435185185,15.012713773148155,9
2025-01-21,93372.00075020576,0.0,59390.763297608704,0.0,59390.763297608704,23749.2254473251,18986.3102,5133.180819547324,5105.337486213991,27.843333333333362,6512.271615370367,6790.674295740737,23.543624074074078,28.596117824074067,0
2025-01-22,89391.80541831275,3938.198641166664,56706.045983189775,24210.582388944233,80916.628372134,23226.45615164609,18986.35859216667,191.14213333333282,191.14213333333282,0.0,6790.674295740737,6598.530840925921,21.335845486111108,35.71314085648148,13
2025-01-23,93808.20557901234,753.0071023333356,59680.5398858546,4592.979509197932,64273.519395052535,25250.971657613165,20454.06826433333,198.38368806584492,198.38368806584492,0.0,6598.530840925921,6597.662816851848,23.836564120370376,12.00954953703704,6
2025-01-24,48145.11098415638,0.0,24851.42664078496,0.0,24851.42664078496,21390.993978806575,17298.802549999997,4223.506405349806,2198.847023045266,2024.6593823045407,6597.662816851848,6628.665675555555,25.538950462962966,26.559593749999998,0
2025-01-25,44746.340527738685,32.4012499999983,23260.784335602355,198.0688412499896,23458.853176852343,21593.42494403292,17341.72299983333,2087.464366872429,715.4898442386816,1371.9745226337473,6628.665675555555,6794.167014259258,21.00277118055556,16.825945833333325,1
2025-01-26,88662.84828106995,3616.4666760000014,55878.402615838,23300.69692445467,79179.09954029268,23157.992947736624,18736.125307333336,158.45728333333273,158.45728333333273,0.0,6794.167014259258,6818.443659074074,23.30792152777779,28.932876157407414,13
2025-01-27,92610.49570308642,0.0,58468.51880113638,0.0,58468.51880113638,23993.358520987662,19553.140466666668,3975.3608654320906,3975.3608654320906,0.0,6818.443659074074,6686.754698333337,25.47190636574074,19.317234259259262,0
2025-01-28,89005.82283497942,2986.5703538333387,55796.06775942,17870.36519886428,73666.43295828428,24609.22140164609,19958.82474616666,361.597166666666,361.597166666666,0.0,6686.754698333337,6658.582019629632,25.757612152777774,16.851348495370374,11
2025-01-29,91903.63366995884,27.04833333333329,58132.936371651645,157.1102441666664,58290.04661581831,22649.532556584363,17904.407016666668,5800.355413374484,5800.355413374484,0.0,6658.582019629632,7149.375746481483,24.789749189814806,31.41934571759259,1
2025-01-30,86841.43237901235,2151.1737575000025,54247.54131080699,12036.145463933766,66283.68677474077,24382.00589917696,19733.820225833333,601.8376798353875,601.8376798353875,0.0,7149.375746481483,7166.714138148149,20.18394861111112,17.902530902777777,11
2025-01-31,42041.64792962963,949.0712956666598,21592.292058140454,6210.332179637286,27802.624237777738,20522.557873662558,16531.73375433334,235.5720559670774,235.5720559670774,0.0,7166.714138148149,7268.4231640740745,25.089391087962966,14.370599305555553,2
