date,interval_start,load_forecast,pv_forecast,risk_delta,grid,reserve,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-01-15,2025-01-15T00:00:00,630.0752870030816,0.0,26.338168883891864,1489.7467892203067,0.0,833.3333333333334,0.0,0.0,52.973689220306596,52.973689220306596,0.0,6000.0,6750.0
2025-01-15,2025-01-15T00:10:00,647.1065007593129,0.040865291902777656,26.338168883891864,1506.7371376846352,0.0,833.3333333333334,0.0,0.0,55.34752101796846,55.34752101796846,0.0,6750.0,7500.0
2025-01-15,2025-01-15T00:20:00,622.8566449032713,0.41045542219734843,26.338168883891864,1482.117691698299,0.0,833.3333333333334,0.0,0.0,9.064358364965642,9.064358364965642,0.0,7500.0,8250.0
2025-01-15,2025-01-15T00:30:00,569.7139183371559,0.984059359146559,26.338168883891864,1428.4013611952344,0.0,812.1442778619011,0.0,0.0,0.0,0.0,0.0,8250.0,8980.92985007571
2025-01-15,2025-01-15T00:40:00,570.8342660767677,1.7290185455478815,26.338168883891864,1428.776749748445,0.0,826.0675664151116,0.0,0.0,0.0,0.0,0.0,8980.92985007571,9724.39065984931
2025-01-15,2025-01-15T00:50:00,618.2787886482676,2.604893897504132,26.338168883891864,642.0120636346553,0.0,20.30206363465527,0.0,0.0,0.0,0.0,0.0,9724.39065984931,9742.6625171205
2025-01-15,2025-01-15T01:00:00,622.4263619024687,3.564662058493034,40.43412651353932,659.295826357515,0.0,18.144559690848382,0.0,0.0,0.0,0.0,0.0,9742.6625171205,9758.992620842264
2025-01-15,2025-01-15T01:10:00,601.1626183292444,4.556129421635546,40.43412651353932,637.0406154211482,0.0,0.0,12.713384578851787,0.0,0.0,0.0,0.0,9758.992620842264,9744.866637976873
2025-01-15,2025-01-15T01:20:00,604.0383747809832,5.523534239114844,40.43412651353932,972.2823003887411,0.0,326.41396705540774,0.0,0.0,0.0,0.0,0.0,9744.866637976873,10038.63920832674
2025-01-15,2025-01-15T01:30:00,652.9862389252431,6.409303034574347,40.43412651353932,687.0110624042081,0.0,51.16472907087484,0.0,0.0,0.0,0.0,0.0,10038.63920832674,10084.687464490527
2025-01-15,2025-01-15T01:40:00,651.6859621541051,7.155924059093872,40.43412651353932,684.9641646085506,0.0,43.281614608550626,0.0,0.0,0.0,0.0,0.0,10084.687464490527,10123.640917638222
2025-01-15,2025-01-15T01:50:00,624.4484190023111,7.7078977500974695,40.43412651353932,657.174647765753,0.0,0.0,2.2320189009136584,0.0,0.0,0.0,0.0,10123.640917638222,10121.160896637208
