date,interval_start,load_forecast,pv_forecast,risk_delta,grid,reserve,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-01-15,2025-01-15T00:00:00,634.1137833333333,0.0,0.0,1467.4471166666667,0.0,833.3333333333334,0.0,0.0,30.674016666666603,30.674016666666603,0.0,6000.0,6750.0
2025-01-15,2025-01-15T00:10:00,652.5348833333334,0.0,0.0,1485.8682166666667,0.0,833.3333333333334,0.0,0.0,34.47860000000003,34.47860000000003,0.0,6750.0,7500.0
2025-01-15,2025-01-15T00:20:00,626.1716666666667,0.0,0.0,1459.505,0.0,819.7850000000001,0.0,0.0,0.0,0.0,0.0,7500.0,8237.8065
2025-01-15,2025-01-15T00:30:00,566.1060166666667,0.0,0.0,1399.43935,0.0,783.1822666666668,0.0,0.0,0.0,0.0,0.0,8237.8065,8942.670540000001
2025-01-15,2025-01-15T00:40:00,567.17295,0.0,0.0,1400.5062833333332,0.0,797.7970999999999,0.0,0.0,0.0,0.0,0.0,8942.670540000001,9660.68793
2025-01-15,2025-01-15T00:50:00,619.8166666666667,0.0,0.0,619.8166666666667,0.0,0.0,1.8933333333333167,0.0,0.0,0.0,0.0,9660.68793,9658.584226296296
2025-01-15,2025-01-15T01:00:00,621.4441333333333,0.0,0.0,621.4441333333333,0.0,0.0,19.70713333333333,0.0,0.0,0.0,0.0,9658.584226296296,9636.687411481482
2025-01-15,2025-01-15T01:10:00,597.452,0.0,0.0,597.452,0.0,0.0,52.30200000000002,0.0,0.0,0.0,0.0,9636.687411481482,9578.574078148149
2025-01-15,2025-01-15T01:20:00,602.7116666666667,0.0,0.0,936.0450000000001,0.0,290.17666666666673,0.0,0.0,0.0,0.0,0.0,9578.574078148149,9839.733078148149
2025-01-15,2025-01-15T01:30:00,655.6580666666667,0.0,0.0,655.6580666666667,0.0,19.81173333333345,0.0,0.0,0.0,0.0,0.0,9839.733078148149,9857.563638148149
2025-01-15,2025-01-15T01:40:00,651.8044166666667,0.0,0.0,651.8044166666667,0.0,10.121866666666733,0.0,0.0,0.0,0.0,0.0,9857.563638148149,9866.673318148149
2025-01-15,2025-01-15T01:50:00,620.58,0.0,0.0,620.58,0.0,0.0,38.8266666666666,0.0,0.0,0.0,0.0,9866.673318148149,9823.532577407408
2025-01-15,2025-01-15T02:00:00,684.2158333333333,0.0,0.0,684.2158333333333,0.0,22.630233333333308,0.0,0.0,0.0,0.0,0.0,9823.532577407408,9843.899787407408
2025-01-15,2025-01-15T02:10:00,687.6279,0.0,0.0,687.6279,0.0,40.66179999999997,0.0,0.0,0.0,0.0,0.0,9843.899787407408,9880.495407407408
2025-01-15,2025-01-15T02:20:00,629.6633333333333,0.0,0.0,629.6633333333333,0.0,0.0,7.298333333333403,0.0,0.0,0.0,0.0,9880.495407407408,9872.386148148149
2025-01-15,2025-01-15T02:30:00,667.8491,0.0,0.0,667.8491,0.0,15.544016666666721,0.0,0.0,0.0,0.0,0.0,9872.386148148149,9886.37576314815
