date,available_time,s_kwh,x1,x2
2025-02-01,2025-02-02 00:00:00,13.287936502880143,0.02798601975154434,0.5678772553389364
2025-02-02,2025-02-03 00:00:00,0.0,0.4799093232027303,0.564791972944311
2025-02-03,2025-02-04 00:00:00,556.887670385542,0.46968649197578805,0.5774187874180958
2025-02-04,2025-02-05 00:00:00,386.29558430684676,0.47406764892272063,0.5802016910632721
2025-02-05,2025-02-06 00:00:00,282.9655380720028,0.4594777484904063,0.5821015311633062
2025-02-06,2025-02-07 00:00:00,264.5339777207281,0.472124359621232,0.5796542406164152
2025-02-07,2025-02-08 00:00:00,0.0,0.03380973380540826,0.5764469460652264
2025-02-08,2025-02-09 00:00:00,368.8869041714037,-0.024598456597353803,0.5854446572750944
2025-02-09,2025-02-10 00:00:00,773.5566894352623,0.42123397621939085,0.5889081200660243
2025-02-10,2025-02-11 00:00:00,0.0,0.43678704724920525,0.5863489181299832
2025-02-11,2025-02-12 00:00:00,12.554214135115444,0.4252922062008735,0.5939958373740417
2025-02-12,2025-02-13 00:00:00,56.33122821212237,0.4092530820867003,0.6075776277675166
2025-02-13,2025-02-14 00:00:00,0.0,0.4168749451772284,0.6123070867384395
2025-02-14,2025-02-15 00:00:00,274.7233150945258,-0.05092231324411022,0.6269485082120867
2025-02-15,2025-02-16 00:00:00,318.0550768001633,-0.060775313135340146,0.6270334156169024
2025-02-16,2025-02-17 00:00:00,505.16952108547775,0.37118426029897045,0.6348510718833168
2025-02-17,2025-02-18 00:00:00,276.2835818495098,0.36796522205689297,0.6447235421914375
2025-02-18,2025-02-19 00:00:00,507.684413249165,0.3630881783663833,0.6513541133185776
2025-02-19,2025-02-20 00:00:00,63.18076673750602,0.3606811597202545,0.6546351423003521
2025-02-20,2025-02-21 00:00:00,55.53339655702666,0.3486800762409837,0.6613476361815712
2025-02-21,2025-02-22 00:00:00,41.73992248928403,-0.0921143847576535,0.6656883788917876
2025-02-22,2025-02-23 00:00:00,894.9493338023694,-0.10283020186488064,0.6734082604855599
2025-02-23,2025-02-24 00:00:00,669.8780707348856,0.33750802220453835,0.6742011235047493
2025-02-24,2025-02-25 00:00:00,0.0,0.32952693947751055,0.679714665251345
2025-02-25,2025-02-26 00:00:00,0.0,0.3423991036881445,0.6837812246926694
2025-02-26,2025-02-27 00:00:00,706.9658710458721,0.3187629003413184,0.6940215444551033
2025-02-27,2025-02-28 00:00:00,0.0,0.31315507177429586,0.6965367430594264
2025-02-28,2025-03-01 00:00:00,745.8576687845755,-0.12615530149302043,0.7011401613267813
2025-03-01,2025-03-02 00:00:00,126.89175939184827,-0.13575508967903097,0.7010910057940916
2025-03-02,2025-03-03 00:00:00,4787.8649159711385,0.29677065974154243,0.706892373034081
2025-03-03,2025-03-04 00:00:00,2160.2676823914653,0.32006444910023707,0.6917351821406202
2025-03-04,2025-03-05 00:00:00,398.83238982076546,0.3297696093302581,0.6810268579408746
2025-03-05,2025-03-06 00:00:00,482.9308110106075,0.3372547248802494,0.6734961709376222
2025-03-06,2025-03-07 00:00:00,0.0,0.34074689805958697,0.6755111581551586
2025-03-07,2025-03-08 00:00:00,108.86840854371974,-0.09848940980791354,0.6681387502743867
2025-03-08,2025-03-09 00:00:00,0.0,-0.11571826886301323,0.6642680821457032
2025-03-09,2025-03-10 00:00:00,0.0,0.3301132610722632,0.6690692070624475
2025-03-10,2025-03-11 00:00:00,1405.073020469107,0.31460367969335856,0.692723761801711
2025-03-11,2025-03-12 00:00:00,0.0,0.3058094698599551,0.7013004873339391
2025-03-12,2025-03-13 00:00:00,0.0,0.3017548043189671,0.7043579522936277
2025-03-13,2025-03-14 00:00:00,1498.870597249133,0.3011658580569867,0.7097099697313063
2025-03-14,2025-03-15 00:00:00,0.0,-0.14624958578392638,0.7113381481428571
2025-03-15,2025-03-16 00:00:00,640.9181868015582,-0.16383837010819263,0.720745813926145
2025-03-16,2025-03-17 00:00:00,955.950404756061,0.2769487665345539,0.7212452699036015
2025-03-17,2025-03-18 00:00:00,0.0,0.28879047457988394,0.7169013282792074
2025-03-18,2025-03-19 00:00:00,0.0,0.27241888340047976,0.7313341961571455
2025-03-19,2025-03-20 00:00:00,0.0,0.26202255603951174,0.7426982893923543
2025-03-20,2025-03-21 00:00:00,161.4581419833205,0.2625711964135929,0.7528036036458693
2025-03-21,2025-03-22 00:00:00,0.0,-0.18632603625264413,0.7606953840367342
2025-03-22,2025-03-23 00:00:00,678.2138598352981,-0.2142462383008042,0.7742154638410416
2025-03-23,2025-03-24 00:00:00,438.5443771546303,0.22754339809857616,0.7782410135900217
2025-03-24,2025-03-25 00:00:00,102.01101392273029,0.21677647059164962,0.7952357337127649
2025-03-25,2025-03-26 00:00:00,295.7543475041225,0.20834443352882512,0.7962477688751202
2025-03-26,2025-03-27 00:00:00,0.0,0.20801347732699957,0.7989641681290485
2025-03-27,2025-03-28 00:00:00,379.30289529224433,0.20460233531595617,0.8044246283527323
2025-03-28,2025-03-29 00:00:00,0.0,-0.24103712330807514,0.8116433251884299
2025-03-29,2025-03-30 00:00:00,0.0,-0.2601259172016455,0.8141074063212871
2025-03-30,2025-03-31 00:00:00,33.43452802716047,0.16728908045820057,0.832347391685788
2025-03-31,2025-04-01 00:00:00,2557.711813906045,0.1719781681322395,0.8337851219165242
2025-04-01,2025-04-02 00:00:00,2404.0645489821563,0.17606585141716236,0.8294627322701958
2025-04-02,2025-04-03 00:00:00,1252.7656392553106,0.18335847924377316,0.8254220606344509
2025-04-03,2025-04-04 00:00:00,0.0,0.18484095398478217,0.8243922211593747
2025-04-04,2025-04-05 00:00:00,18.617212082802553,-0.27811878371331605,0.8308176049764397
2025-04-05,2025-04-06 00:00:00,937.4262593312014,-0.2828220604443853,0.8411179141581338
2025-04-06,2025-04-07 00:00:00,18.83603981349995,0.1739220455118801,0.8323277480639852
2025-04-07,2025-04-08 00:00:00,716.8880436809861,0.17552311308156943,0.8323747405176606
2025-04-08,2025-04-09 00:00:00,0.0,0.17535062542457933,0.8397927197891771
2025-04-09,2025-04-10 00:00:00,2191.871543654319,0.15564619600092208,0.8552921670380232
2025-04-10,2025-04-11 00:00:00,0.0,0.16881911617801365,0.848547277141048
2025-04-11,2025-04-12 00:00:00,0.0,-0.28829824104799334,0.850263174965969
2025-04-12,2025-04-13 00:00:00,716.6897801276973,-0.2773435464718145,0.8523880337801937
2025-04-13,2025-04-14 00:00:00,566.0582899377905,0.14194590780846453,0.8548174249883396
2025-04-14,2025-04-15 00:00:00,279.8366399861402,0.1423714346024053,0.8578683921663102
2025-04-15,2025-04-16 00:00:00,427.0642269052196,0.1436907353234871,0.8699742952075533
2025-04-16,2025-04-17 00:00:00,742.4073174296944,0.14538634945244497,0.8672319118306593
2025-04-17,2025-04-18 00:00:00,555.0687303013932,0.1320987991364482,0.8763933944621874
2025-04-18,2025-04-19 00:00:00,188.68253726900616,-0.31743683456601113,0.8769681162502472
2025-04-19,2025-04-20 00:00:00,0.0,-0.30125563706653624,0.8697420100306179
2025-04-20,2025-04-21 00:00:00,327.92832030451905,0.12763501783015785,0.8792918405287288
2025-04-21,2025-04-22 00:00:00,0.0,0.13254705595142693,0.8806598907400931
2025-04-22,2025-04-23 00:00:00,1175.5227161775692,0.12402618687153659,0.8890674182117358
2025-04-23,2025-04-24 00:00:00,832.8408793039971,0.12684480963307332,0.8909051630151579
2025-04-24,2025-04-25 00:00:00,30.533041334359837,0.11504005522180316,0.8958510310997233
2025-04-25,2025-04-26 00:00:00,171.9085390250184,-0.35739932508985517,0.9129535328489595
2025-04-26,2025-04-27 00:00:00,0.0,-0.3655129130789917,0.925166679031073
2025-04-27,2025-04-28 00:00:00,641.9926200052428,0.07038629481466917,0.9284712055029317
2025-04-28,2025-04-29 00:00:00,3268.398133970817,0.08446244813044025,0.9331659729125614
2025-04-29,2025-04-30 00:00:00,113.49334220326574,0.10067529327213148,0.9129267792311179
2025-04-30,2025-05-01 00:00:00,893.5714942024731,0.0989900862306465,0.9164965204169578
2025-05-01,2025-05-02 00:00:00,37.715168746637005,0.08552092679407491,0.9241355233835511
2025-05-02,2025-05-03 00:00:00,4572.902816095481,-0.3479390754470967,0.9184582143398834
2025-05-03,2025-05-04 00:00:00,1494.4887585331262,-0.3321682942185128,0.8921827734181945
2025-05-04,2025-05-05 00:00:00,1202.0289058328294,0.1187670523474056,0.8829285629014044
2025-05-05,2025-05-06 00:00:00,466.8425158467644,0.13302818413024473,0.8827322147478551
2025-05-06,2025-05-07 00:00:00,0.0,0.11541984605851657,0.8939065507846963
2025-05-07,2025-05-08 00:00:00,1164.7649910557548,0.11126537756326609,0.9014067495970839
2025-05-08,2025-05-09 00:00:00,1831.4246897669577,0.1397361738623464,0.893694312791178
2025-05-09,2025-05-10 00:00:00,13.02821196660068,-0.29058935637337924,0.8819950169580303
2025-05-10,2025-05-11 00:00:00,1663.7687625323454,-0.3178685850835751,0.8989085879134724
2025-05-11,2025-05-12 00:00:00,792.485886753099,0.13157295626466906,0.8969738504899087
2025-05-12,2025-05-13 00:00:00,1410.6423559481552,0.14810828675713117,0.8922122296045242
2025-05-13,2025-05-14 00:00:00,151.06957241524458,0.14445203394249048,0.8890756599447861
2025-05-14,2025-05-15 00:00:00,7.640618746437667,0.15577440403918524,0.8838417646461977
2025-05-15,2025-05-16 00:00:00,216.04707577093177,0.1470201961696372,0.8886979991854685
2025-05-16,2025-05-17 00:00:00,0.0,-0.29989804349005994,0.891755835313022
2025-05-17,2025-05-18 00:00:00,2017.595098449286,-0.31842775334319556,0.8970494844813468
2025-05-18,2025-05-19 00:00:00,1303.4345897149756,0.1300226439911468,0.8946246862275591
2025-05-19,2025-05-20 00:00:00,0.0,0.13664133255328306,0.8972418329551806
2025-05-20,2025-05-21 00:00:00,2502.2381780649976,0.12178729618787654,0.9139615405874709
