date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,38006.829012397815,20501.826966393655,0.0,0.0,20501.826966393655,13277.04105992804,15059.807714951558,5411.419734087997,1640.0852340879972,3771.3345000000004,7268.4231640740745,2484.6404347298044
2025-02-02,89664.37084756243,57066.344908865154,0.0,0.0,57066.344908865154,21367.89872189069,17039.615273044063,6979.809448715805,6920.635382049139,59.17406666666659,2484.6404347298044,2782.8434254935814
2025-02-03,87970.16495444634,56053.2153288945,0.0,0.0,56053.2153288945,21329.189219060412,17640.283740327613,4064.3429757135423,4064.3429757135423,0.0,2782.8434254935814,2378.798455617273
2025-02-04,89281.56076937633,56868.78065124004,0.0,0.0,56868.78065124004,22896.7871507792,18403.61068552071,3593.5203541178353,3593.168570784502,0.35178333333340106,2378.798455617273,2537.4505740733284
2025-02-05,87605.24696774769,55728.534288370574,0.0,0.0,55728.534288370574,22019.130229611423,18105.558617492006,2943.248372294946,2941.195872294946,2.0524999999999807,2537.4505740733284,2237.380427954716
2025-02-06,88854.4340397271,56862.331435486194,0.0,0.0,56862.331435486194,21341.48604586071,17038.26236407812,4280.153141277845,4278.752324611178,1.4008166666668558,2237.380427954716,2513.315242475886
2025-02-07,41925.63465910853,22068.41952389306,0.0,0.0,22068.41952389306,18385.067276583075,15545.555299250558,7280.443015109353,2245.6433540876405,5034.7996610217115,2513.315242475886,1787.0365700111436
2025-02-08,37818.70261837905,19813.21279240228,0.0,0.0,19813.21279240228,18666.03059409241,15160.548581082307,2736.05788870228,161.97617887205868,2574.0817098302214,1787.0365700111436,1741.4101257139685
2025-02-09,83647.79472187167,52550.62695846378,372.19377604146746,2312.2078031602946,54862.83476162407,23272.731092086837,19192.583753847844,384.4251930074871,384.4251930074871,0.0,1741.4101257139685,1361.77504876118
2025-02-10,85546.2276400355,54047.1114675503,0.0,0.0,54047.1114675503,20595.39511287666,16441.094430042154,7065.289373867672,6565.626340534339,499.6630333333335,1361.77504876118,1629.7479503033367
