candidate,reference,date,saving_yuan
q2_reserve,q2_greedy,2025-02-01,-29.075069657046697
q2_reserve,q2_greedy,2025-02-02,22.628475577956124
q2_reserve,q2_greedy,2025-02-03,-28.51211666389281
q2_reserve,q2_greedy,2025-02-04,-30.351980482439103
q2_reserve,q2_greedy,2025-02-05,53.86531463092251
q2_reserve,q2_greedy,2025-02-06,-59.18522725879302
q2_reserve,q2_greedy,2025-02-07,120.4453119748323
q2_reserve,q2_greedy,2025-02-08,15.718768096336134
q2_reserve,q2_greedy,2025-02-09,-1155.2161961672027
q2_reserve,q2_greedy,2025-02-10,327.8515523501119
q2_reserve,q2_greedy,2025-02-11,-126.21663031594653
q2_reserve,q2_greedy,2025-02-12,211.43601331699756
q2_reserve,q2_greedy,2025-02-13,96.9541804609762
q2_reserve,q2_greedy,2025-02-14,-795.3045324714367
q2_reserve,q2_greedy,2025-02-15,-804.6514008508857
q2_reserve,q2_greedy,2025-02-16,-1648.8252369880138
q2_reserve,q2_greedy,2025-02-17,256.18222037128
q2_reserve,q2_greedy,2025-02-18,36.04167535883607
q2_reserve,q2_greedy,2025-02-19,42.76880669694947
q2_reserve,q2_greedy,2025-02-20,-409.38215002574
q2_reserve,q2_greedy,2025-02-21,-77.5882348059422
q2_reserve,q2_greedy,2025-02-22,-176.28281816878007
q2_reserve,q2_greedy,2025-02-23,175.96506397383928
q2_reserve,q2_greedy,2025-02-24,119.7904852885622
q2_reserve,q2_greedy,2025-02-25,141.9349912245234
q2_reserve,q2_greedy,2025-02-26,-229.9577798834507
q2_reserve,q2_greedy,2025-02-27,-56.35907498630695
q2_reserve,q2_greedy,2025-02-28,-254.14573370383005
q2_reserve,q2_greedy,2025-03-01,-2.560174850965268
q2_reserve,q2_greedy,2025-03-02,5005.237196148635
q2_reserve,q2_greedy,2025-03-03,1303.3122804945597
q2_reserve,q2_greedy,2025-03-04,114.13228333111329
q2_reserve,q2_greedy,2025-03-05,64.84743508999236
q2_reserve,q2_greedy,2025-03-06,126.92580912211997
q2_reserve,q2_greedy,2025-03-07,11.331148718360055
q2_reserve,q2_greedy,2025-03-08,-85.59507830156144
q2_reserve,q2_greedy,2025-03-09,79.42224424680171
q2_reserve,q2_greedy,2025-03-10,-1387.154223263482
q2_reserve,q2_greedy,2025-03-11,74.60479839231266
q2_reserve,q2_greedy,2025-03-12,-63.27047633724578
q2_reserve,q2_greedy,2025-03-13,450.5337015423356
q2_reserve,q2_greedy,2025-03-14,-37.73998707756982
q2_reserve,q2_greedy,2025-03-15,-164.70857386303032
q2_reserve,q2_greedy,2025-03-16,-1080.987874552251
q2_reserve,q2_greedy,2025-03-17,-46.829617244882684
q2_reserve,q2_greedy,2025-03-18,421.8453930588439
q2_reserve,q2_greedy,2025-03-19,-45.65341395733412
q2_reserve,q2_greedy,2025-03-20,-111.70850086231076
q2_reserve,q2_greedy,2025-03-21,364.2805847422769
q2_reserve,q2_greedy,2025-03-22,14.64829260667284
q2_reserve,q2_greedy,2025-03-23,-34.09112559941423
q2_reserve,q2_greedy,2025-03-24,-218.97092527731002
q2_reserve,q2_greedy,2025-03-25,-363.3553925324013
q2_reserve,q2_greedy,2025-03-26,-103.39553218353831
q2_reserve,q2_greedy,2025-03-27,-100.2144150604363
q2_reserve,q2_greedy,2025-03-28,-9.296390519735724
q2_reserve,q2_greedy,2025-03-29,-234.8224792088822
q2_reserve,q2_greedy,2025-03-30,-20.35892531483114
q2_reserve,q2_greedy,2025-03-31,96.20035216311953
q2_reserve,q2_greedy,2025-04-01,1869.0551352242692
q2_reserve,q2_greedy,2025-04-02,335.90510078664374
q2_reserve,q2_greedy,2025-04-03,244.62570971719106
q2_reserve,q2_greedy,2025-04-04,-293.71517935269003
q2_reserve,q2_greedy,2025-04-05,-39.39245575918903
q2_reserve,q2_greedy,2025-04-06,-4.55129051021504
q2_reserve,q2_greedy,2025-04-07,-117.36408124205627
q2_reserve,q2_greedy,2025-04-08,-1.162034910696093
q2_reserve,q2_greedy,2025-04-09,1832.1305834374216
q2_reserve,q2_greedy,2025-04-10,73.88170298729528
q2_reserve,q2_greedy,2025-04-11,-62.96586322175244
q2_reserve,q2_greedy,2025-04-12,21.84506603492082
q2_reserve,q2_greedy,2025-04-13,97.26859842082195
