date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,2876.5660613512177,385.72771590057334,240
2025-03-20,240,970.4231320603789,6001.376815713945,480
2025-03-20,480,3043.545621491595,2449.9586439971795,720
2025-03-20,720,6460.041509076249,254.72278333333327,960
2025-03-20,960,192.1656460698057,5324.084375904195,1200
2025-03-20,1200,7203.979955996037,2306.470880562529,1440
2025-06-21,0,224.51098944239766,3443.765284279673,240
2025-06-21,240,406.030059487656,4859.467231347564,480
2025-06-21,480,10259.958559700348,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,133.05348781902364,5648.142754488343,1200
2025-06-21,1200,9980.381902957612,2543.73991204073,1440
2025-09-23,0,4528.352906179477,200.49179013872242,240
2025-09-23,240,1028.0231802441388,6698.29244542213,480
2025-09-23,480,5051.137853074798,1896.6157166666667,720
2025-09-23,720,5676.579189048284,546.2156046684239,960
2025-09-23,960,36.90277327240835,6081.491043611234,1200
2025-09-23,1200,5504.2989156260755,2146.23617577079,1440
2025-12-21,0,5271.335798219372,135.70893329029684,240
2025-12-21,240,1430.682134304493,1580.707082985345,480
2025-12-21,480,5193.112905162483,7806.641021002247,720
2025-12-21,720,8137.190520469842,2161.2082469631387,960
2025-12-21,960,45.271760810689486,5809.239948487941,1200
2025-12-21,1200,5373.642468984752,2851.7333895145084,1440
