date,interval_start,interval_end,emergency_kwh,emergency_cost_yuan
2025-03-20,2025-03-20T00:20:00,2025-03-20T00:30:00,10.875884888866835,23.21457629528626
2025-03-20,2025-03-20T01:00:00,2025-03-20T01:10:00,19.0610915174816,41.08618276593159
2025-03-20,2025-03-20T01:10:00,2025-03-20T01:20:00,35.46012776076509,76.27473481340571
2025-03-20,2025-03-20T01:20:00,2025-03-20T01:30:00,28.922191732286706,61.879029211227405
2025-03-20,2025-03-20T01:30:00,2025-03-20T01:40:00,1.1148017249030318,2.4035125188909365
2025-03-20,2025-03-20T03:10:00,2025-03-20T03:20:00,30.24311337415395,66.09632427921345
2025-03-20,2025-03-20T03:20:00,2025-03-20T03:30:00,17.697845856268714,38.545908274953256
2025-03-20,2025-03-20T03:40:00,2025-03-20T03:50:00,4.472766723065206,9.75063145628215
2025-03-20,2025-03-20T03:50:00,2025-03-20T04:00:00,14.57468281350748,31.903980678767873
2025-03-20,2025-03-20T05:40:00,2025-03-20T05:50:00,5.713315482567623,16.305802387247997
2025-03-20,2025-03-20T05:50:00,2025-03-20T06:00:00,827.015,3762.5047425
2025-03-20,2025-03-20T06:00:00,2025-03-20T06:10:00,791.9499333333334,3709.493487733334
2025-03-20,2025-03-20T06:10:00,2025-03-20T06:20:00,709.9633166666667,3108.929363683334
2025-03-20,2025-03-20T06:20:00,2025-03-20T06:30:00,671.3708333333334,2940.2685645833335
2025-03-20,2025-03-20T06:30:00,2025-03-20T06:40:00,629.0448666666667,2705.2074491
2025-03-20,2025-03-20T06:40:00,2025-03-20T06:50:00,586.1559166666666,2474.16412425
2025-03-20,2025-03-20T06:50:00,2025-03-20T07:00:00,9.194360703981602,38.31290105349133
2025-03-20,2025-03-20T07:40:00,2025-03-20T07:50:00,334.5780666666666,1438.6856866666662
2025-03-20,2025-03-20T07:50:00,2025-03-20T08:00:00,488.1795833333334,2835.591109791667
2025-03-20,2025-03-20T08:00:00,2025-03-20T08:10:00,220.182008048336,1286.1932000143547
2025-03-20,2025-03-20T08:10:00,2025-03-20T08:20:00,438.3713999999999,2401.3985291999993
2025-03-20,2025-03-20T08:20:00,2025-03-20T08:30:00,411.15750000000014,2230.323858750001
2025-03-20,2025-03-20T08:30:00,2025-03-20T08:40:00,332.67218333333335,1764.8259325833333
2025-03-20,2025-03-20T08:40:00,2025-03-20T08:50:00,278.0051333333332,1449.7967703333327
2025-03-20,2025-03-20T08:50:00,2025-03-20T09:00:00,262.8204166666668,1361.409758333334
2025-03-20,2025-03-20T09:00:00,2025-03-20T09:10:00,221.28376666666657,1122.6831901833327
2025-03-20,2025-03-20T09:10:00,2025-03-20T09:20:00,150.51836666666657,746.7216170333329
2025-03-20,2025-03-20T09:20:00,2025-03-20T09:30:00,77.18541666666658,374.3492708333329
2025-03-20,2025-03-20T09:30:00,2025-03-20T09:40:00,36.094749999999976,170.0423672499999
2025-03-20,2025-03-20T09:40:00,2025-03-20T09:50:00,41.25734999999986,197.39579107499932
2025-03-20,2025-03-20T09:50:00,2025-03-20T10:00:00,45.20708333333346,225.51553520833397
2025-06-21,2025-06-21T02:20:00,2025-06-21T02:30:00,473.1249999999999,1033.0684374999998
2025-06-21,2025-06-21T02:50:00,2025-06-21T03:00:00,5.342607899539473,11.63887130914674
2025-06-21,2025-06-21T03:00:00,2025-06-21T03:10:00,486.69803333333334,1064.4085989000002
2025-06-21,2025-06-21T03:10:00,2025-06-21T03:20:00,491.8388,1074.9136973999998
2025-06-21,2025-06-21T03:20:00,2025-06-21T03:30:00,0.8181184457184258,1.7818619747747315
2025-06-21,2025-06-21T03:40:00,2025-06-21T03:50:00,404.75399050778077,882.3636993069622
2025-06-21,2025-06-21T03:50:00,2025-06-21T04:00:00,477.03166666666664,1044.2223183333333
2025-06-21,2025-06-21T04:00:00,2025-06-21T04:10:00,474.28198333333336,1043.657504325
2025-06-21,2025-06-21T04:10:00,2025-06-21T04:20:00,458.15849999999995,1005.4288282499999
2025-06-21,2025-06-21T04:20:00,2025-06-21T04:30:00,446.2183333333333,973.6484033333332
2025-06-21,2025-06-21T04:30:00,2025-06-21T04:40:00,442.95328333333333,972.9468868416668
2025-06-21,2025-06-21T04:40:00,2025-06-21T04:50:00,450.38674999999995,995.8051042499998
2025-06-21,2025-06-21T04:50:00,2025-06-21T05:00:00,454.17416666666674,998.0477312500001
