date,block_start_hour,charge_actual_kwh,discharge_actual_kwh
2025-03-20,0,0.0,0.0
2025-03-20,4,0.0,0.0
2025-03-20,8,324.22449623662135,262.6218419516641
2025-03-20,12,314.47257201646187,358.75832982568215
2025-03-20,16,233.87575864455576,5474.152125778725
2025-03-20,20,10276.809651059422,2935.4675095891535
2025-06-21,0,0.0,0.0
2025-06-21,4,344.45425000000006,838.5209168853013
2025-06-21,8,690.7567585003733,0.0
2025-06-21,12,0.0,0.0
2025-06-21,16,346.566005479773,5144.889985232591
2025-06-21,20,9074.15815324359,2485.896583333333
2025-09-23,0,0.0,0.0
2025-09-23,4,0.0,31.475545159436116
2025-09-23,8,627.7521070286465,477.003661533769
2025-09-23,12,435.17441587908706,525.3700149384837
2025-09-23,16,218.55468596167805,5686.810566633332
2025-09-23,20,10567.143363902605,2876.7261156803097
2025-12-21,0,0.0,0.0
2025-12-21,4,0.0,0.0
2025-12-21,8,345.56844159309736,279.91043769040897
2025-12-21,12,345.5684415930995,279.9104376904106
2025-12-21,16,70.60359979971403,5532.727632810782
2025-12-21,20,10269.21541190084,2842.5257666666666
