charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,policy,date,slot_id,interval_start,interval_end,active_issue_hour,active_issue_time,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_method,pv_window_days,pv_raw_forecast_kwh,pv_corrected_forecast_kwh,pv_forecast_kwh,planning_price_method,planning_price_source,planning_price_yuan_per_kwh,actual_price_yuan_per_kwh,settlement_price_yuan_per_kwh,grid_original_kwh,grid_effective_kwh,price_yuan_per_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan
833.3333333333334,0.0,0.0,24.591481123334574,24.591481123334574,0.0,7268.4231640740745,8058.9925791161695,efficiency_w28,2025-02-01,1,2025-02-01 00:00:00,2025-02-01 00:10:00,0,2025-02-01 00:00:00,422.0303666666667,0.0,446.62184779000137,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4248,0.3281,0.4248,1279.9551811233346,1279.9551811233346,0.4248,543.7249609411925,0.0,-0.0,543.7249609411925,0.0,543.7249609411925
833.3333333333334,0.0,0.0,25.930084981386813,25.930084981386813,0.0,8058.9925791161695,8849.561994158264,efficiency_w28,2025-02-01,2,2025-02-01 00:10:00,2025-02-01 00:20:00,0,2025-02-01 00:00:00,415.4073166666667,0.0,441.33740164805374,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4245,0.3257,0.4245,1274.6707349813869,1274.6707349813869,0.4245,541.0977269995988,0.0,-0.0,541.0977269995988,0.0,541.0977269995988
356.5955268195736,0.0,0.0,0.0,0.0,0.0,8849.561994158264,9187.858214611519,efficiency_w28,2025-02-01,3,2025-02-01 00:20:00,2025-02-01 00:30:00,0,2025-02-01 00:00:00,410.7166666666667,0.0,439.3940358801821,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4269,0.3041,0.4269,767.3121934862403,767.3121934862403,0.4269,327.565575399276,0.0,-0.0,327.565575399276,0.0,327.565575399276
37.69419135714355,0.0,0.0,0.0,0.0,0.0,9187.858214611519,9223.61806438556,efficiency_w28,2025-02-01,4,2025-02-01 00:30:00,2025-02-01 00:40:00,0,2025-02-01 00:00:00,430.29479999999995,0.0,467.9889913571435,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4272,0.3126,0.4272,467.9889913571435,467.9889913571435,0.4272,199.92489710777173,0.0,-0.0,199.92489710777173,0.0,199.92489710777173
49.44605075382344,0.0,0.0,0.0,0.0,0.0,9223.61806438556,9270.52670689027,efficiency_w28,2025-02-01,5,2025-02-01 00:40:00,2025-02-01 00:50:00,0,2025-02-01 00:00:00,424.4105833333333,0.0,473.85663408715675,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4271,0.3286,0.4271,473.85663408715675,473.85663408715675,0.4271,202.38416841862463,0.0,-0.0,202.38416841862463,0.0,202.38416841862463
54.492338406282386,0.0,0.0,0.0,0.0,0.0,9270.52670689027,9322.222678208027,efficiency_w28,2025-02-01,6,2025-02-01 00:50:00,2025-02-01 01:00:00,0,2025-02-01 00:00:00,406.0516666666667,0.0,460.54400507294906,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4285,0.3438,0.4285,460.54400507294906,460.54400507294906,0.4285,197.34310617375866,0.0,-0.0,197.34310617375866,0.0,197.34310617375866
43.80685761513246,0.0,0.0,0.0,0.0,0.0,9322.222678208027,9363.781512367581,efficiency_w28,2025-02-01,7,2025-02-01 01:00:00,2025-02-01 01:10:00,0,2025-02-01 00:00:00,436.7501833333333,0.0,480.5570409484658,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4311,0.3704,0.4311,480.5570409484658,480.5570409484658,0.4311,207.1681403528836,0.0,-0.0,207.1681403528836,0.0,207.1681403528836
25.080321377067207,0.0,0.0,0.0,0.0,0.0,9363.781512367581,9387.574794367743,efficiency_w28,2025-02-01,8,2025-02-01 01:10:00,2025-02-01 01:20:00,0,2025-02-01 00:00:00,451.7976833333333,0.0,476.8780047104005,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4302,0.3746,0.4302,476.8780047104005,476.8780047104005,0.4302,205.1529176264143,0.0,-0.0,205.1529176264143,0.0,205.1529176264143
10.847920904050966,0.0,0.0,0.0,0.0,0.0,9387.574794367743,9397.86603574799,efficiency_w28,2025-02-01,9,2025-02-01 01:20:00,2025-02-01 01:30:00,0,2025-02-01 00:00:00,446.08,0.0,456.92792090405095,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4279,0.3606,0.4279,456.92792090405095,456.92792090405095,0.4279,195.5194573548434,0.0,-0.0,195.5194573548434,0.0,195.5194573548434
14.611846528675926,0.0,0.0,0.0,0.0,0.0,9397.86603574799,9411.728050503421,efficiency_w28,2025-02-01,10,2025-02-01 01:30:00,2025-02-01 01:40:00,0,2025-02-01 00:00:00,471.7663333333333,0.0,486.37817986200923,raw,28,0.0,0.0,0.0,fixed,data/processed/fixed_price.csv,0.4312,0.3582,0.4312,486.37817986200923,486.37817986200923,0.4312,209.7262711564984,0.0,-0.0,209.7262711564984,0.0,209.7262711564984
